hostname,score,sources,label,level
parliament.go.ug,8,wikidata;wikidata,Parliament of Uganda,
opm.go.ug,7,wikidata;wikidata,Ministry of Relief and Disaster Preparedness | Ministry of Disaster Preparedness and Refugees,
gou.go.ug,6,un_desa,UN/DESA national portal,
agriculture.go.ug,4,wikidata,"Ministry of Agriculture, Animal Industry and Fisheries",
education.go.ug,4,wikidata,Ministry of Education and Sports,
energyandminerals.go.ug,4,wikidata,Ministry of Energy and Mineral Development,
finance.go.ug,4,wikidata,"Ministry of Finance, Planning and Economic Development",
health.go.ug,4,wikidata,Ministry of Health,
ict.go.ug,4,wikidata,Ministry of Information and Communications Technology,
mia.go.ug,4,wikidata,Ministry of Internal Affairs,
mlhud.go.ug,4,wikidata,"Ministry of Lands, Housing and Urban Development",
mofa.go.ug,4,wikidata,Ministry of Foreign Affairs of the Republic of Uganda,
mtic.go.ug,4,wikidata,"Ministry of Trade, Industry and Cooperatives",
mtti.go.ug,4,wikidata,"Ministry of Trade, Tourism and Industry",
mwe.go.ug,4,wikidata,Ministry of Water and Environment,
sti.go.ug,4,wikidata,"Ministry of Science, Technology and Innovation",
eala.org,3,wikidata,East African Legislative Assembly,
