field,text
country_name,"Union of the Comoros"
government_type,"federal presidential republic"
capital,"Moroni"
chief_of_state,"President AZALI Assoumani (since 26 May 2016)"
head_of_government,"President AZALI Assoumani (since 26 May 2016)"
judicial_highest_courts,"Supreme Court or Cour Supreme (consists of 7 judges)"
constitution_history,"previous 1996, 2001; newest adopted 30 July 2018"
