hostname,http_status,mx
a.gal,200,10 mail.a.gal.
aca.gencat.cat,301,none
academia.gal,301,10 mxl.mundo-r.com.; 20 mxl2.mundo-r.com.
accio.gencat.cat,SSLHandshakeException: (certificate_unknown) PKIX path building failed: sun.security.provider.certpath.SunCertPathBuilderException: unable to find valid certification path to requested target,none
accioncultural.es,301,10 accioncultural-es.mail.protection.outlook.com.
acsucyl.es,SSLHandshakeException: (certificate_unknown) PKIX path building failed: sun.security.provider.certpath.SunCertPathBuilderException: unable to find valid certification path to requested target,10 acsucyl-es.mail.protection.outlook.com.
ader.es,SSLHandshakeException: (certificate_unknown) PKIX path building failed: sun.security.provider.certpath.SunCertPathBuilderException: unable to find valid certification path to requested target,20 mx2.riojasalud.es.
adif.es,SSLHandshakeException: (certificate_unknown) No subject alternative DNS name matching adif.es found.,20 mx2.hc1197-70.eu.iphmx.com.; 10 mx1.hc1197-70.eu.iphmx.com.
aecid.es,SSLHandshakeException: (certificate_unknown) No subject alternative DNS name matching aecid.es found.,10 mail2.correo.gob.es.; 10 mail1.correo.gob.es.
aemet.es,HttpConnectTimeoutException: HTTP connect timed out,5 mail1.correo.gob.es.; 5 mail2.correo.gob.es.
aena.es,HttpConnectTimeoutException: HTTP connect timed out,10 correosmtp.aena.es.
aepd.es,301,10 mail1.correo.gob.es.; 10 mail2.correo.gob.es.
aeval.es,SSLHandshakeException: (certificate_unknown) PKIX path building failed: sun.security.provider.certpath.SunCertPathBuilderException: unable to find valid certification path to requested target,10 mail2.correo.gob.es.; 10 mail1.correo.gob.es.
agacal.xunta.gal,301,none
agaur.gencat.cat,301,none
agenciaidea.es,ConnectException,10 agenciaidea-es.mail.protection.outlook.com.
agenciamedioambienteyagua.es,SSLHandshakeException: (certificate_unknown) PKIX path building failed: sun.security.provider.certpath.SunCertPathBuilderException: unable to find valid certification path to requested target,5 juntadeandalucia.in.tmes.trendmicro.eu.
agricultura.gva.es,HttpConnectTimeoutException: HTTP connect timed out,none
agroambient.gva.es,HttpConnectTimeoutException: HTTP connect timed out,dig error
ahk.es,302,10 ahk-es.mail.protection.outlook.com.
airef.es,ConnectException,10 airef-es.mail.protection.outlook.com.
ambacammadrid.es,200,none
ambardcmadrid.com,200,10 mx01.ionos.es.; 10 mx00.ionos.es.
amchamspain.com,301,0 amchamspain-com.mail.protection.outlook.com.
amtega.xunta.gal,301,10 mail.xunta.es.
aneca.es,ConnectException,10 mail1.correo.gob.es.; 10 mail2.correo.gob.es.
antifrau.cat,SSLHandshakeException: (certificate_unknown) PKIX path building failed: sun.security.provider.certpath.SunCertPathBuilderException: unable to find valid certification path to requested target,5 mx1.hc489-80.eu.iphmx.com.; 5 mx2.hc489-80.eu.iphmx.com.
antifraucv.es,SSLHandshakeException: (certificate_unknown) PKIX path building failed: sun.security.provider.certpath.SunCertPathBuilderException: unable to find valid certification path to requested target,1 antifraucv-es.mail.protection.outlook.com.
aoc.cat,301,0 aoc-cat.mail.protection.outlook.com.
apalmeria.com,200,10 mail.apalmeria.com.
apba.es,SSLHandshakeException: (certificate_unknown) PKIX path building failed: sun.security.provider.certpath.SunCertPathBuilderException: unable to find valid certification path to requested target,10 apbaes-mail-onmicrosoft-com.mail.protection.outlook.com.
apc.es,SSLHandshakeException: (certificate_unknown) PKIX path building failed: sun.security.provider.certpath.SunCertPathBuilderException: unable to find valid certification path to requested target,0 apc-es.mail.protection.outlook.com.
apdcat.gencat.cat,301,none
apfsc.com,301,10 apfsc-com.mail.protection.outlook.com.
apmarin.com,200,0 apmarin-com.mail.protection.outlook.com.
aqu.cat,ConnectException,0 aqu-cat.mail.protection.outlook.com.
aquas.gencat.cat,301,none
aquib.es,301,0 aquib-es.mail.protection.outlook.com.
araba.eus,302,20 arabaeus.in.tmes.trendmicro.eu.
aragon.es,301,20 mx02.aragon.es.; 10 mx01.aragon.es.
aragontelevision.es,301,10 mx1.hc384-90.eu.iphmx.com.; 40 aragontelevision-es.mail.protection.outlook.com.; 20 mx2.hc384-90.eu.iphmx.com.
armada.mde.es,SSLHandshakeException: (certificate_unknown) PKIX path building failed: sun.security.provider.certpath.SunCertPathBuilderException: unable to find valid certification path to requested target,none
asambleaex.es,SSLHandshakeException: (certificate_unknown) PKIX path building failed: sun.security.provider.certpath.SunCertPathBuilderException: unable to find valid certification path to requested target,20 asambleaex-es-2.fortimailcloud.com.; 10 asambleaex-es-1.fortimailcloud.com.
