field,text
country_name,"Federative Republic of Brazil"
government_type,"federal presidential republic"
capital,"Brasília"
chief_of_state,"President Luiz Inácio LULA da Silva (since 1 January 2023)"
head_of_government,"President Luiz Inácio LULA da Silva (since 1 January 2023)"
judicial_highest_courts,"Supreme Federal Court or Supremo Tribunal Federal (consists of 11 justices)"
constitution_history,"several previous; latest ratified 5 October 1988"
