subdomain,mx
admin.payroll.gov.lr,none
api.efd.lra.gov.lr,none
application.lbr.gov.lr,none
arcgis1.lisgis.gov.lr,none
archive.lcaa.gov.lr,none
asycuda.lra.gov.lr,none
ataps2.mfdp.gov.lr,none
autodiscover.gac.gov.lr,none
autodiscover.lisa.gov.lr,none
autodiscover.nphil.gov.lr,none
autodiscover.nrf.gov.lr,none
backend.efd.lra.gov.lr,none
beta.epa.gov.lr,none
betasite.epa.gov.lr,none
bi-pg.efd.lra.gov.lr,none
bi.efd.lra.gov.lr,none
bi2.efd.lra.gov.lr,none
bitcoinsociety.lnp.gov.lr,none
bitcoinsup.lerc.gov.lr,none
brims.moh.gov.lr,none
bulletin.nsa.gov.lr,none
cari.gov.lr,0 cari.gov.lr.
census.lisgis.gov.lr,none
cms.crc.gov.lr,none
cms.fda.gov.lr,none
cms.gsa.gov.lr,none
cndra.gov.lr,none
congotown.gov.lr,10 mail.congotown.gov.lr.
cpanel.efd.lra.gov.lr,none
cpanel.emansion.gov.lr,none
cpanel.gac.gov.lr,none
cpanel.lisa.gov.lr,none
cpanel.lmhra.gov.lr,none
cpanel.lra.gov.lr,none
cpanel.nphil.gov.lr,none
cpanel.nrf.gov.lr,none
cpcalendars.efd.lra.gov.lr,none
cpcalendars.gac.gov.lr,none
cpcalendars.lisa.gov.lr,none
cpcalendars.lmhra.gov.lr,none
cpcalendars.lra.gov.lr,none
cpcalendars.nphil.gov.lr,none
cpcalendars.nrf.gov.lr,none
cpcontacts.efd.lra.gov.lr,none
cpcontacts.gac.gov.lr,none
cpcontacts.lisa.gov.lr,none
cpcontacts.lmhra.gov.lr,none
cpcontacts.lra.gov.lr,none
cpcontacts.nphil.gov.lr,none
cpcontacts.nrf.gov.lr,none
crc.gov.lr,none
csa.gov.lr,none
csweb.lisgis.gov.lr,none
dashboard.lisgis.gov.lr,none
database.fda.gov.lr,none
db.mca.gov.lr,none
des.lbnm.gov.lr,none
design.lra.gov.lr,none
dev.cari.gov.lr,none
dev.lacc.gov.lr,none
dev.lcaa.gov.lr,none
dev.lipo.gov.lr,none
dev.moa.gov.lr,none
dev.moci.gov.lr,none
dev.mopt.gov.lr,none
dev.mot.gov.lr,none
dev.mpw.gov.lr,none
dev.nao.gov.lr,none
dev.ppcc.gov.lr,none
dhis2.moh.gov.lr,none
efd.lra.gov.lr,none
eliberia.gov.lr,none
email.payroll.gov.lr,none
emansion.gov.lr,none
epa.gov.lr,10 ALT4.ASPMX.L.GOOGLE.COM.; 10 ALT3.ASPMX.L.GOOGLE.COM.; 1 SMTP.GOOGLE.COM.; 5 ALT2.ASPMX.L.GOOGLE.COM.; 5 ALT1.ASPMX.L.GOOGLE.COM.
eservice.lra.gov.lr,none
eservices.lra.gov.lr,none
etesrdemoapi.csa.gov.lr,none
etestapi.csa.gov.lr,none
etestdemo.csa.gov.lr,none
etesting.csa.gov.lr,none
etestingapi.csa.gov.lr,none
evisa.lis.gov.lr,none
exam.lra.gov.lr,none
excisestamps.lra.gov.lr,none
fda.gov.lr,none
fftp.lra.gov.lr,none
filetransfer.mca.gov.lr,none
final.lra.gov.lr,none
fiuliberia.gov.lr,none
flegt-vpa.fda.gov.lr,none
gac.gac.gov.lr,none
gac.gov.lr,none
gaclms.gac.gov.lr,none
gh.mofa.gov.lr,none
ghgi.epa.gov.lr,none
gov.lr,none
gsa.gov.lr,none
hello.efd.lra.gov.lr,none
house.gov.lr,none
iaa.gov.lr,none
indexing.lbnm.gov.lr,none
intelshare.nsa.gov.lr,none
investliberia.gov.lr,none
iwrm.fda.gov.lr,none
jfkmc.gov.lr,0 jfkmc.gov.lr.
