field,text
country_name,"Czech Republic"
government_type,"parliamentary republic"
capital,"Prague"
chief_of_state,"President Petr PAVEL (since 9 March 2023)"
head_of_government,"Prime Minister Andrej BABIS (since 9 December 2025)"
judicial_highest_courts,"Supreme Court (organized into Civil Law and Commercial Division, and Criminal Division each with a court chief justice, vice justice, and several judges); Constitutional Court (consists of 15 justices); Supreme Administrative Court (consists of 36 judges, including the court president and vice president, and organized into 6-, 7-, and 9-member chambers)"
constitution_history,"previous 1960; latest ratified 16 December 1992, effective 1 January 1993"
