field,text
country_name,"State of Libya"
government_type,"in transition"
capital,"Tripoli (Tarabulus)"
chief_of_state,"President, Presidential Council, Mohammed al-MANFI (since 5 February 2021)"
head_of_government,"GNU Interim Prime Minister Abd-al-Hamid DUBAYBAH (since 5 February 2021)"
judicial_highest_courts,"Libya's judicial system consists of a supreme court, central high courts (in Tripoli, Benghazi, and Sabha), and a series of lower courts"
constitution_history,"previous 1951, 1977, 2011 (interim)"
