type,label,website,hostname
ministry,"Ministry of Mines, Energy and Rural Electrification","https://www.mmere.gov.sb/",mmere.gov.sb
ministry,"Ministry of Health and Medical Services","https://solomons.gov.sb/ministry-of-health-medical-services/",solomons.gov.sb
ministry,"Ministry of Communication and Aviation","http://www.mca.gov.sb/",mca.gov.sb
ministry,"Ministry of Education and Human Resources Development","http://www.mehrd.gov.sb/",mehrd.gov.sb
ministry,"Ministry of Foreign Affairs and External Trade","https://www.mfaet.gov.sb/",mfaet.gov.sb
ministry,"Ministry of Environment, Climate Change, Disaster Management and Meteorology","https://solomons.gov.sb/ministry-of-environment-climate-change-disaster-management-and-meteorology/",solomons.gov.sb
ministry,"Ministry of Fisheries and Marine Resources","https://solomons.gov.sb/ministry-of-fisheries-and-marine-resources/",solomons.gov.sb
ministry,"Ministry of Commerce, Industry, Labour and Immigration","https://solomons.gov.sb/ministry-of-commerce-industry-labour-and-immigration/",solomons.gov.sb
parliament,"National Parliament of Solomon Islands","http://www.parliament.gov.sb/",parliament.gov.sb
supreme_court,"National Parliament of Solomon Islands","http://www.parliament.gov.sb/",parliament.gov.sb
