subdomain,parent_domain,http_status,mx
access.mm.gov.om,gov.om,302,none
admin.ncsi.gov.om,gov.om,Could not resolve host: admin.ncsi.gov.om,none
admincourt.gov.om,gov.om,Connection timed out after 3002 milliseconds,10 mx01.admincourt.gov.om.
advert.pamr.gov.om,gov.om,Resolving timed out after 3001 milliseconds,none
agm.mcd.gov.om,gov.om,Could not resolve host: agm.mcd.gov.om,none
albarwa.moh.gov.om,gov.om,Connection timed out after 3002 milliseconds,none
alms.part.gov.om,gov.om,Could not resolve host: alms.part.gov.om,none
alraffd.gov.om,gov.om,Could not resolve host: alraffd.gov.om,none
ambassadors.cert.gov.om,gov.om,200,none
ams.sai.gov.om,gov.om,Could not resolve host: ams.sai.gov.om,none
annualreport.isfu.gov.om,gov.om,Resolving timed out after 3001 milliseconds,none
api.quran.mara.gov.om,gov.om,SSL: no alternative certificate subject name matches target hostname 'api.quran.mara.gov.om',none
apm.mrmwr.gov.om,gov.om,Could not resolve host: apm.mrmwr.gov.om,none
app.gcloud.gov.om,gov.om,Could not resolve host: app.gcloud.gov.om,none
app.isccloud.gov.om,gov.om,Could not resolve host: app.isccloud.gov.om,none
apps.diwan.gov.om,gov.om,Could not resolve host: apps.diwan.gov.om,none
apps.heac.gov.om,gov.om,Recv failure: Connexion ré-initialisée par le correspondant,none
apps.mog.gov.om,gov.om,Failed to connect to apps.mog.gov.om port 443 after 236 ms: Could not connect to server,none
apps.mrmwr.gov.om,gov.om,Could not resolve host: apps.mrmwr.gov.om,dig error
apps1.mone.gov.om,gov.om,Could not resolve host: apps1.mone.gov.om,none
apps1.ncsi.gov.om,gov.om,Could not resolve host: apps1.ncsi.gov.om,none
appsjbr.mara.gov.om,gov.om,Connection timed out after 3001 milliseconds,none
archives.nraa.gov.om,gov.om,Connection timed out after 3001 milliseconds,none
asas.mohe.gov.om,gov.om,Could not resolve host: asas.mohe.gov.om,none
autodicover.gcloud.gov.om,gov.om,Could not resolve host: autodicover.gcloud.gov.om,none
autodiscover.admincourt.gov.om,gov.om,Connection timed out after 3001 milliseconds,none
autodiscover.business.gov.om,gov.om,Could not resolve host: autodiscover.business.gov.om,none
autodiscover.caa.gov.om,gov.om,403,none
autodiscover.cbo.gov.om,gov.om,Connection timed out after 3001 milliseconds,none
autodiscover.cert.gov.om,gov.om,Could not resolve host: autodiscover.cert.gov.om,none
autodiscover.civilpension.gov.om,gov.om,TLS connect error: error:0A00010B:SSL routines::wrong version number,none
autodiscover.diwan.gov.om,gov.om,Could not resolve host: autodiscover.diwan.gov.om,5 email.diwan.gov.om.
autodiscover.duqm.gov.om,gov.om,302,none
autodiscover.fiu.gov.om,gov.om,Connection timed out after 3002 milliseconds,none
autodiscover.gcloud.gov.om,gov.om,Failed to connect to autodiscover.gcloud.gov.om port 443 after 230 ms: Could not connect to server,none
autodiscover.isc.gov.om,gov.om,Could not resolve host: autodiscover.isc.gov.om,dig error
autodiscover.isccloud.gov.om,gov.om,Could not resolve host: autodiscover.isccloud.gov.om,none
