subdomain,mx
acbep.gouv.sn,5 smtp.gouv.sn.
acces-universel-electricite.gouv.sn,none
admin.conference.sec.gouv.sn,none
admin.lerlouwer.sante.gouv.sn,none
agriculture.gouv.sn,5 smtp.gouv.sn.
ambasenparis.gouv.sn,none
anam.gouv.sn,5 smtp.gouv.sn.
ancar.gouv.sn,5 smtp.gouv.sn.
annuairehorsreseau.gouv.sn,none
apams.gouv.sn,none
api.conference.sec.gouv.sn,none
armee.gouv.sn,5 smtp.gouv.sn.
asp.gouv.sn,5 smtp.gouv.sn.
autodiscover.economie.gouv.sn,none
autodiscover.gouv.sn,5 smtp.gouv.sn.
autodiscover.micatti.gouv.sn,none
av.micatti.gouv.sn,none
big.gouv.sn,5 smtp.gouv.sn.
bom.gouv.sn,5 smtp.gouv.sn.
ca-thies.gouv.sn,none
caosp-pikine.gouv.sn,none
cheds.gouv.sn,5 smtp.gouv.sn.
cild.gouv.sn,none
cilec.migrationirreguliere.gouv.sn,none
clearance.diplomatie.gouv.sn,none
cndst.gouv.sn,5 smtp.gouv.sn.
cndtransplant.gouv.sn,none
cnosp.gouv.sn,none
codif.crous-bambey.gouv.sn,none
comiac.gouv.sn,none
commerce.gouv.sn,none
concoursena.gouv.sn,none
conference.sec.gouv.sn,none
consulsen-bordeaux.gouv.sn,none
consulsen-paris.gouv.sn,none
coursupreme.gouv.sn,none
covid19.economie.gouv.sn,none
covid19.gouv.sn,none
cpanel.acbep.gouv.sn,none
cpanel.anam.gouv.sn,none
cpanel.ancar.gouv.sn,none
cpanel.apams.gouv.sn,none
cpanel.armee.gouv.sn,none
cpanel.asp.gouv.sn,none
cpanel.bom.gouv.sn,none
cpanel.caosp-pikine.gouv.sn,none
cpanel.cndst.gouv.sn,none
cpanel.comiac.gouv.sn,none
cpanel.commerce.gouv.sn,none
cpanel.coursupreme.gouv.sn,none
cpanel.covid19.economie.gouv.sn,none
cpanel.covid19.gouv.sn,none
cpanel.daf.gouv.sn,none
cpanel.damcp.gouv.sn,none
cpanel.dapsa.gouv.sn,none
cpanel.decentralisation.gouv.sn,none
cpanel.dgsfc.gouv.sn,none
cpanel.dgtss.gouv.sn,none
cpanel.dri.gouv.sn,none
cpanel.drmfc.gouv.sn,none
cpanel.drst.gouv.sn,none
cpanel.dssi.gouv.sn,none
cpanel.eau-assainissement.gouv.sn,none
cpanel.economie.gouv.sn,none
cpanel.elevage.gouv.sn,none
cpanel.energie.gouv.sn,none
cpanel.environnement.gouv.sn,none
cpanel.femme.gouv.sn,none
cpanel.fonctionpublique.gouv.sn,none
cpanel.forcesarmees.gouv.sn,none
cpanel.haas.gouv.sn,none
cpanel.hassmar.gouv.sn,none
cpanel.haw.gouv.sn,none
cpanel.industrie.gouv.sn,none
cpanel.infos.teledac.gouv.sn,none
cpanel.innovation-justice.gouv.sn,none
cpanel.inspection-batiment.gouv.sn,none
cpanel.investissements.gouv.sn,none
