subdomain,http_status
1706.syzefxis.gov.gr,"SSL: no alternative certificate subject name matches target hostname '1706.syzefxis.gov.gr'"
0890.syzefxis.gov.gr,"SSL: no alternative certificate subject name matches target hostname '0890.syzefxis.gov.gr'"
autodiscover.agrinio.gov.gr,"Could not resolve host: autodiscover.agrinio.gov.gr"
agan.gov.gr,"307"
cpanel.chalki.gov.gr,"Could not resolve host: cpanel.chalki.gov.gr"
cpanel.ikaria.gov.gr,"Could not resolve host: cpanel.ikaria.gov.gr"
autodiscover.brexit.gov.gr,"Could not resolve host: autodiscover.brexit.gov.gr"
arxaiaolympia.gov.gr,"200"
atlas.gov.gr,"Could not resolve host: atlas.gov.gr"
aliartos.gov.gr,"301"
autodiscover.ppel.gov.gr,"Could not resolve host: autodiscover.ppel.gov.gr"
auth.galatsi.gov.gr,"302"
autodiscover.monemvasia.gov.gr,"Could not resolve host: autodiscover.monemvasia.gov.gr"
cpanel.megalopoli.gov.gr,"Could not resolve host: cpanel.megalopoli.gov.gr"
apdkritis.gov.gr,"301"
autodiscover.zografou.gov.gr,"400"
arxaiologikoktimatologio.gov.gr,"404"
chalki.gov.gr,"301"
cpanel.diamesolavisi.gov.gr,"Could not resolve host: cpanel.diamesolavisi.gov.gr"
awstats.boriakinouria.gov.gr,"302"
cpanel.brexit.gov.gr,"Could not resolve host: cpanel.brexit.gov.gr"
cpanel.monemvasia.gov.gr,"Could not resolve host: cpanel.monemvasia.gov.gr"
aisopos.minedu.gov.gr,"Could not resolve host: aisopos.minedu.gov.gr"
attica.gov.gr,"200"
cloud1.pdm.gov.gr,"Could not resolve host: cloud1.pdm.gov.gr"
apps.gov.gr,"Could not resolve host: apps.gov.gr"
appsint.efka.gov.gr,"Could not resolve host: appsint.efka.gov.gr"
autodiscover.ydra.gov.gr,"SSL: no alternative certificate subject name matches target hostname 'autodiscover.ydra.gov.gr'"
amari.gov.gr,"301"
autodiscover.paiania.gov.gr,"Could not resolve host: autodiscover.paiania.gov.gr"
cpanel.new.moh.gov.gr,"Could not resolve host: cpanel.new.moh.gov.gr"
apografi.gov.gr,"SSL certificate problem: unable to get local issuer certificate"
casinoauditors.gamingcommission.gov.gr,"403"
certifications.gamingcommission.gov.gr,"403"
comidor.crete.gov.gr,"200"
aitimata.kalymnos.gov.gr,"301"
autodiscover.kileler.gov.gr,"Failed to connect to autodiscover.kileler.gov.gr port 443 after 188 ms: Could not connect to server"
brexit.gov.gr,"Could not resolve host: brexit.gov.gr"
cpanel.ierapetra.gov.gr,"200"
cpanel.xylokastro-evrostini.gov.gr,"Could not resolve host: cpanel.xylokastro-evrostini.gov.gr"
autodiscover.politis.pamth.gov.gr,"Could not resolve host: autodiscover.politis.pamth.gov.gr"
cpanel.agrinio.gov.gr,"Could not resolve host: cpanel.agrinio.gov.gr"
autoconfig.erymanthou.gov.gr,"Could not resolve host: autoconfig.erymanthou.gov.gr"
autodiscover.gamingcommission.gov.gr,"Failed to connect to autodiscover.gamingcommission.gov.gr port 443 after 207 ms: Could not connect to server"
diamesolavisi.gov.gr,"Could not resolve host: diamesolavisi.gov.gr"
api.koinonikosantiktypos.gov.gr,"Could not resolve host: api.koinonikosantiktypos.gov.gr"
autodiscover.sintiki.gov.gr,"Could not resolve host: autodiscover.sintiki.gov.gr"
cpanel.kileler.gov.gr,"200"
autodiscover.filiates.gov.gr,"Could not resolve host: autodiscover.filiates.gov.gr"
auth.dimossouliou.gov.gr,"302"
cpanel.ppel.gov.gr,"Could not resolve host: cpanel.ppel.gov.gr"
cpanel.sintiki.gov.gr,"Could not resolve host: cpanel.sintiki.gov.gr"
autodiscover.lipsi.gov.gr,"400"
cpanel.zakynthos.gov.gr,"Could not resolve host: cpanel.zakynthos.gov.gr"
autodiscover.koropi.gov.gr,"Could not resolve host: autodiscover.koropi.gov.gr"
app.diavgeia.gov.gr,"200"
autodiscover.erymanthou.gov.gr,"Could not resolve host: autodiscover.erymanthou.gov.gr"
diavgeia.gov.gr,"200"
cpanel.paiania.gov.gr,"Could not resolve host: cpanel.paiania.gov.gr"
cpanel.oichalia.gov.gr,"Could not resolve host: cpanel.oichalia.gov.gr"
diek.minedu.gov.gr,"Could not resolve host: diek.minedu.gov.gr"
calander.dpapxol.gov.gr,"SSL certificate problem: unable to get local issuer certificate"
cpanel.zitsa.gov.gr,"Could not resolve host: cpanel.zitsa.gov.gr"
credman.pkm.gov.gr,"Could not resolve host: credman.pkm.gov.gr"
cpanel.filiates.gov.gr,"Could not resolve host: cpanel.filiates.gov.gr"
dimospaggaiou.gov.gr,"Could not resolve host: dimospaggaiou.gov.gr"
cpanel.ydra.gov.gr,"SSL: no alternative certificate subject name matches target hostname 'cpanel.ydra.gov.gr'"
cpanel.dimosalmopias.gov.gr,"200"
cpanel.zagori.gov.gr,"Could not resolve host: cpanel.zagori.gov.gr"
apella.minedu.gov.gr,"200"
cpanel.lipsi.gov.gr,"200"
dimossouliou.gov.gr,"Could not resolve host: dimossouliou.gov.gr"
dev.petroupoli.gov.gr,"Could not resolve host: dev.petroupoli.gov.gr"
daa.gov.gr,"Could not resolve host: daa.gov.gr"
edrive.yme.gov.gr,"Could not resolve host: edrive.yme.gov.gr"
dialogos.minedu.gov.gr,"Could not resolve host: dialogos.minedu.gov.gr"
autodiscover.minedu.gov.gr,"404"
charter.yna.gov.gr,"200"
diadikasies.minedu.gov.gr,"TLS connect error: error:0A000410:SSL routines::ssl/tls alert handshake failure"
apps.efka.gov.gr,"200"
discover.ddm.gov.gr,"200"
dms.pde.gov.gr,"403"
cyberkid.gov.gr,"302"
e-student.pkm.gov.gr,"Could not resolve host: e-student.pkm.gov.gr"
edic.pde.gov.gr,"Could not resolve host: edic.pde.gov.gr"
e-counting.minedu.gov.gr,"Could not resolve host: e-counting.minedu.gov.gr"
autodiscover.elafonisos.gov.gr,"400"
dde.minedu.gov.gr,"Could not resolve host: dde.minedu.gov.gr"
dikadime.ddm.gov.gr,"403"
directors.minedu.gov.gr,"Could not resolve host: directors.minedu.gov.gr"
acorrbox.gsac.gov.gr,"Could not resolve host: acorrbox.gsac.gov.gr"
alonnisos.gov.gr,"301"
cpanel.politis.pamth.gov.gr,"Could not resolve host: cpanel.politis.pamth.gov.gr"
e-eggrafes.minedu.gov.gr,"403"
e-epal.minedu.gov.gr,"Could not resolve host: e-epal.minedu.gov.gr"
cpanel.isp.thira.gov.gr,"Could not resolve host: cpanel.isp.thira.gov.gr"
cpanel.zografou.gov.gr,"200"
egroma.gov.gr,"403"
cpanel.skydra.gov.gr,"200"
e-farkadona.gov.gr,"302"
efka.gov.gr,"Could not resolve host: efka.gov.gr"
ekepy.gov.gr,"Could not resolve host: ekepy.gov.gr"
cpanel.elafonisos.gov.gr,"200"
dimosalmopias.gov.gr,"Could not resolve host: dimosalmopias.gov.gr"
academicid.minedu.gov.gr,"200"
ermis.minedu.gov.gr,"Could not resolve host: ermis.minedu.gov.gr"
ekloges.crete.gov.gr,"SSL certificate problem: certificate has expired"
cpanel.irida.gov.gr,"Could not resolve host: cpanel.irida.gov.gr"
ermis.gov.gr,"Could not resolve host: ermis.gov.gr"
enterprise.gov.gr,"200"
e-frontistirio.minedu.gov.gr,"SSL certificate problem: unable to get local issuer certificate"
enterprisegreeceexhibitions.gov.gr,"302"
agrinio.gov.gr.agriniopolitismos.gr,"Could not resolve host: agrinio.gov.gr.agriniopolitismos.gr"
echamber.veth.gov.gr,"200"
e-eggrafes-app.minedu.gov.gr,"200"
ehealth.skydra.gov.gr,"SSL certificate problem: unable to get local issuer certificate"
files.minedu.gov.gr,"Could not resolve host: files.minedu.gov.gr"
energo.gov.gr,"Could not resolve host: energo.gov.gr"
cpanel.thira.gov.gr,"Could not resolve host: cpanel.thira.gov.gr"
ecosystem.kalo.gov.gr,"500"
festival.dpapxol.gov.gr,"Could not resolve host: festival.dpapxol.gov.gr"
eprocurement.gov.gr,"Could not resolve host: eprocurement.gov.gr"
erymanthou.gov.gr,"200"
alonissos.gov.gr,"200"
autodiscover.alonnisos.gov.gr,"400"
evaluators.minedu.gov.gr,"Could not resolve host: evaluators.minedu.gov.gr"
dpapxol.gov.gr,"200"
ekep.ermis.gov.gr,"Could not resolve host: ekep.ermis.gov.gr"
exams.minedu.gov.gr,"Could not resolve host: exams.minedu.gov.gr"
digitalpublicservices.gov.gr,"Could not resolve host: digitalpublicservices.gov.gr"
cpanel.alonnisos.gov.gr,"200"
cpanel.koropi.gov.gr,"Could not resolve host: cpanel.koropi.gov.gr"
etea.gov.gr,"Could not resolve host: etea.gov.gr"
evrotas.gov.gr,"Could not resolve host: evrotas.gov.gr"
forum.megalopoli.gov.gr,"Could not resolve host: forum.megalopoli.gov.gr"
eyzinmetrics.minedu.gov.gr,"Could not resolve host: eyzinmetrics.minedu.gov.gr"
e-quality.minadmin.gov.gr,"Could not resolve host: e-quality.minadmin.gov.gr"
forum.minedu.gov.gr,"Could not resolve host: forum.minedu.gov.gr"
forms.minedu.gov.gr,"Could not resolve host: forms.minedu.gov.gr"
gortyna.gov.gr,"Could not resolve host: gortyna.gov.gr"
formspde.minedu.gov.gr,"Could not resolve host: formspde.minedu.gov.gr"
folegandros.gov.gr,"301"
firstreception.gov.gr,"Could not resolve host: firstreception.gov.gr"
elafonisos.gov.gr,"200"
hellenicspaceagency.gov.gr,"Could not resolve host: hellenicspaceagency.gov.gr"
howtoandroid.attica.gov.gr,"Could not resolve host: howtoandroid.attica.gov.gr"
cpanel.old.thira.gov.gr,"Could not resolve host: cpanel.old.thira.gov.gr"
ggme.gov.gr,"Could not resolve host: ggme.gov.gr"
eidas.gov.gr,"200"
gamingcommission.gov.gr,"Recv failure: Connexion ré-initialisée par le correspondant"
gradesextra.minedu.gov.gr,"Could not resolve host: gradesextra.minedu.gov.gr"
enterprisegreece.gov.gr,"302"
gazi.gov.gr,"Could not resolve host: gazi.gov.gr"
ftp.gamingcommission.gov.gr,"404"
ids.pdm.gov.gr,"Could not resolve host: ids.pdm.gov.gr"
gitlab.minedu.gov.gr,"Could not resolve host: gitlab.minedu.gov.gr"
files.firstreception.gov.gr,"Could not resolve host: files.firstreception.gov.gr"
grades.minedu.gov.gr,"Could not resolve host: grades.minedu.gov.gr"
finance.dimossouliou.gov.gr,"Could not resolve host: finance.dimossouliou.gov.gr"
ggk.gov.gr,"SSL certificate problem: certificate has expired"
iridacloud.gov.gr,"403"
grader.minedu.gov.gr,"Could not resolve host: grader.minedu.gov.gr"
eye.minedu.gov.gr,"Recv failure: Connexion ré-initialisée par le correspondant"
ekloges.pin.gov.gr,"200"
hfaistos.minedu.gov.gr,"Could not resolve host: hfaistos.minedu.gov.gr"
ggee.gov.gr,"200"
idika.gov.gr,"Could not resolve host: idika.gov.gr"
government.gov.gr,"403"
edka.gov.gr,"200"
git.minedu.gov.gr,"302"
kiato.gov.gr,"Could not resolve host: kiato.gov.gr"
ierapetra.gov.gr,"302"
inventory.minedu.gov.gr,"Could not resolve host: inventory.minedu.gov.gr"
filiates.gov.gr,"Could not resolve host: filiates.gov.gr"
library.ddm.gov.gr,"Could not resolve host: library.ddm.gov.gr"
it.minedu.gov.gr,"Could not resolve host: it.minedu.gov.gr"
mail.agrinio.gov.gr,"Could not resolve host: mail.agrinio.gov.gr"
gsco.gov.gr,"200"
ggep.gov.gr,"Could not resolve host: ggep.gov.gr"
kentrokoinotitas.kileler.gov.gr,"Could not resolve host: kentrokoinotitas.kileler.gov.gr"
koinonikosantiktypos.gov.gr,"Could not resolve host: koinonikosantiktypos.gov.gr"
mail.attica.gov.gr,"Could not resolve host: mail.attica.gov.gr"
gdme.crete.gov.gr,"200"
kalymnos.gov.gr,"301"
healthatlas.gov.gr,"Could not resolve host: healthatlas.gov.gr"
koropi.gov.gr,"Could not resolve host: koropi.gov.gr"
innovation.ydmed.gov.gr,"SSL certificate problem: certificate has expired"
library.xylokastro-evrostini.gov.gr,"SSL: no alternative certificate subject name matches target hostname 'library.xylokastro-evrostini.gov.gr'"
go.minedu.gov.gr,"404"
irida.gov.gr,"Could not resolve host: irida.gov.gr"
mail.elafonisos.gov.gr,"Could not resolve host: mail.elafonisos.gov.gr"
karamandaneio.gov.gr,"301"
mail.cityofskydra.gov.gr,"Could not resolve host: mail.cityofskydra.gov.gr"
it.dpapxol.gov.gr,"SSL certificate problem: unable to get local issuer certificate"
mail.chalki.gov.gr,"Could not resolve host: mail.chalki.gov.gr"
mail.brexit.gov.gr,"Could not resolve host: mail.brexit.gov.gr"
mail.enterprisegreeceexhibitions.gov.gr,"Could not resolve host: mail.enterprisegreeceexhibitions.gov.gr"
eep.gov.gr,"302"
hydrodatacrete.gov.gr,"Could not resolve host: hydrodatacrete.gov.gr"
improve.smartcity.thermi.gov.gr,"Failed to connect to improve.smartcity.thermi.gov.gr port 443 after 294 ms: Could not connect to server"
europedirect.pde.gov.gr,"200"
mail.daa.gov.gr,"SSL: no alternative certificate subject name matches target hostname 'mail.daa.gov.gr'"
kalo.gov.gr,"500"
cityofkozani.gov.gr,"200"
mail.filiates.gov.gr,"Could not resolve host: mail.filiates.gov.gr"
dimosedessas.gov.gr,"200"
limnos.gov.gr,"200"
lavreotiki.gov.gr,"301"
iris.gov.gr,"503"
forum.attica.gov.gr,"200"
mail.eteaep.gov.gr,"Could not resolve host: mail.eteaep.gov.gr"
deyak.kalymnos.gov.gr,"301"
mail.dimospaggaiou.gov.gr,"SSL: no alternative certificate subject name matches target hostname 'mail.dimospaggaiou.gov.gr'"
mail.amari.gov.gr,"SSL certificate problem: self-signed certificate"
lifeisabeach.xylokastro-evrostini.gov.gr,"SSL: no alternative certificate subject name matches target hostname 'lifeisabeach.xylokastro-evrostini.gov.gr'"
mail.ikaria.gov.gr,"Could not resolve host: mail.ikaria.gov.gr"
mail.e-farkadona.gov.gr,"302"
login.ermis.gov.gr,"Could not resolve host: login.ermis.gov.gr"
mail.forum.attica.gov.gr,"Could not resolve host: mail.forum.attica.gov.gr"
mail.dpapxol.gov.gr,"Could not resolve host: mail.dpapxol.gov.gr"
mail.edka.gov.gr,"Could not resolve host: mail.edka.gov.gr"
mail.howtoandroid.attica.gov.gr,"Could not resolve host: mail.howtoandroid.attica.gov.gr"
mail.paiania.gov.gr,"Could not resolve host: mail.paiania.gov.gr"
