field,text
country_name,"Republic of Djibouti"
government_type,"presidential republic"
capital,"Djibouti"
chief_of_state,"President Ismail Omar GUELLEH (since 8 May 1999)"
head_of_government,"Prime Minister Abdoulkader Kamil MOHAMED (since 1 April 2013)"
judicial_highest_courts,"Supreme Court or Cour Suprême (consists of NA magistrates); Constitutional Council (consists of 6 magistrates)"
constitution_history,"approved by referendum 4 September 1992"
