subdomain,http_status,mx
addis.gambiamission.gov.gm,SSL certificate problem: unable to get local issuer certificate,10 mail.gov.gm.
admin-home.easybusiness.gov.gm,200,10 mail.gov.gm.
api.earlywarning.gov.gm,Could not resolve host: api.earlywarning.gov.gm,none
assembly.gov.gm,Could not resolve host: assembly.gov.gm,none
autodiscover.gov.gm,Could not resolve host: autodiscover.gov.gm,none
bcc.gov.gm,Could not resolve host: bcc.gov.gm,20 fallbackmx.spamexperts.eu.; 30 lastmx.spamexperts.net.; 10 mx.spamexperts.com.
bpa.easybusiness.gov.gm,200,10 mail.gov.gm.
cadre.gov.gm,200,
civilservice.mops.gov.gm,504,
dashboard.mops.gov.gm,504,
data.gov.gm,SSL certificate problem: unable to get local issuer certificate,none
data.mops.gov.gm,504,
dcd.gov.gm,Could not resolve host: dcd.gov.gm,none
digitaladdressing.gov.gm,SSL certificate problem: unable to get local issuer certificate,none
dol.gov.gm,Could not resolve host: dol.gov.gm,none
doys.moys.gov.gm,SSL certificate problem: certificate has expired,none
doysmoys.gov.gm,307,none
dspd.gov.gm,SSL certificate problem: unable to get local issuer certificate,none
earlywarning.gov.gm,SSL certificate problem: unable to get local issuer certificate,10 mail.gov.gm.
easybusiness.gov.gm,200,none
ebaproject.meccnar.gov.gm,Could not resolve host: ebaproject.meccnar.gov.gm,none
ebaweb.gov.gm,Could not resolve host: ebaweb.gov.gm,none
factguard.gov.gm,200,none
fiu.gov.gm,SSL certificate problem: unable to get local issuer certificate,none
gambia.gov.gm,403,none
gambiadaily.gov.gm,SSL certificate problem: unable to get local issuer certificate,none
gamna.gov.gm,SSL certificate problem: unable to get local issuer certificate,none
gbos.gov.gm,Could not resolve host: gbos.gov.gm,none
gdb.easybusiness.gov.gm,200,10 mail.gov.gm.
geneva.gambiamission.gov.gm,SSL certificate problem: unable to get local issuer certificate,none
gfrs.gov.gm,SSL certificate problem: unable to get local issuer certificate,none
gicta.gov.gm,SSL certificate problem: unable to get local issuer certificate,none
gid.gov.gm,SSL certificate problem: unable to get local issuer certificate,10 mail.gov.gm.
gipo.gov.gm,SSL certificate problem: unable to get local issuer certificate,10 mail.gov.gm.
gnlsa.gov.gm,SSL certificate problem: self-signed certificate,none
gov.gm,Could not resolve host: gov.gm,none
govpay.gov.gm,302,none
gpa.gov.gm,SSL certificate problem: unable to get local issuer certificate,none
gps.gov.gm,Operation timed out after 3000 milliseconds with 0 bytes received,20 fallbackmx.spamexperts.eu.; 30 mail2.gov.gm.; 10 mx.spamexperts.com.
graylog.easybusiness.gov.gm,200,10 mail.gov.gm.
gwmail.gov.gm,ConnectException > UnresolvedAddressException,
hmis.gov.gm,Could not resolve host: hmis.gov.gm,none
icewarp.gov.gm,Could not resolve host: icewarp.gov.gm,none
judiciary.gov.gm,SSL certificate problem: unable to get local issuer certificate,none
login.easybusiness.gov.gm,302,none
mail.gov.gm,302,none
mail1.gov.gm,200,
mail2.gov.gm,Could not resolve host: mail2.gov.gm,none
mail3.gov.gm,SSLHandshakeException > CertificateException: No subject alternative DNS name matching mail3.gov.gm found.,
meccnar.gov.gm,SSL certificate problem: unable to get local issuer certificate,none
moa.gov.gm,SSL certificate problem: unable to get local issuer certificate,none
mobse.gov.gm,SSL certificate problem: unable to get local issuer certificate,10 mail.gov.gm.
mocde.gov.gm,SSL certificate problem: unable to get local issuer certificate,none
mocde1.gov.gm,ConnectException > UnresolvedAddressException,
mod.gov.gm,SSL certificate problem: unable to get local issuer certificate,none
moe.gov.gm,Could not resolve host: moe.gov.gm,none
mofa.gov.gm,200,none
mofea.gov.gm,200,none
mofwr.gov.gm,Connection timed out after 3001 milliseconds,none
mogcsw.gov.gm,Operation timed out after 3000 milliseconds with 0 bytes received,none
moh.gov.gm,200,10 mail.gov.gm.
moherst.gov.gm,200,none
moi.gov.gm,Operation timed out after 3001 milliseconds with 0 bytes received,10 mail.gov.gm.
moici.gov.gm,Could not resolve host: moici.gov.gm,none
moin.gov.gm,SSL certificate problem: unable to get local issuer certificate,none
moj.gov.gm,Could not resolve host: moj.gov.gm,none
molgl.gov.gm,Operation timed out after 3000 milliseconds with 0 bytes received,none
molrg.gov.gm,Operation timed out after 3001 milliseconds with 0 bytes received,none
mope.gov.gm,SSL certificate problem: unable to get local issuer certificate,10 mail.gov.gm.
mopem.gov.gm,SSL certificate problem: unable to get local issuer certificate,10 mail.gov.gm.
mops.gov.gm,SSL certificate problem: unable to get local issuer certificate,none
motc.gov.gm,Operation timed out after 3001 milliseconds with 0 bytes received,none
motie.gov.gm,200,none
motwi.gov.gm,Operation timed out after 3001 milliseconds with 0 bytes received,none
mowcsw.gov.gm,Could not resolve host: mowcsw.gov.gm,none
moys.gov.gm,Operation timed out after 3000 milliseconds with 0 bytes received,10 mail.gov.gm.
naqaa.gov.gm,SSL certificate problem: unable to get local issuer certificate,10 mail.gov.gm.
nccrm.gov.gm,SSL certificate problem: unable to get local issuer certificate,none
ndp.gov.gm,302,none
nps.gps.gov.gm,200,
nrs.gov.gm,SSL certificate problem: unable to get local issuer certificate,10 mail.gov.gm.
ons.gov.gm,Could not resolve host: ons.gov.gm,10 mail.gov.gm.
op.gov.gm,200,none
ovp.gov.gm,Operation timed out after 3000 milliseconds with 0 bytes received,10 mail.gov.gm.
pmo.gov.gm,SSL certificate problem: unable to get local issuer certificate,none
police.gov.gm,SSL certificate problem: unable to get local issuer certificate,10 mail.gov.gm.
policies.gov.gm,200,none
ps.moa.gov.gm,Could not resolve host: ps.moa.gov.gm,none
psc.gov.gm,SSL certificate problem: unable to get local issuer certificate,none
registry.mops.gov.gm,504,
rmb01.gov.gm,SSLHandshakeException > CertificateException: No subject alternative DNS name matching rmb01.gov.gm found.,
services.easybusiness.gov.gm,200,none
sief.moherst.gov.gm,200,
smtp.gov.gm,Could not resolve host: smtp.gov.gm,none
statehouse.gov.gm,SSL certificate problem: unable to get local issuer certificate,none
stats.easybusiness.gov.gm,Could not resolve host: stats.easybusiness.gov.gm,none
swbr.gamregistry.gov.gm,500,
training-admin.gov.gm,Connection timed out after 3002 milliseconds,none
training-admin.gov.gm.gm.orangebd.com,SSL: no alternative certificate subject name matches target hostname 'training-admin.gov.gm.gm.orangebd.com',none
training-api.gov.gm,Could not resolve host: training-api.gov.gm,none
training-api.gov.gm.gm.orangebd.com,SSL: no alternative certificate subject name matches target hostname 'training-api.gov.gm.gm.orangebd.com',none
training-workflow.gov.gm,Connection timed out after 3002 milliseconds,none
training-workflow.gov.gm.gm.orangebd.com,SSL: no alternative certificate subject name matches target hostname 'training-workflow.gov.gm.gm.orangebd.com',none
training.gov.gm,Connection timed out after 3002 milliseconds,none
training.gov.gm.gm.orangebd.com,SSL: no alternative certificate subject name matches target hostname 'training.gov.gm.gm.orangebd.com',none
un.gambiamission.gov.gm,Could not resolve host: un.gambiamission.gov.gm,none
webmail.gov.gm,200,
www.addis.gambiamission.gov.gm,SSL certificate problem: unable to get local issuer certificate,none
www.assembly.gov.gm,Could not resolve host: www.assembly.gov.gm,none
www.bcc.gov.gm,Could not resolve host: www.bcc.gov.gm,none
www.cadre.gov.gm,200,
www.data.gov.gm,SSL certificate problem: unable to get local issuer certificate,none
www.dcd.gov.gm,Could not resolve host: www.dcd.gov.gm,none
