subdomain,parent_domain,http_status,mx
ago.gov.to,gov.to,200,10 mail.ago.gov.to.
alerts.met.gov.to,gov.to,SSL: no alternative certificate subject name matches target hostname 'alerts.met.gov.to',none
api.lands.gov.to,gov.to,Connection timed out after 3002 milliseconds,none
api.settonga.gov.to,gov.to,Operation timed out after 3002 milliseconds with 0 bytes received,none
apuanea.finance.gov.to,gov.to,SSL: no alternative certificate subject name matches target hostname 'apuanea.finance.gov.to',none
asset.parliament.gov.to,gov.to,Could not resolve host: asset.parliament.gov.to,none
assets.parliament.gov.to,gov.to,Could not resolve host: assets.parliament.gov.to,none
audit.gov.to,gov.to,200,none
autoconfig.crownlaw.gov.to,gov.to,200,none
autoconfig.customs.gov.to,gov.to,SSL: no alternative certificate subject name matches target hostname 'autoconfig.customs.gov.to',none
autoconfig.mafff.gov.to,gov.to,Could not resolve host: autoconfig.mafff.gov.to,none
autoconfig.mpe.gov.to,gov.to,Could not resolve host: autoconfig.mpe.gov.to,none
autoconfig.mted.gov.to,gov.to,Could not resolve host: autoconfig.mted.gov.to,none
autoconfig.naturalresources.gov.to,gov.to,SSL: no alternative certificate subject name matches target hostname 'autoconfig.naturalresources.gov.to',none
autoconfig.pmo.gov.to,gov.to,404,none
autoconfig.psc.gov.to,gov.to,Could not resolve host: autoconfig.psc.gov.to,none
autoconfig.tongafamilyhealth.gov.to,gov.to,Connection timed out after 3002 milliseconds,none
autodiscover.crownlaw.gov.to,gov.to,200,none
autodiscover.customs.gov.to,gov.to,SSL: no alternative certificate subject name matches target hostname 'autodiscover.customs.gov.to',none
autodiscover.environment.gov.to,gov.to,Could not resolve host: autodiscover.environment.gov.to,none
autodiscover.mafff.gov.to,gov.to,Could not resolve host: autodiscover.mafff.gov.to,none
autodiscover.mpe.gov.to,gov.to,Could not resolve host: autodiscover.mpe.gov.to,none
autodiscover.mted.gov.to,gov.to,Could not resolve host: autodiscover.mted.gov.to,none
autodiscover.naturalresources.gov.to,gov.to,SSL: no alternative certificate subject name matches target hostname 'autodiscover.naturalresources.gov.to',none
autodiscover.parliament.gov.to,gov.to,Failed to connect to autodiscover.parliament.gov.to port 443 after 85 ms: Could not connect to server,none
autodiscover.pmo.gov.to,gov.to,404,none
autodiscover.psc.gov.to,gov.to,Could not resolve host: autodiscover.psc.gov.to,none
autodiscover.tongafamilyhealth.gov.to,gov.to,Connection timed out after 3001 milliseconds,none
business.parliament.gov.to,gov.to,Could not resolve host: business.parliament.gov.to,none
businessregistries.gov.to,gov.to,200,none
cert.gov.to,gov.to,Operation timed out after 3000 milliseconds with 0 bytes received,10 mail.cert.gov.to.
citizensregistration.gov.to,gov.to,Connection timed out after 3002 milliseconds,none
climatechange.gov.to,gov.to,403,none
cloud.finance.gov.to,gov.to,Could not resolve host: cloud.finance.gov.to,none
cloud.gov.to,gov.to,302,none
cloud.lands.gov.to,gov.to,Connection timed out after 3002 milliseconds,none
committee-data.parliament.gov.to,gov.to,Could not resolve host: committee-data.parliament.gov.to,none
committees.parliament.gov.to,gov.to,Could not resolve host: committees.parliament.gov.to,none
communications.gov.to,gov.to,403,none
court.gov.to,gov.to,200,none
cpanel.customs.gov.to,gov.to,Could not resolve host: cpanel.customs.gov.to,none
cpanel.environment.gov.to,gov.to,Could not resolve host: cpanel.environment.gov.to,none
cpanel.mafff.gov.to,gov.to,Could not resolve host: cpanel.mafff.gov.to,none
cpanel.mail.mafff.gov.to,gov.to,Could not resolve host: cpanel.mail.mafff.gov.to,none
cpanel.mted.gov.to,gov.to,Could not resolve host: cpanel.mted.gov.to,none
cpanel.naturalresources.gov.to,gov.to,SSL: no alternative certificate subject name matches target hostname 'cpanel.naturalresources.gov.to',none
cpanel.parliament.gov.to,gov.to,200,none
cpanel.pmo.gov.to,gov.to,Could not resolve host: cpanel.pmo.gov.to,none
cpanel.psc.gov.to,gov.to,Could not resolve host: cpanel.psc.gov.to,none
cpcalendars.mafff.gov.to,gov.to,Could not resolve host: cpcalendars.mafff.gov.to,none
cpcalendars.mail.mafff.gov.to,gov.to,Could not resolve host: cpcalendars.mail.mafff.gov.to,none
cpcalendars.mted.gov.to,gov.to,Could not resolve host: cpcalendars.mted.gov.to,none
