type,label,website,hostname
ministry,"Ministry of Agriculture of Czech Republic","https://mze.gov.cz",mze.gov.cz
ministry,"Ministry of Transport of the Czech Republic","https://md.gov.cz",md.gov.cz
ministry,"Ministry of Education, Youth and Sports","https://msmt.gov.cz",msmt.gov.cz
ministry,"Ministry of Health of the Czech Republic","https://mzd.gov.cz/",mzd.gov.cz
ministry,"Ministry of Defence","https://mocr.mo.gov.cz",mocr.mo.gov.cz
ministry,"Ministry of Regional Development of the Czech Republic","https://mmr.gov.cz",mmr.gov.cz
ministry,"Ministry of the Environment of the Czech Republic","https://mzp.gov.cz",mzp.gov.cz
ministry,"Ministry of Labour and Social Affairs","https://mpsv.gov.cz",mpsv.gov.cz
ministry,"Ministry of Culture of the Czech Republic","https://mk.gov.cz",mk.gov.cz
ministry,"Ministry of the Interior","https://mv.gov.cz",mv.gov.cz
ministry,"Ministry of Finance of the Czech Republic","https://mf.gov.cz",mf.gov.cz
ministry,"Ministry of Foreign Affairs","https://mzv.gov.cz",mzv.gov.cz
ministry,"Ministry of Industry and Trade","https://mpo.gov.cz/",mpo.gov.cz
ministry,"Ministry of Justice of the Czech Republic","https://msp.gov.cz",msp.gov.cz
constitutional_court,"Salesian Province of Prague","https://www.sdb.cz/",sdb.cz
constitutional_court,"Province of Saint Wenceslaus of the Friars Minor in Czech Republic","http://www.ofm.cz/",ofm.cz
constitutional_court,"Piarist province of Poland","https://www.pijarzy.pl",pijarzy.pl
constitutional_court,"Czech province Congregatio Jesu","http://www.congregatio-jesu.tode.cz/",congregatio-jesu.tode.cz
constitutional_court,"Czech Province Congregation of the Sisters of St. Hedwig","http://www.hedvicky.cz/index.php?page=uvod",hedvicky.cz
constitutional_court,"Province of the Franciscan Brothers in the Czech Republic","https://www.ofm.cz/",ofm.cz
constitutional_court,"Central European Province O. M. I.","https://oblati.cz/provincie.html",oblati.cz
constitutional_court,"Government of the Czech Republic","https://vlada.gov.cz/",vlada.gov.cz
