field,text
country_name,"Kingdom of Eswatini"
government_type,"absolute monarchy"
capital,"Mbabane (administrative capital); Lobamba (royal and legislative capital)"
chief_of_state,"King MSWATI III (since 25 April 1986)"
head_of_government,"Prime Minister Russell DLAMINI (since 6 November 2023)"
judicial_highest_courts,"Supreme Court (consists of the chief justice and at least 4 justices) and the High Court (consists of the chief justice ex officio and 4 justices)"
constitution_history,"previous 1968, 1978; latest signed by the king 26 July 2005, effective 8 February 2006"
