subdomain,mx
147pilar.gob.ar,none
2015.defensoriaformosa.gob.ar,none
2015elecciones.gob.ar,none
abc.gob.ar,5 alt1.aspmx.l.google.com.; 10 alt4.aspmx.l.google.com.; 10 alt3.aspmx.l.google.com.; 5 alt2.aspmx.l.google.com.; 0 aspmx.l.google.com.
accesible.corrientesprensa.gob.ar,none
acn.afip.gob.ar,none
acraiz.gob.ar,10 mail.sgp.gov.ar.
acumar.sgp.gob.ar,none
ad.sintys.gob.ar,none
administracion.aftic.gob.ar,none
administracion.correo.gna.gob.ar,none
administraciontest.aftic.gob.ar,none
afi.gob.ar,10 relay1.side.gob.ar.
afsca.gob.ar,none
aftic.gob.ar,none
agcba.gob.ar,0 agcba-gob-ar.mail.protection.outlook.com.
agendadigital.gob.ar,none
aggo-conicet.gob.ar,1 smtp.aggo-conicet.gob.ar.; 2 aggo.laplata-conicet.gob.ar.
agip.gob.ar,10 smtp2.agip.gob.ar.
alpacorral.gob.ar,0 alpacorral.gob.ar.
alumine.gob.ar,1000 mxbackup.wnpower.com.; 0 mail.alumine.gob.ar.
ambiente.gob.ar,10 pmg2.multidominio.gob.ar.; 20 pmg1.multidominio.gob.ar.
amparo.iosper.gob.ar,none
anses.gob.ar,5 mx3.anses.gob.ar.; 5 mx2.anses.gob.ar.
antares.dir.riogrande.gob.ar,none
antifraude.ssn.gob.ar,none
apex-calendario.dir.riogrande.gob.ar,none
apex-impuestos.dir.riogrande.gob.ar,none
apex.dir.riogrande.gob.ar,none
apexapp.dir.riogrande.gob.ar,none
api-test.ssta.gob.ar,none
api.ssta.gob.ar,none
apielecciones.buenosaires.gob.ar,none
aplicaciones.ambiente.gob.ar,none
aplicaciones.dpi.gba.gob.ar,none
aplicaciones2.dpi.gba.gob.ar,none
aplicacionesapex.dir.riogrande.gob.ar,none
apos.gob.ar,0 mail.apos.gob.ar.
app-rentasweb.preprod.rentasweb.gob.ar,none
app-rentasweb.rentasweb.gob.ar,none
app.iosper.gob.ar,none
app.rentascordoba.gob.ar,none
appdesa.rentascordoba.gob.ar,none
apps.buenosaires.gob.ar,none
apps.snr.gob.ar,none
apptest.rentascordoba.gob.ar,none
arbolado.macia.gob.ar,none
archivo.macia.gob.ar,none
archivos.prie.gob.ar,none
archivos.puntodigital.paisdigital.modernizacion.gob.ar,none
arcompra.gob.ar,none
ardifusion.gob.ar,none
arg.gob.ar,none
argentinacomparte.gob.ar,none
argentinacompra.gob.ar,none
argentinaorg.sgp.gob.ar,none
armstrong.gob.ar,5 mx1.hostinger.com.; 10 mx2.hostinger.com.
arsat.pinamar.gob.ar,none
arts.gob.ar,none
as.afip.gob.ar,none
asip.gob.ar,0 asip-gob-ar.mail.protection.outlook.com.
atalivaroca.gob.ar,none
atencion.nic.gob.ar,none
atencionciudadana.bahia.gob.ar,none
atm.gob.ar,none
audiencias.mininterior.gob.ar,none
aulasstg.jefatura.gob.ar,none
aulavirtual.policialp.gob.ar,none
auth.afip.gob.ar,none
auth.tcptdf.gob.ar,none
authhomo-ext.afip.gob.ar,none
autodiscover.anmat.gob.ar,none
autodiscover.anses.gob.ar,none
autodiscover.arg.gob.ar,none
autodiscover.bcra.gob.ar,none
autodiscover.bienesdelestado.gob.ar,none
autodiscover.cnrt.gob.ar,none
autodiscover.complejoteatral.gob.ar,none
autodiscover.fesp.gob.ar,none
autodiscover.fffir.gob.ar,none
autodiscover.fiscaliageneral.gob.ar,none
autodiscover.fiscalias.gob.ar,none
autodiscover.gba.gob.ar,none
autodiscover.gendarmeria.gob.ar,none
autodiscover.gna.gob.ar,none
autodiscover.jefatura.gob.ar,none
autodiscover.migraciones.gob.ar,none
autodiscover.puertobuenosaires.gob.ar,none
autodiscover.sgp.gob.ar,none
autodiscover.sigen.gob.ar,none
autodiscover.srt.gob.ar,none
autodiscover.turismo.gob.ar,none
autodiscover.uif.gob.ar,none
autogestion.mcrweb.gob.ar,none
autogestion.santotome.gob.ar,none
