hostname,indegree,indegree_tech
gov.sk,8,0
slovensko.sk,8,0
minv.sk,2,0
mincrs.sk,1,0
mindop.sk,1,0
minzp.sk,1,0
mzv.sk,1,0
nrsr.sk,1,0
statistics.sk,1,0
trnava.sk,1,0
ustavnysud.sk,1,0
