subdomain,mx
18f.gov,none
250.gov,none
400yaahc.gov,5 alt1.aspmx.l.google.com.; 10 alt3.aspmx.l.google.com.; 10 alt4.aspmx.l.google.com.; 1 aspmx.l.google.com.; 5 alt2.aspmx.l.google.com.
9-11commission.gov,10 us.etp.fireeyegov.com.
911.gov,none
911commission.gov,none
988.gov,none
aanhpiheritage.gov,none
abd.gov,none
abilityone.gov,0 abilityone-gov.mail.protection.outlook.com.
abmc.gov,10 abmc-gov.mail.protection.outlook.com.
accedeainternet.gov,none
access-board.gov,0 accessboard-gov01e.mail.protection.outlook.com.
accessibility.gov,none
acf.gov,20 smtp.ees.hhs.gov.; 10 smtp2.ees.hhs.gov.
achp.gov,20 alt1.us.etp.fireeyegov.com.; 30 alt2.us.etp.fireeyegov.com.; 10 primary.us.etp.fireeyegov.com.; 40 alt3.us.etp.fireeyegov.com.; 50 achp-gov.mail.protection.outlook.com.
acl.gov,20 smtp.ees.hhs.gov.; 10 smtp2.ees.hhs.gov.; 5 acl.gov.
acquisition.gov,none
acquisitiongateway.gov,none
acus.gov,5 acus-gov.mail.protection.outlook.com.
acwi.gov,none
ada.gov,none
adams.gov,5 alt2.aspmx.l.google.com.; 1 aspmx.l.google.com.; 5 alt1.aspmx.l.google.com.; 10 alt4.aspmx.l.google.com.; 10 alt3.aspmx.l.google.com.
adf.gov,0 adf-gov.mail.protection.outlook.com.
adlnet.gov,0 adlnet-gov.mail.protection.outlook.com.
adr.gov,none
afadvantage.gov,none
aff.gov,none
afrh.gov,0 afrh-gov.mail.protection.outlook.com.
africanamericanhistorymonth.gov,none
aftac.gov,5 sxht-esa-001u.aftac.gov.; 5 sxht-esa-002u.aftac.gov.
afterschool.gov,none
ag.gov,none
aging.gov,none
agingstats.gov,none
aha.gov,none
ahcpr.gov,20 smtp.ees.hhs.gov.; 10 smtp2.ees.hhs.gov.
ahrq.gov,10 primary.us.etp.fireeyegov.com.; 30 alt2.us.etp.fireeyegov.com.; 40 alt3.us.etp.fireeyegov.com.; 20 alt1.us.etp.fireeyegov.com.
ai.gov,none
aicenter.gov,none
aids.gov,20 smtp.ees.hhs.gov.; 10 smtp2.ees.hhs.gov.
aiexports.gov,0 aiexports-gov.mail.protection.outlook.com.
airknowledge.gov,none
airnow.gov,none
