field,text
country_name,"Republic of Honduras"
government_type,"presidential republic"
capital,"Tegucigalpa"
chief_of_state,"President Iris Xiomara CASTRO de Zelaya (since 27 January 2022)"
head_of_government,"President Iris Xiomara CASTRO de Zelaya (since 27 January 2022)"
judicial_highest_courts,"Supreme Court of Justice or Corte Suprema de Justicia (15 principal judges, including the court president, and 6 alternates; court organized into civil, criminal, constitutional, and labor chambers)"
constitution_history,"several previous; latest approved 11 January 1982, effective 20 January 1982"
