hostname,score,sources,label,level
bosnasrebrena.ba,7,wikidata;wikidata,Franciscan Province of Bosna Srebrena,
dominikanci.hr,6,wikidata;wikidata,Croatian Dominican Province,
franjevci.info,6,wikidata;wikidata,Franciscan Province of the Assumption of the Blessed Virgin Mary,
isusovci.hr,6,wikidata;wikidata,Croatian province of the Society of Jesus,
sarajevo.mid.ru,6,wikidata;wikidata,"Embassy of Russia, Sarajevo",central
akaz.ba,4,wikidata,Q127505551,
ba.usembassy.gov,4,wikidata,"Embassy of the United States, Sarajevo",central
cbbh.ba,4,wikidata,Central Bank of Bosnia and Herzegovina,
domkulturejajce.ba,4,wikidata,Kršlak house,
fzs.ba,4,wikidata,Federal Bureau of Statistics,
nub.ba,4,wikidata,National and University Library of Bosnia and Herzegovina,
rak.ba,4,wikidata,Communications Regulatory Agency of Bosnia and Herzegovina,
szarajevo.mfa.gov.hu,4,wikidata,"Embassy of Hungary, Sarajevo",central
ustavnisud.ba,4,wikidata,Constitutional Court of Bosnia and Herzegovina,central
ustavnisudfbih.ba,4,wikidata,Constitutional Court of the Federation of Bosnia and Herzegovina,
arhivrs.org,3,wikidata,Archives of Republika Srpska,
ba.ambafrance.org,3,wikidata,"Embassy of France, Sarajevo",central
ba.chineseembassy.org,3,wikidata,"Embassy of the People's Republic of China, Sarajevo",central
ba.mvep.hr,3,wikidata,"Embassy of Croatia, Sarajevo",central
bosnienhercegovina.um.dk,3,wikidata,Embassy of Denmark in Bosnia-Herzegovina II,central
eeas.europa.eu,3,wikidata,Delegation of the European Union to Bosnia and Herzegovina,
egyptembassy.org,3,wikidata,"Egyptian Embassy, Sarajevo",central
mfa.bg,3,wikidata,"Bulgarian Embassy, Sarajevo",central
mfa.gr,3,wikidata,Embassy of Greece in Sarajevo,central
mzv.cz,3,wikidata,"Czech Embassy, Sarajevo",central
mzv.sk,3,wikidata,"Slovak Embassy, Sarajevo",central
netherlandsandyou.nl,3,wikidata,"Embassy of the Netherlands, Sarajevo",central
norway.no,3,wikidata,Embassy of Norway in Bosnia and Herzegovina,central
nub.rs,3,wikidata,National and University Library of the Republika Srpska,
rgurs.org,3,wikidata,Republican administration for geodetic and property-legal affairs,
sarajevo.embassy.qa,3,wikidata,embassy of Qatar in Bosnia and Herzegovina,central
sarajevo.embassy.si,3,wikidata,"Slovenian Embassy, Sarajevo",central
sarajevo.mae.ro,3,wikidata,"Embassy of Romania, Sarajevo",central
sarajevo.veleposlanistvo.si,3,wikidata,"Slovenian Embassy, Sarajevo",central
sarajewo.diplo.de,3,wikidata,"Embassy of Germany, Sarajevo",central
swedenabroad.se,3,wikidata,"Embassy of Sweden, Sarajevo",central
tourismbih.com,3,wikidata,Tourism Bosnia and Herzegovina,
ustavnisud.org,3,wikidata,Constitutional Court of Republika Srpska,
vladahbz.com,3,wikidata,Ministarstvo Gospodarstva,
vladars.rs,3,wikidata,Ministry of Scientific and Technological Development and Higher Education,
parlament.ba,2,wikidata;wikidata;wikidata;wikidata,Parliamentary Assembly of Bosnia and Herzegovina | House of Representatives | House of Peoples of Bosnia and Herzegovina,central
