hostname,score,sources,label,level,http_status,mx
bosnasrebrena.ba,7,wikidata;wikidata,Franciscan Province of Bosna Srebrena,,200,none
dominikanci.hr,6,wikidata;wikidata,Croatian Dominican Province,,200,20 mx20.antispam.mailspamprotection.com.; 10 mx10.antispam.mailspamprotection.com.; 30 mx30.antispam.mailspamprotection.com.
franjevci.info,6,wikidata;wikidata,Franciscan Province of the Assumption of the Blessed Virgin Mary,,200,0 franjevci-info.mail.protection.outlook.com.
isusovci.hr,6,wikidata;wikidata,Croatian province of the Society of Jesus,,301,5 ALT2.ASPMX.L.GOOGLE.COM.; 1 ASPMX.L.GOOGLE.COM.; 10 ALT4.ASPMX.L.GOOGLE.COM.; 5 ALT1.ASPMX.L.GOOGLE.COM.; 10 ALT3.ASPMX.L.GOOGLE.COM.
mup.vladars.net,6,wikidata;wikidata;wikidata,Ministry of Interior of Republika Srpska | Police of Republika Srpska,central-1,SSLHandshakeException: (certificate_unknown) No subject alternative DNS name matching mup.vladars.net found.,10 mail1.vladars.net.; 10 mail2.vladars.net.
narodnaskupstinars.net,6,wikidata;wikidata,National Assembly of Republic of Srpska,central-1,301,10 mail.teol.net.
sarajevo.mid.ru,6,wikidata;wikidata,"Embassy of Russia, Sarajevo",central,SSLHandshakeException: (certificate_unknown) PKIX path building failed: sun.security.provider.certpath.SunCertPathBuilderException: unable to find valid certification path to requested target,none
vladars.net,6,wikidata;wikidata;wikidata,Ministry of Science and Technology | Q108052814,central-1,301,10 mail1.vladars.net.; 20 mail2.vladars.net.
akaz.ba,4,wikidata,Q127505551,,SSLHandshakeException: Remote host terminated the handshake,10 mail01-1.bih.net.ba.; 10 mail02-1.bih.net.ba.
cbbh.ba,4,wikidata,Central Bank of Bosnia and Herzegovina,,302,5 local.cbbh.ba.
domkulturejajce.ba,4,wikidata,Kršlak house,,200,0 domkulturejajce.ba.
fzs.ba,4,wikidata,Federal Bureau of Statistics,,200,10 mgw2.lol.ba.; 10 mgw1.lol.ba.
