hostname,score,sources,label,level
jpjsabahmy.com,3,wikidata,Sabah State Road Transport Department,central-1
ukm.my,7,wikidata;wikidata,National University of Malaysia,university
upm.edu.my,4,wikidata,University of Putra Malaysia,university
upnm.edu.my,4,wikidata,National Defence University of Malaysia,university
usim.edu.my,4,wikidata,Universiti Sains Islam Malaysia,university
utm.my,4,wikidata,University of Technology Malaysia,university
uum.edu.my,4,wikidata,Universiti Utara Malaysia,university
