subdomain,http_status,mx
ahu.gov.bg,SSLHandshakeException > CertificateException: No subject alternative DNS name matching ahu.gov.bg found.,
aksu.gov.bg,301,
anti-doping.gov.bg,301,
apo.gov.bg,307,none
apostille.gov.bg,200,none
asp.gov.bg,301,
auth-cixpbg.gov.bg,Could not resolve host: auth-cixpbg.gov.bg,none
auth-stg.cixpbg.gov.bg,Connection timed out after 3000 milliseconds,none
auth.cixpbg.gov.bg,Connection timed out after 3002 milliseconds,none
autodiscover.efc.gov.bg,302,
autodiscover.sars.gov.bg,302,none
autodiscover.stz.riew.gov.bg,Resolving timed out after 3000 milliseconds,none
backend.cixpbg.gov.bg,Resolving timed out after 3001 milliseconds,10 backend.cixpbg.gov.bg.
bm.cixpbg.gov.bg,Could not resolve host: bm.cixpbg.gov.bg,none
bm.mgt.cixpbg.gov.bg,Resolving timed out after 3000 milliseconds,none
bs.gov.bg,200,none
cixpbg.gov.bg,Connection timed out after 3002 milliseconds,10 backend.cixpbg.gov.bg.
cpanel.sars.gov.bg,Resolving timed out after 3001 milliseconds,none
cpanel.stz.riew.gov.bg,Resolving timed out after 3000 milliseconds,none
cpcalendars.stz.riew.gov.bg,Could not resolve host: cpcalendars.stz.riew.gov.bg,none
cpcontacts.stz.riew.gov.bg,Resolving timed out after 3001 milliseconds,none
damtn.gov.bg,301,
dev.mig.gov.bg,Resolving timed out after 3000 milliseconds,10 mg1.egov.bg.; 10 mg2.egov.bg.; 20 mg3.egov.bg.
download-mail.efc.gov.bg,302,
egov.gov.bg,301,
email.efc.gov.bg,302,
gis.sars.gov.bg,200,none
gli.gov.bg,SSLHandshakeException > ValidatorException > SunCertPathBuilderException: unable to find valid certification path to requested target,
gov.bg,200,none
gw.plovdiv.gov.bg,Connection timed out after 3001 milliseconds,none
iara.gov.bg,301,
iasas.gov.bg,301,
incolab.vt.riew.gov.bg,Resolving timed out after 3000 milliseconds,none
investbg.gov.bg,301,
ipa.gov.bg,301,
is.la.gov.bg,Connection timed out after 3001 milliseconds,none
islastor.gov.bg,Connection timed out after 3002 milliseconds,none
justice.gov.bg,301,
logan.cixpbg.gov.bg,Resolving timed out after 3000 milliseconds,none
login.iamn.gov.bg,Resolving timed out after 3000 milliseconds,none
mail.bs.gov.bg,Could not resolve host: mail.bs.gov.bg,none
mail.efc.gov.bg,302,
