field,text
country_name,"Republic of Guatemala"
government_type,"presidential republic"
capital,"Guatemala City"
chief_of_state,"President Bernardo ARÉVALO de León (since 15 January 2024)"
head_of_government,"President Bernardo ARÉVALO de León (since 15 January 2024)"
judicial_highest_courts,"Supreme Court of Justice or Corte Suprema de Justicia (consists of 13 magistrates, including the court president and organized into 3 chambers)"
constitution_history,"several previous; latest adopted 31 May 1985, effective 14 January 1986; suspended and reinstated in 1994"
