subdomain,http_status,mx
abss.gov.ss,SSL certificate problem: certificate has expired,dig error
abyei.gov.ss,200,0 abyei.gov.ss.
access.ssma.gov.ss,Could not resolve host: access.ssma.gov.ss,none
accounts.eservices.gov.ss,200,none
aims.mofp.gov.ss,Could not resolve host: aims.mofp.gov.ss,none
aimsapi.mofp.gov.ss,200,none
api.sscaa.eservices.gov.ss,SSL certificate problem: certificate has expired,none
api1.aims.mofp.gov.ss,Could not resolve host: api1.aims.mofp.gov.ss,none
app.eservices.gov.ss,302,none
app.nra.gov.ss,200,10 mx.zoho.com.; 50 mx3.zoho.com.; 20 mx2.zoho.com.
apply.nca.gov.ss,400,none
apply.nca.nca.gov.ss,Could not resolve host: apply.nca.nca.gov.ss,none
autoconfig.nc-ph-3574.boss.gov.ss,Could not resolve host: autoconfig.nc-ph-3574.boss.gov.ss,dig error
autoconfig.nc-ph-5332.nec.gov.ss,Could not resolve host: autoconfig.nc-ph-5332.nec.gov.ss,none
autodiscover.meaca.gov.ss,Could not resolve host: autodiscover.meaca.gov.ss,none
autodiscover.mhadm.gov.ss,Could not resolve host: autodiscover.mhadm.gov.ss,none
autodiscover.modva.gov.ss,Could not resolve host: autodiscover.modva.gov.ss,none
autodiscover.mohest.gov.ss,400,none
autodiscover.mop.gov.ss,SSL: no alternative certificate subject name matches target hostname 'autodiscover.mop.gov.ss',none
autodiscover.mopaudits.gov.ss,Could not resolve host: autodiscover.mopaudits.gov.ss,none
autodiscover.nc-ph-3574.boss.gov.ss,Resolving timed out after 3002 milliseconds,none
autodiscover.nc-ph-5332.nec.gov.ss,Could not resolve host: autodiscover.nc-ph-5332.nec.gov.ss,none
autodiscover.ssnbs.gov.ss,Failed to connect to autodiscover.ssnbs.gov.ss port 443 after 395 ms: Could not connect to server,none
autodiscover.sspf.gov.ss,Could not resolve host: autodiscover.sspf.gov.ss,none
autodiscover.ssprc.gov.ss,400,none
autodiscover.statehouse.gov.ss,SSL: no alternative certificate subject name matches target hostname 'autodiscover.statehouse.gov.ss',none
autodiscover.usaf.gov.ss,Failed to connect to autodiscover.usaf.gov.ss port 443 after 143 ms: Could not connect to server,none
boss.gov.ss,200,0 boss-gov-ss.mail.protection.outlook.com.
bossp.eservices.gov.ss,SSL certificate problem: certificate has expired,none
brs.eservices.gov.ss,200,none
bsa.boss.gov.ss,Resolving timed out after 3001 milliseconds,none
business.eservices.gov.ss,500,none
careers.mol.gov.ss,Connection timed out after 3002 milliseconds,none
careers.nca.gov.ss,302,none
cdc.gov.ss,200,none
ceg.gov.ss,Resolving timed out after 3001 milliseconds,none
cirt.gov.ss,200,0 cirt-gov-ss.mail.protection.outlook.com.
clean.nec.gov.ss,Could not resolve host: clean.nec.gov.ss,none
cms.nra.gov.ss,200,none
companies.mol.gov.ss,SSL certificate problem: unable to get local issuer certificate,0 companies.mol.gov.ss.
cpanel.ceg.gov.ss,Resolving timed out after 3001 milliseconds,none
cpanel.meaca.gov.ss,Could not resolve host: cpanel.meaca.gov.ss,none
cpanel.mhadm.gov.ss,Could not resolve host: cpanel.mhadm.gov.ss,none
cpanel.modva.gov.ss,Could not resolve host: cpanel.modva.gov.ss,none
cpanel.mohest.gov.ss,200,none
cpanel.mop.gov.ss,SSL: no alternative certificate subject name matches target hostname 'cpanel.mop.gov.ss',none
cpanel.mopaudits.gov.ss,Could not resolve host: cpanel.mopaudits.gov.ss,none
cpanel.mwct.gov.ss,200,none
cpanel.mwri.gov.ss,SSL: no alternative certificate subject name matches target hostname 'cpanel.mwri.gov.ss',none
cpanel.nc-ph-3574.boss.gov.ss,Resolving timed out after 3001 milliseconds,none
cpanel.nc-ph-5332.nec.gov.ss,Could not resolve host: cpanel.nc-ph-5332.nec.gov.ss,none
cpanel.ssnbs.gov.ss,200,none
cpanel.sspf.gov.ss,Could not resolve host: cpanel.sspf.gov.ss,none
cpanel.ssprc.gov.ss,200,none
cpanel.statehouse.gov.ss,SSL: no alternative certificate subject name matches target hostname 'cpanel.statehouse.gov.ss',none
cpanel.usaf.gov.ss,SSL: no alternative certificate subject name matches target hostname 'cpanel.usaf.gov.ss',none
cpcalendars.meaca.gov.ss,Could not resolve host: cpcalendars.meaca.gov.ss,none
cpcalendars.mhadm.gov.ss,Could not resolve host: cpcalendars.mhadm.gov.ss,none
cpcalendars.modva.gov.ss,Could not resolve host: cpcalendars.modva.gov.ss,none
cpcalendars.mohest.gov.ss,Could not resolve host: cpcalendars.mohest.gov.ss,none
cpcalendars.mop.gov.ss,SSL: no alternative certificate subject name matches target hostname 'cpcalendars.mop.gov.ss',none
cpcalendars.mopaudits.gov.ss,Could not resolve host: cpcalendars.mopaudits.gov.ss,none
cpcalendars.nc-ph-3574.boss.gov.ss,Could not resolve host: cpcalendars.nc-ph-3574.boss.gov.ss,none
cpcalendars.nc-ph-5332.nec.gov.ss,Could not resolve host: cpcalendars.nc-ph-5332.nec.gov.ss,none
cpcalendars.ssnbs.gov.ss,Could not resolve host: cpcalendars.ssnbs.gov.ss,none
cpcalendars.sspf.gov.ss,Could not resolve host: cpcalendars.sspf.gov.ss,none
cpcalendars.ssprc.gov.ss,401,none
cpcalendars.usaf.gov.ss,Could not resolve host: cpcalendars.usaf.gov.ss,none
cpcontacts.meaca.gov.ss,Could not resolve host: cpcontacts.meaca.gov.ss,none
cpcontacts.mhadm.gov.ss,Could not resolve host: cpcontacts.mhadm.gov.ss,none
cpcontacts.modva.gov.ss,Could not resolve host: cpcontacts.modva.gov.ss,none
cpcontacts.mohest.gov.ss,401,none
cpcontacts.mop.gov.ss,SSL: no alternative certificate subject name matches target hostname 'cpcontacts.mop.gov.ss',none
cpcontacts.mopaudits.gov.ss,Could not resolve host: cpcontacts.mopaudits.gov.ss,none
cpcontacts.nc-ph-3574.boss.gov.ss,Could not resolve host: cpcontacts.nc-ph-3574.boss.gov.ss,none
cpcontacts.nc-ph-5332.nec.gov.ss,Could not resolve host: cpcontacts.nc-ph-5332.nec.gov.ss,none
cpcontacts.ssnbs.gov.ss,401,none
cpcontacts.sspf.gov.ss,Could not resolve host: cpcontacts.sspf.gov.ss,none
cpcontacts.ssprc.gov.ss,401,none
cpcontacts.usaf.gov.ss,SSL: no alternative certificate subject name matches target hostname 'cpcontacts.usaf.gov.ss',none
cra.gov.ss,Could not resolve host: cra.gov.ss,none
customs.eservices.gov.ss,200,none
demo.ssma.gov.ss,Could not resolve host: demo.ssma.gov.ss,none
design.mwct.gov.ss,200,none
dev.etax.nra.gov.ss,Connection timed out after 3002 milliseconds,none
dev2.etax.nra.gov.ss,Connection timed out after 3002 milliseconds,none
ec.presidency.gov.ss,Could not resolve host: ec.presidency.gov.ss,none
ecustoms.nra.gov.ss,302,none
eservices.gov.ss,Could not resolve host: eservices.gov.ss,10 mx.zoho.com.; 20 mx2.zoho.com.; 50 mx3.zoho.com.
etax.ceg.gov.ss,Resolving timed out after 3000 milliseconds,none
etax.nra.gov.ss,200,none
etaxsupport.eservices.gov.ss,200,none
evisa.gov.ss,200,none
fiu.eservices.gov.ss,Could not resolve host: fiu.eservices.gov.ss,none
fiu.gov.ss,503,none
ftp.ceg.gov.ss,Resolving timed out after 3000 milliseconds,none
ftp.mwct.gov.ss,SSL: no alternative certificate subject name matches target hostname 'ftp.mwct.gov.ss',none
ftp.mwri.gov.ss,SSL: no alternative certificate subject name matches target hostname 'ftp.mwri.gov.ss',none
ftp.sspf.gov.ss,SSL: no alternative certificate subject name matches target hostname 'ftp.sspf.gov.ss',none
gov.ss,ConnectException,none
health-dashboard.eservices.gov.ss,401,none
health.eservices.gov.ss,200,none
helpdesk.boss.gov.ss,403,none
home1.nec.gov.ss,Could not resolve host: home1.nec.gov.ss,none
immigration.eservices.gov.ss,Could not resolve host: immigration.eservices.gov.ss,none
immigration2.eservices.gov.ss,Could not resolve host: immigration2.eservices.gov.ss,none
imstat.nbs.gov.ss,Resolving timed out after 3000 milliseconds,none
investment.eservices.gov.ss,200,20 mx2.zoho.com.; 50 mx3.zoho.com.; 10 mx.zoho.com.
ipv6.nc-ph-3574.boss.gov.ss,Could not resolve host: ipv6.nc-ph-3574.boss.gov.ss,none
ipv6.nc-ph-5332.nec.gov.ss,Could not resolve host: ipv6.nc-ph-5332.nec.gov.ss,none
lakes.gov.ss,404,none
mafs.gov.ss,200,none
mail.ceg.gov.ss,Could not resolve host: mail.ceg.gov.ss,none
mail.meaca.gov.ss,Could not resolve host: mail.meaca.gov.ss,none
mail.mhadm.gov.ss,Could not resolve host: mail.mhadm.gov.ss,none
mail.mictps.gov.ss,301,none
mail.modva.gov.ss,Could not resolve host: mail.modva.gov.ss,none
mail.mohest.gov.ss,200,none
mail.mop.gov.ss,Could not resolve host: mail.mop.gov.ss,none
mail.mopaudits.gov.ss,Could not resolve host: mail.mopaudits.gov.ss,none
mail.mwct.gov.ss,Could not resolve host: mail.mwct.gov.ss,0 mwct.gov.ss.
mail.mwri.gov.ss,Could not resolve host: mail.mwri.gov.ss,none
mail.nc-ph-3574.boss.gov.ss,Resolving timed out after 3000 milliseconds,none
mail.nc-ph-5332.nec.gov.ss,200,none
mail.nphl.moh.gov.ss,Could not resolve host: mail.nphl.moh.gov.ss,none
mail.ppc.gov.ss,301,none
mail.sscaa.eservices.gov.ss,Could not resolve host: mail.sscaa.eservices.gov.ss,none
mail.ssnbs.gov.ss,301,none
mail.sspf.gov.ss,SSL: no alternative certificate subject name matches target hostname 'mail.sspf.gov.ss',none
mail.ssprc.gov.ss,301,0 ssprc.gov.ss.
mail.statehouse.gov.ss,SSL: no alternative certificate subject name matches target hostname 'mail.statehouse.gov.ss',none
mail.usaf.gov.ss,SSL: no alternative certificate subject name matches target hostname 'mail.usaf.gov.ss',none
mcmnh.gov.ss,200,none
meaca.gov.ss,Could not resolve host: meaca.gov.ss,none
mgcsw.gov.ss,200,0 mgcsw-gov-ss.mail.protection.outlook.com.
mhadm.gov.ss,Could not resolve host: mhadm.gov.ss,none
mictps.gov.ss,200,none
modva.gov.ss,Could not resolve host: modva.gov.ss,none
mofaic.gov.ss,Operation timed out after 3000 milliseconds with 0 bytes received,none
mofp.gov.ss,200,none
mogei.gov.ss,200,none
moh.gov.ss,SSL certificate problem: certificate has expired,none
mohest.gov.ss,200,none
mojca.gov.ss,Could not resolve host: mojca.gov.ss,none
mol.gov.ss,200,none
mom.gov.ss,200,none
mombasa.customs.nra.gov.ss,503,none
mop.eservices.gov.ss,200,none
mop.gov.ss,200,none
mop.gov.ss.bastrading.co.uk,Could not resolve host: mop.gov.ss.bastrading.co.uk,none
mopaudits.gov.ss,Could not resolve host: mopaudits.gov.ss,none
mopaudits.gov.ss.bastrading.co.uk,Could not resolve host: mopaudits.gov.ss.bastrading.co.uk,none
mtcjuba.mol.gov.ss,200,0 mail.mtcjuba.mol.gov.ss.
mwct.gov.ss,Operation timed out after 3002 milliseconds with 0 bytes received,none
mwct.gov.ss.butilitech.com,Operation timed out after 3002 milliseconds with 0 bytes received,none
mwri.gov.ss,SSL certificate problem: certificate has expired,none
mys.gov.ss,200,none
nac.gov.ss,200,none
nbs.eservices.gov.ss,200,none
nbs.gov.ss,Could not resolve host: nbs.gov.ss,none
nc-ph-3574.boss.gov.ss,Could not resolve host: nc-ph-3574.boss.gov.ss,none
nc-ph-5332.nec.gov.ss,200,none
nca.gov.ss,301,none
nec.gov.ss,Could not resolve host: nec.gov.ss,none
new.mop.gov.ss,Could not resolve host: new.mop.gov.ss,none
new.nac.gov.ss,403,none
new.ssma.gov.ss,Could not resolve host: new.ssma.gov.ss,none
new.sspf.gov.ss,Could not resolve host: new.sspf.gov.ss,none
neweb.ssma.gov.ss,Could not resolve host: neweb.ssma.gov.ss,none
newssnbs.ssnbs.gov.ss,200,none
nla.gov.ss,200,none
non-tax.nra.gov.ss,SSL certificate problem: certificate has expired,none
npc.eservices.gov.ss,200,none
npgs.eservices.gov.ss,200,none
nphl.moh.gov.ss,SSL: no alternative certificate subject name matches target hostname 'nphl.moh.gov.ss',20 witcher-relay.mxrouting.net.; 10 witcher.mxrouting.net.
nra.eservices.gov.ss,Could not resolve host: nra.eservices.gov.ss,none
nra.gov.ss,200,10 mx.zoho.com.; 20 mx2.zoho.com.; 50 mx3.zoho.com.
parking.eservices.gov.ss,200,none
pesaflow.eservices.gov.ss,200,none
pheoc.moh.gov.ss,Could not resolve host: pheoc.moh.gov.ss,none
phi.gov.ss,SSL certificate problem: certificate has expired,none
pop.sspf.gov.ss,SSL: no alternative certificate subject name matches target hostname 'pop.sspf.gov.ss',none
ppc.gov.ss,Could not resolve host: ppc.gov.ss,none
presidency.gov.ss,Could not resolve host: presidency.gov.ss,none
rrc.gov.ss,Could not resolve host: rrc.gov.ss,none
securiport.eservices.gov.ss,200,none
sentry.etax.nra.gov.ss,Could not resolve host: sentry.etax.nra.gov.ss,none
services.rrc.gov.ss,Could not resolve host: services.rrc.gov.ss,none
sgt.boss.gov.ss,Resolving timed out after 3000 milliseconds,none
smtp.sspf.gov.ss,SSL: no alternative certificate subject name matches target hostname 'smtp.sspf.gov.ss',none
sscaa.eservices.gov.ss,200,none
sscaa.gov.ss,200,none
sscaffa.eservices.gov.ss,200,none
sscs.gov.ss,200,none
ssic.gov.ss,Could not resolve host: ssic.gov.ss,none
sslmis.mol.gov.ss,200,none
ssma.gov.ss,Could not resolve host: ssma.gov.ss,0 ssma.gov.ss.
ssnbs.gov.ss,200,none
ssnps.gov.ss,200,none
sspf.gov.ss,500,none
ssprc.gov.ss,301,0 ssprc.gov.ss.
ssra.gov.ss,Could not resolve host: ssra.gov.ss,none
stage.boss.gov.ss,Could not resolve host: stage.boss.gov.ss,none
staging.ecustoms.nra.gov.ss,302,none
staging.etax.eservices.gov.ss,200,none
staging.nec.gov.ss,200,none
staging2.nec.gov.ss,Could not resolve host: staging2.nec.gov.ss,none
statehouse.gov.ss,SSL: no alternative certificate subject name matches target hostname 'statehouse.gov.ss',none
support.eservices.gov.ss,200,none
test.boss.gov.ss,Could not resolve host: test.boss.gov.ss,none
test.brs.eservices.gov.ss,Could not resolve host: test.brs.eservices.gov.ss,none
test.eservices.gov.ss,200,none
test.ghris.eservices.gov.ss,200,none
test.nec.gov.ss,Could not resolve host: test.nec.gov.ss,none
test2.nec.gov.ss,Could not resolve host: test2.nec.gov.ss,none
test3.nec.gov.ss,Could not resolve host: test3.nec.gov.ss,none
test4.nec.gov.ss,Could not resolve host: test4.nec.gov.ss,none
test5.nec.gov.ss,Could not resolve host: test5.nec.gov.ss,none
test6.nec.gov.ss,Could not resolve host: test6.nec.gov.ss,none
test7.nec.gov.ss,Could not resolve host: test7.nec.gov.ss,none
trade.eservices.gov.ss,200,none
transit.customs.nra.gov.ss,503,none
tvetmis-training.mogei.gov.ss,Connection timed out after 3001 milliseconds,none
tvetmis.mogei.gov.ss,302,none
usaf.gov.ss,200,none
verify.nra.gov.ss,Connection timed out after 3002 milliseconds,none
warrap.gov.ss,Could not resolve host: warrap.gov.ss,none
webdisk.meaca.gov.ss,Could not resolve host: webdisk.meaca.gov.ss,none
webdisk.mhadm.gov.ss,Could not resolve host: webdisk.mhadm.gov.ss,none
webdisk.modva.gov.ss,Could not resolve host: webdisk.modva.gov.ss,none
webdisk.mohest.gov.ss,401,none
webdisk.mop.gov.ss,SSL: no alternative certificate subject name matches target hostname 'webdisk.mop.gov.ss',none
webdisk.mopaudits.gov.ss,Could not resolve host: webdisk.mopaudits.gov.ss,none
webdisk.nc-ph-3574.boss.gov.ss,Resolving timed out after 3000 milliseconds,none
webdisk.nc-ph-5332.nec.gov.ss,Could not resolve host: webdisk.nc-ph-5332.nec.gov.ss,none
webdisk.ssnbs.gov.ss,401,none
webdisk.sspf.gov.ss,Could not resolve host: webdisk.sspf.gov.ss,none
webdisk.ssprc.gov.ss,401,none
webdisk.statehouse.gov.ss,Could not resolve host: webdisk.statehouse.gov.ss,none
webdisk.usaf.gov.ss,SSL: no alternative certificate subject name matches target hostname 'webdisk.usaf.gov.ss',none
webmail.ceg.gov.ss,Resolving timed out after 3000 milliseconds,none
webmail.meaca.gov.ss,Could not resolve host: webmail.meaca.gov.ss,none
webmail.mhadm.gov.ss,Could not resolve host: webmail.mhadm.gov.ss,none
webmail.modva.gov.ss,Could not resolve host: webmail.modva.gov.ss,none
webmail.mohest.gov.ss,200,none
webmail.mop.gov.ss,SSL: no alternative certificate subject name matches target hostname 'webmail.mop.gov.ss',none
webmail.mopaudits.gov.ss,Could not resolve host: webmail.mopaudits.gov.ss,none
webmail.mwct.gov.ss,200,none
webmail.mwri.gov.ss,SSL: no alternative certificate subject name matches target hostname 'webmail.mwri.gov.ss',none
webmail.nc-ph-3574.boss.gov.ss,Could not resolve host: webmail.nc-ph-3574.boss.gov.ss,none
webmail.nc-ph-5332.nec.gov.ss,Could not resolve host: webmail.nc-ph-5332.nec.gov.ss,none
webmail.nca.gov.ss,TLS connect error: error:0A000438:SSL routines::tlsv1 alert internal error,none
webmail.nphl.moh.gov.ss,200,none
webmail.ssnbs.gov.ss,Could not resolve host: webmail.ssnbs.gov.ss,none
webmail.sspf.gov.ss,Could not resolve host: webmail.sspf.gov.ss,none
webmail.ssprc.gov.ss,200,none
webmail.statehouse.gov.ss,SSL: no alternative certificate subject name matches target hostname 'webmail.statehouse.gov.ss',none
webmail.usaf.gov.ss,SSL: no alternative certificate subject name matches target hostname 'webmail.usaf.gov.ss',none
whm.nc-ph-3574.boss.gov.ss,Could not resolve host: whm.nc-ph-3574.boss.gov.ss,none
whm.nc-ph-5332.nec.gov.ss,Could not resolve host: whm.nc-ph-5332.nec.gov.ss,none
