field,text
country_name,"none"
government_type,"semi-presidential republic"
capital,"Taipei"
chief_of_state,"President LAI Ching-te (since 20 May 2024)"
head_of_government,"Premier CHO Jung-tai (President of the Executive Yuan) (since 20 May 2024)"
judicial_highest_courts,"Supreme Court (consists of the court president, vice president, and approximately 100 judges organized into civil and criminal panels, each with a chief justice and 4 associate justices); Constitutional Court (consists of the court president, vice president, and 13 justices)"
constitution_history,"previous 1912, 1931; latest adopted 25 December 1946, promulgated 1 January 1947, effective 25 December 1947"
