hostname,http_status,mx
bomberosvoluntariosdeguatemala.com,301,1200 ghs.google.com.
eeas.europa.eu,200,10 mxa-00338601.gslb.pphosted.com.; 10 mxb-00338601.gslb.pphosted.com.
ghrc-usa.org,HttpTimeoutException: request timed out,10 alt4.aspmx.l.google.com.; 5 alt2.aspmx.l.google.com.; 10 alt3.aspmx.l.google.com.; 5 alt1.aspmx.l.google.com.; 1 aspmx.l.google.com.
gt.ambafrance.org,301,none
guat.mid.ru,SSLHandshakeException: (certificate_unknown) PKIX path building failed: sun.security.provider.certpath.SunCertPathBuilderException: unable to find valid certification path to requested target,none
guatemala.diplo.de,200,none
mindef.mil.gt,ConnectException,0 mindef-mil-gt.mail.protection.outlook.com.
pdh.org.gt,403,20 mx-02-us-east-2.prod.hydra.sophos.com.; 10 mx-01-us-east-2.prod.hydra.sophos.com.
swedenabroad.se,301,none
taiwanembassy.org,302,none
tse.org.gt,403,20 mail2.tse.org.gt.
