hostname,http_status,mx
afer.ro,HttpConnectTimeoutException: HTTP connect timed out,10 mx2.stsmail.ro.; 10 mx1.stsmail.ro.
afm.ro,SSLHandshakeException: (certificate_unknown) PKIX path building failed: sun.security.provider.certpath.SunCertPathBuilderException: unable to find valid certification path to requested target,10 mx1.stsmail.ro.; 10 mx2.stsmail.ro.
ahkrumaenien.ro,301,0 ahkrumaenien-ro.mail.protection.outlook.com.
ambasadamaroc.ro,301,0 mail.ambasadamaroc.ro.
anarz.eu,503,10 mx1.stsmail.ro.; 10 mx2.stsmail.ro.
ancpi.ro,200,0 ancpi-ro.mail.protection.outlook.com.
anif.ro,301,0 mail.anif.ro.
anpc.ro,503,10 mx2.stsmail.ro.; 10 mx1.stsmail.ro.
anre.ro,SSLHandshakeException: (certificate_unknown) PKIX path building failed: sun.security.provider.certpath.SunCertPathBuilderException: unable to find valid certification path to requested target,0 anre-ro.mail.protection.outlook.com.
anrsc.ro,SSLHandshakeException: (certificate_unknown) No subject alternative DNS name matching anrsc.ro found.,10 mail.anrsc.ro.
ansvsa.ro,503,10 mx1.stsmail.ro.; 10 mx2.stsmail.ro.
apia.org.ro,SSLHandshakeException: (certificate_unknown) PKIX path building failed: sun.security.provider.certpath.SunCertPathBuilderException: unable to find valid certification path to requested target,10 mx2.stsmail.ro.; 10 mx1.stsmail.ro.
aracip.eu,200,10 exc.aracip.eu.
aracis.ro,SSLHandshakeException: (certificate_unknown) No subject alternative DNS name matching aracis.ro found.,0 aracis-ro.mail.protection.outlook.com.
arhivelenationale.ro,503,10 mx2.stsmail.ro.; 10 mx1.stsmail.ro.
asfromania.ro,SSLHandshakeException: (certificate_unknown) PKIX path building failed: sun.security.provider.certpath.SunCertPathBuilderException: unable to find valid certification path to requested target,10 mail.asfromania.ro.
atunisia.ro,200,0 atunisia.ro.
b.politiaromana.ro,200,10 mail.politiaromana.ro.
bgembassy-romania.org,200,none
bibnat.ro,HttpTimeoutException: request timed out,5 mail.bibnat.ro.
bnr.ro,SSLHandshakeException: (certificate_unknown) PKIX path building failed: sun.security.provider.certpath.SunCertPathBuilderException: unable to find valid certification path to requested target,10 mailgw1.bnr.ro.; 20 mailgw2.bnr.ro.
bucharest.embassy.qa,SSLHandshakeException: (certificate_unknown) PKIX path building failed: sun.security.provider.certpath.SunCertPathBuilderException: unable to find valid certification path to requested target,none
bucharest.europarl.europa.eu,302,none
bucharest.mfa.ee,200,none
bucharest.thaiembassy.org,200,none
bukarest.mfa.gov.hu,SSLHandshakeException: (certificate_unknown) PKIX path building failed: sun.security.provider.certpath.SunCertPathBuilderException: unable to find valid certification path to requested target,none
bukaresta.veleposlanistvo.si,SSLHandshakeException: Remote host terminated the handshake,none
cab1864.eu,301,10 mail.cab1864.eu.
ccia-arad.ro,200,10 mail.ccia-arad.ro.
cciat.ro,301,10 mail.cciat.ro.
ccr.ro,503,18 mail.ccr.ro.
cdep.ro,SSLHandshakeException: (certificate_unknown) PKIX path building failed: sun.security.provider.certpath.SunCertPathBuilderException: unable to find valid certification path to requested target,10 cdep.in.tmes.trendmicro.eu.; 101 edge50.cdep.ro.
chinaembassy.org.ro,ConnectException,none
clasate.cimec.ro,200,none
cna.ro,200,10 mx2.stsmail.ro.; 10 mx1.stsmail.ro.
cnadnr.ro,503,10 mx2.stsmail.ro.; 10 mx1.stsmail.ro.
cncsis.ro,301,none
cndi.ro,HttpConnectTimeoutException: HTTP connect timed out,dig error
cnpp.ro,301,10 mx.cnpp.ro.
cnr-unesco.ro,301,0 cnr-unesco.ro.
contragarantare.ro,200,1 contragarantare.ro.
csikszereda.mfa.gov.hu,SSLHandshakeException: (certificate_unknown) PKIX path building failed: sun.security.provider.certpath.SunCertPathBuilderException: unable to find valid certification path to requested target,10 maila.csikszereda.mfa.gov.hu.; 10 mailb.csikszereda.mfa.gov.hu.
cultura.ro,503,5 mx.cultura.ro.; 10 mail.cultura.ro.
curteadeapelcraiova.eu,403,10 mail.curteadeapelcraiova.eu.
curteadeconturi.ro,403,20 mail3.curteadeconturi.ro.; 20 mail2.curteadeconturi.ro.; 20 mail1.curteadeconturi.ro.
customs.ro,403,10 dgv.customs.ro.; 20 mail2.customs.ro.
dataprotection.ro,200,20 mx2.dataprotection.ro.; 10 mx1.dataprotection.ro.
ddbra.ro,503,10 mx2.stsmail.ro.; 10 mx1.stsmail.ro.
dgpi.ro,200,20 white.dgpi.ro.; 10 red.dgpi.ro.
diicot.ro,503,20 mail2.diicot.ro.; 10 mail.diicot.ro.
dna.ro,200,20 mail.dna.ro.; 10 mail1.dna.ro.; 30 sms.dna.ro.
domeniilestatului.ro,503,10 mx1.stsmail.ro.; 10 mx2.stsmail.ro.
edu.ro,200,10 mailgov.edu.ro.
embadeuruguay.ro,403,none
eurogendfor.org,301,0 eurogendfor-org.mail.protection.outlook.com.
finlandabroad.fi,301,10 mail.valtori.fi.
gesuiti.it,200,10 aspmx3.googlemail.com.; 10 aspmx2.googlemail.com.; 5 alt1.aspmx.l.google.com.; 1 aspmx.l.google.com.; 5 alt2.aspmx.l.google.com.
guv.ro,ConnectException,10 mail.guv.ro.; 20 mailgate.guv.ro.
hermannstadt.diplo.de,301,10 mx1.bund.de.; 10 mx2.bund.de.
ibiol.ro,200,0 ibiol-ro.mail.protection.outlook.com.
idah.ro,SSLHandshakeException: Remote host terminated the handshake,10 mail.idah.ro.
igsu.ro,200,10 relay1.igsu.ro.
incd.ro,200,30 mx03.whmpanels.com.; 10 mx01.whmpanels.com.; 20 mx02.whmpanels.com.
incdt.ro,200,10 mailx.incdt.ro.
