qid,label
Q1055,Hamburg
Q1194,Schleswig-Holstein
Q1196,Mecklenburg-Vorpommern
Q1197,Lower Saxony
Q1198,North Rhine-Westphalia
Q1199,Hesse
Q1200,Rhineland-Palatinate
Q1201,Saarland
Q1202,Saxony
Q1205,Thuringia
Q1206,Saxony-Anhalt
Q1208,Brandenburg
Q1209,Bremen
Q64,Berlin
Q980,Bavaria
Q985,Baden-Württemberg
