domain,http_status,mx
bartinozelidare.gov.tr,200,
gaziantepozelidare.gov.tr,HttpConnectTimeoutException: HTTP connect timed out,
ispartaozelidare.gov.tr,200,
karabukozelidare.gov.tr,200,
karsozelidarecbs.gov.tr,HttpConnectTimeoutException: HTTP connect timed out,
osmaniyeozelidare.gov.tr,200,
rizeozelidare.gov.tr,200,
sivasilozelidaresi.gov.tr,200,
sivasozelidare.gov.tr,ConnectException,
