subdomain,parent_domain,http_status,mx
5nations.pptc.gc.ca,gc.ca,ConnectException > NoRouteToHostException: Host is unreachable,
a.sra-ads.cic.gc.ca,gc.ca,HttpConnectTimeoutException > ConnectException: HTTP connect timed out,
a11y.canada.ca,canada.ca,200,none
aafc-aac.aws.cloud-nuage.canada.ca,canada.ca,Could not resolve host: aafc-aac.aws.cloud-nuage.canada.ca,none
aafc-aac.azure.cloud-nuage.canada.ca,canada.ca,Could not resolve host: aafc-aac.azure.cloud-nuage.canada.ca,none
ab-chercheur.guichetemplois.gc.ca,gc.ca,301,
ab-employer.jobbank.gc.ca,gc.ca,302,
ab-employeur.guichetemplois.gc.ca,gc.ca,302,
ab-seeker.jobbank.gc.ca,gc.ca,301,
abeona.drdc-rddc.gc.ca,gc.ca,SSLHandshakeException > CertificateException: No subject alternative DNS name matching abeona.drdc-rddc.gc.ca found.,
abonnements-environnementaux.canada.ca,canada.ca,404,none
ac-aut-cb.canada.ca,canada.ca,301,none
ac.osfi-bsif.gc.ca,gc.ca,ConnectException > UnresolvedAddressException,
acceder.canada.ca,canada.ca,Recv failure: Connexion ré-initialisée par le correspondant,none
acces-securise.canada.ca,canada.ca,Could not resolve host: acces-securise.canada.ca,none
acces.canada.ca,canada.ca,Could not resolve host: acces.canada.ca,none
access-acces.canada.ca,canada.ca,Could not resolve host: access-acces.canada.ca,none
access.canada.ca,canada.ca,SSL: no alternative certificate subject name matches target hostname 'access.canada.ca',none
access.parlissi.gc.ca,gc.ca,HttpConnectTimeoutException > ConnectException: HTTP connect timed out,
access.wd-deo.gc.ca,gc.ca,ConnectException > UnresolvedAddressException,
access3.parl.gc.ca,gc.ca,ConnectException > UnresolvedAddressException,
access4.parl.gc.ca,gc.ca,ConnectException > UnresolvedAddressException,
accessibilite.canada.ca,canada.ca,Could not resolve host: accessibilite.canada.ca,none
accessibility.canada.ca,canada.ca,Could not resolve host: accessibility.canada.ca,none
accessible.canada.ca,canada.ca,200,0 .
accesskey-cledacces.gc.ca,gc.ca,ConnectException > UnresolvedAddressException,
accesskey.gc.ca,gc.ca,ConnectException > UnresolvedAddressException,
accesstotravel.gc.ca,gc.ca,ConnectException > UnresolvedAddressException,
accounts.bwbc.gc.ca,gc.ca,ConnectException > UnresolvedAddressException,
accreditationcanada.gc.ca,gc.ca,200,
acct.forums.ps-sp.gc.ca,gc.ca,SSLHandshakeException > ValidatorException > CertPathValidatorException > CertificateExpiredException: NotAfter: Sat Apr 12 16:47:52 CEST 2025,
achat.canada.ca,canada.ca,Could not resolve host: achat.canada.ca,none
achats-canada.canada.ca,canada.ca,301,none
achatscanada.canada.ca,canada.ca,Could not resolve host: achatscanada.canada.ca,none
achatsendirect-e-purchasing.gc.ca,gc.ca,HttpConnectTimeoutException > ConnectException: HTTP connect timed out,
achatsetventes-buyandsell-stg.fjgc-gccf.gc.ca,gc.ca,HttpConnectTimeoutException > ConnectException: HTTP connect timed out,
achatsetventes-buyandsell.fjgc-gccf.gc.ca,gc.ca,HttpConnectTimeoutException > ConnectException: HTTP connect timed out,
achatsetventes-buyandsell.gc.ca,gc.ca,HttpConnectTimeoutException > ConnectException: HTTP connect timed out,
achatsetventes.gc.ca,gc.ca,ConnectException > UnresolvedAddressException,
acoa-exchg-cas.acoa-apeca.gc.ca,gc.ca,ConnectException > UnresolvedAddressException,
acp.oag-bvg.gc.ca,gc.ca,ConnectException > UnresolvedAddressException,
acs-saa.pwgsc-tpsgc.gc.ca,gc.ca,HttpConnectTimeoutException > ConnectException: HTTP connect timed out,
active.inspection.gc.ca,gc.ca,HttpConnectTimeoutException > ConnectException: HTTP connect timed out,
actualiser.oec.gc.ca,gc.ca,HttpConnectTimeoutException > ConnectException: HTTP connect timed out,
