type,label,website,hostname
ministry,Q92514666,https://www.smsecc38.gob.mx/,smsecc38.gob.mx
ministry,"Secretariat of Agrarian, Land, and Urban Development",https://www.gob.mx/sedatu,gob.mx
ministry,Secretariat of Culture,https://www.gob.mx/cultura,gob.mx
ministry,Secretariat of Health,http://www.salud.gob.mx,salud.gob.mx
ministry,Secretariat of Finance and Public Credit,http://www.shcp.gob.mx/,shcp.gob.mx
ministry,Secretariat of the Interior,http://www.segob.gob.mx,segob.gob.mx
ministry,Secretariat of the Interior,https://www.gob.mx/segob/,gob.mx
ministry,Secretariat for Anti-Corruption and Good Governance,http://www.funcionpublica.gob.mx,funcionpublica.gob.mx
ministry,Q89416481,https://www.saludbc.gob.mx/,saludbc.gob.mx
ministry,Instituto de Servicios de Salud del Estado de Aguascalientes,https://www.issea.gob.mx/Default.aspx,issea.gob.mx
ministry,Instituto de Servicios de Salud del Estado de Aguascalientes,https://www.issea.gob.mx,issea.gob.mx
ministry,Secretariat of the Navy,http://www.semar.gob.mx,semar.gob.mx
ministry,Secretariat of Economy,http://www.economia.gob.mx,economia.gob.mx
ministry,Secretariat of Foreign Affairs,http://www.sre.gob.mx/,sre.gob.mx
ministry,Secretariat of Energy,http://www.sener.gob.mx,sener.gob.mx
ministry,Secretariat of Welfare,http://www.sedesol.gob.mx,sedesol.gob.mx
ministry,Secretariat of Labor and Social Welfare,http://www.stps.gob.mx,stps.gob.mx
ministry,Secretariat of Public Education,http://www.sep.gob.mx/,sep.gob.mx
ministry,"Secretariat of Infrastructure, Communications and Transportation",https://www.gob.mx/sct,gob.mx
ministry,Secretariat of Agriculture and Rural Development,https://www.gob.mx/sader,gob.mx
ministry,Q90422320,https://tabasco.gob.mx/isset,tabasco.gob.mx
ministry,Q90440921,http://www.isssteson.gob.mx/,isssteson.gob.mx
ministry,Q90603383,http://saludsinaloa.gob.mx/,saludsinaloa.gob.mx
ministry,Q90616945,https://slp.gob.mx/ssalud/Paginas/Inicio.aspx,slp.gob.mx
ministry,Q90767080,http://issstep.puebla.gob.mx/,issstep.puebla.gob.mx
ministry,Servicios de Salud de Yucatán,http://salud.yucatan.gob.mx/,salud.yucatan.gob.mx
ministry,Servicios de Salud de Yucatán,https://salud.yucatan.gob.mx,salud.yucatan.gob.mx
ministry,Secretariat of National Defense,https://www.gob.mx/sedena,gob.mx
ministry,Q92828424,http://saludchiapas.gob.mx/,saludchiapas.gob.mx
ministry,Q91024249,http://www.ssn.gob.mx/Portal/index.php,ssn.gob.mx
