subdomain,parent_domain,http_status,mx
acu.gov.so,gov.so,Could not resolve host: acu.gov.so,none
as.parliament.gov.so,gov.so,Could not resolve host: as.parliament.gov.so,none
autodiscover.bfc.gov.so,gov.so,Could not resolve host: autodiscover.bfc.gov.so,none
autodiscover.bra.gov.so,gov.so,Could not resolve host: autodiscover.bra.gov.so,none
autodiscover.budget.gov.so,gov.so,400,none
autodiscover.c3r.gov.so,gov.so,Could not resolve host: autodiscover.c3r.gov.so,none
autodiscover.centralbank.gov.so,gov.so,Failed to connect to autodiscover.centralbank.gov.so port 443 after 96 ms: Could not connect to server,none
autodiscover.data.gov.so,gov.so,Could not resolve host: autodiscover.data.gov.so,none
autodiscover.drp.gov.so,gov.so,Could not resolve host: autodiscover.drp.gov.so,none
autodiscover.gcri.gov.so,gov.so,Could not resolve host: autodiscover.gcri.gov.so,none
autodiscover.hirshabelle.gov.so,gov.so,400,none
autodiscover.icgb.gov.so,gov.so,400,none
autodiscover.ict.gov.so,gov.so,Could not resolve host: autodiscover.ict.gov.so,none
autodiscover.immigration.gov.so,gov.so,400,none
autodiscover.mera.gov.so,gov.so,Could not resolve host: autodiscover.mera.gov.so,none
autodiscover.mfmr.gov.so,gov.so,Could not resolve host: autodiscover.mfmr.gov.so,none
autodiscover.mipt.gov.so,gov.so,SSL certificate problem: certificate has expired,none
autodiscover.moa.gov.so,gov.so,200,none
autodiscover.moca.gov.so,gov.so,Could not resolve host: autodiscover.moca.gov.so,none
autodiscover.moci.gov.so,gov.so,Could not resolve host: autodiscover.moci.gov.so,none
autodiscover.mod.gov.so,gov.so,Could not resolve host: autodiscover.mod.gov.so,none
autodiscover.moewr.gov.so,gov.so,SSL certificate problem: certificate has expired,none
autodiscover.mof.gov.so,gov.so,Failed to connect to autodiscover.mof.gov.so port 443 after 92 ms: Could not connect to server,none
autodiscover.mofmr.gov.so,gov.so,Could not resolve host: autodiscover.mofmr.gov.so,none
autodiscover.moh.gov.so,gov.so,SSL certificate problem: certificate has expired,none
autodiscover.mohadm.gov.so,gov.so,Could not resolve host: autodiscover.mohadm.gov.so,none
autodiscover.moifar.gov.so,gov.so,SSL certificate problem: certificate has expired,none
autodiscover.mois.gov.so,gov.so,SSL certificate problem: certificate has expired,none
autodiscover.mol.gov.so,gov.so,SSL certificate problem: certificate has expired,none
autodiscover.molsa.gov.so,gov.so,SSL certificate problem: certificate has expired,none
autodiscover.mop.gov.so,gov.so,SSL certificate problem: certificate has expired,none
autodiscover.mopic.gov.so,gov.so,SSL certificate problem: certificate has expired,none
autodiscover.mopmr.gov.so,gov.so,SSL certificate problem: certificate has expired,none
autodiscover.motca.gov.so,gov.so,Could not resolve host: autodiscover.motca.gov.so,none
autodiscover.moys.gov.so,gov.so,SSL certificate problem: certificate has expired,none
autodiscover.mptt.gov.so,gov.so,Could not resolve host: autodiscover.mptt.gov.so,none
autodiscover.ncri.gov.so,gov.so,Failed to connect to autodiscover.ncri.gov.so port 443 after 162 ms: Could not connect to server,none
autodiscover.nisa.gov.so,gov.so,Could not resolve host: autodiscover.nisa.gov.so,none
autodiscover.oag.gov.so,gov.so,SSL certificate problem: certificate has expired,none
autodiscover.opm.gov.so,gov.so,Failed to connect to autodiscover.opm.gov.so port 443 after 78 ms: Could not connect to server,none
autodiscover.parliament.gov.so,gov.so,400,none
autodiscover.presidency.gov.so,gov.so,Failed to connect to autodiscover.presidency.gov.so port 443 after 306 ms: Could not connect to server,none
autodiscover.senate.gov.so,gov.so,Could not resolve host: autodiscover.senate.gov.so,none
autodiscover.sodma.gov.so,gov.so,SSL certificate problem: certificate has expired,none
autodiscover.somasa.gov.so,gov.so,SSL certificate problem: certificate has expired,none
autodiscover.somfrc.gov.so,gov.so,Could not resolve host: autodiscover.somfrc.gov.so,none
autodiscover.sonic.gov.so,gov.so,SSL certificate problem: certificate has expired,none
autodiscover.xds.gov.so,gov.so,Could not resolve host: autodiscover.xds.gov.so,none
avank.mfa.gov.so,gov.so,Could not resolve host: avank.mfa.gov.so,none
avmog.mfa.gov.so,gov.so,Could not resolve host: avmog.mfa.gov.so,none
baaris.nisa.gov.so,gov.so,Could not resolve host: baaris.nisa.gov.so,none
beta.villasomalia.gov.so,gov.so,Could not resolve host: beta.villasomalia.gov.so,none
bfc.gov.so,gov.so,Could not resolve host: bfc.gov.so,none
