subdomain,http_status,mx
10letie.edu.gov.ru,Connection timed out after 3001 milliseconds,none
15years.fas.gov.ru,Could not resolve host: 15years.fas.gov.ru,none
20.fskn.gov.ru,Could not resolve host: 20.fskn.gov.ru,none
30.fskn.gov.ru,Could not resolve host: 30.fskn.gov.ru,none
31.fskn.gov.ru,Could not resolve host: 31.fskn.gov.ru,none
34.mchs.gov.ru,Resolving timed out after 3000 milliseconds,10 mxs.armgs.team.
92.gov.ru,Failed to connect to 92.gov.ru port 443 after 343 ms: Could not connect to server,10 mail.sev.gov.ru.
a.rgis.rk.gov.ru,200,none
a.rgistest.rk.gov.ru,Connection timed out after 3000 milliseconds,none
a2nta.khv.gov.ru,Connection timed out after 3000 milliseconds,none
abh.rs.gov.ru,Could not resolve host: abh.rs.gov.ru,10 vmail.rs.gov.ru.
ac.gov.ru,Connection timed out after 3001 milliseconds,10 mail.ac.gov.ru.
ach.gov.ru,Connection timed out after 3000 milliseconds,10 ms.ach.gov.ru.; 20 press.ach.gov.ru.
admin.bp.minpromtorg.gov.ru,Could not resolve host: admin.bp.minpromtorg.gov.ru,none
admin.budget.minpromtorg.gov.ru,Could not resolve host: admin.budget.minpromtorg.gov.ru,none
admin.economy.gov.ru,Connection timed out after 3002 milliseconds,none
admin.kids.minpromtorg.gov.ru,Could not resolve host: admin.kids.minpromtorg.gov.ru,none
admin.madeinrussia.gov.ru,SSL: no alternative certificate subject name matches target hostname 'admin.madeinrussia.gov.ru',none
adminmail.urfo.gov.ru,Connection timed out after 3000 milliseconds,none
ag.rgis.rk.gov.ru,SSL certificate problem: self-signed certificate,none
ag.rgistest.rk.gov.ru,Connection timed out after 3001 milliseconds,none
agip.sakha.gov.ru,Connection timed out after 3002 milliseconds,10 mx.yandex.net.
ais.fadm.gov.ru,Connection timed out after 3001 milliseconds,none
aisarhiv.sev.gov.ru,SSL certificate problem: EE certificate key too weak,none
aispu.minprom.gov.ru,Connection timed out after 3001 milliseconds,none
aleksan.social.tomsk.gov.ru,Resolving timed out after 3000 milliseconds,none
alekseev.sakha.gov.ru,Resolving timed out after 3000 milliseconds,none
api.spending.gov.ru,SSL: no alternative certificate subject name matches target hostname 'api.spending.gov.ru',none
app.parlament.gov.ru,Could not resolve host: app.parlament.gov.ru,none
ar.gov.ru,Connection timed out after 3002 milliseconds,none
arctic.gov.ru,200,10 mx.yandex.ru.
arktika.sakha.gov.ru,Connection timed out after 3001 milliseconds,none
asoin.mchs.gov.ru,Connection timed out after 3001 milliseconds,none
asro.itc.fas.gov.ru,Connection timed out after 3001 milliseconds,none
assoc.khv.gov.ru,Connection timed out after 3001 milliseconds,none
atd.gov.ru,Resolving timed out after 3000 milliseconds,none
atr.gov.ru,200,10 emx.mail.ru.
audit.gov.ru,Connection timed out after 3001 milliseconds,10 ms.audit.gov.ru.
auth.92.gov.ru,Connection timed out after 3000 milliseconds,none
auth.sm.fadn.gov.ru,SSL certificate problem: unable to get local issuer certificate,none
autodiscover.ac.gov.ru,Connection timed out after 3001 milliseconds,none
autodiscover.cea.gov.ru,Connection timed out after 3001 milliseconds,none
autodiscover.ec.ac.gov.ru,Could not resolve host: autodiscover.ec.ac.gov.ru,none
autodiscover.lk.rosnedra.gov.ru,Could not resolve host: autodiscover.lk.rosnedra.gov.ru,none
autodiscover.open.gov.ru,Could not resolve host: autodiscover.open.gov.ru,none
autodiscover.pay.gov.ru,Resolving timed out after 3001 milliseconds,none
autodiscover.rosnedra.gov.ru,Could not resolve host: autodiscover.rosnedra.gov.ru,none
autodiscover.sakha.gov.ru,Could not resolve host: autodiscover.sakha.gov.ru,none
autodiscover.sakhalin.gov.ru,Could not resolve host: autodiscover.sakhalin.gov.ru,none
