field,text
country_name,"Republic of Poland"
government_type,"parliamentary republic"
capital,"Warsaw"
chief_of_state,"President Karol NAWROCKI (since 6 August 2025)"
head_of_government,"Prime Minister Donald TUSK (since 11 December 2023)"
judicial_highest_courts,"Supreme Court or Sad Najwyzszy (consists of the first president of the Supreme Court and 120 justices organized in criminal, civil, labor and social insurance, and extraordinary appeals and public affairs and disciplinary chambers); Constitutional Tribunal (consists of 15 judges, including the court president and vice president)"
constitution_history,"several previous; latest adopted 2 April 1997, approved by referendum 25 May 1997, effective 17 October 1997"
