field,text
country_name,"Russian Federation"
government_type,"semi-presidential federation"
capital,"Moscow"
chief_of_state,"President Vladimir Vladimirovich PUTIN (since 7 May 2012)"
head_of_government,"Premier Mikhail Vladimirovich MISHUSTIN (since 16 January 2020)"
judicial_highest_courts,"Supreme Court of the Russian Federation (consists of 170 members organized into the Judicial Panel for Civil Affairs, the Judicial Panel for Criminal Affairs, and the Military Panel); Constitutional Court (consists of 11 members, including the chairperson and deputy)"
constitution_history,"several previous (during Russian Empire and Soviet era); latest drafted 12 July 1993, adopted by referendum 12 December 1993, effective 25 December 1993"
