subdomain,http_status
dev-admin-api.hisobot.gov.uz,"Could not resolve host: dev-admin-api.hisobot.gov.uz"
csm.gov.uz,"Could not resolve host: csm.gov.uz"
cmda.gov.uz,"Could not resolve host: cmda.gov.uz"
dxa.gov.uz,"Could not resolve host: dxa.gov.uz"
elections.gov.uz,"Could not resolve host: elections.gov.uz"
admbusiness.gov.uz,"200"
antimon.gov.uz,"SSL certificate problem: certificate has expired"
api-ngo.gov.uz,"SSL: no alternative certificate subject name matches target hostname 'api-ngo.gov.uz'"
ai.gov.uz,"307"
apostille.gov.uz,"SSL certificate problem: unable to get local issuer certificate"
army.gov.uz,"TLS connect error: error:0A000458:SSL routines::tlsv1 unrecognized name"
e-visa.gov.uz,"200"
data.invest.gov.uz,"Could not resolve host: data.invest.gov.uz"
baho.gov.uz,"302"
arxiv.gov.uz,"200"
bpmx-constructor.my3.gov.uz,"Recv failure: Connexion ré-initialisée par le correspondant"
apix.my.gov.uz,"Recv failure: Connexion ré-initialisée par le correspondant"
e-saylov.gov.uz,"200"
db.gov.uz,"SSL certificate problem: unable to get local issuer certificate"
ayol.gov.uz,"302"
cdn.my3.gov.uz,"Recv failure: Connexion ré-initialisée par le correspondant"
admin.my3.gov.uz,"Recv failure: Connexion ré-initialisée par le correspondant"
digital.gov.uz,"307"
eco.gov.uz,"SSL: no alternative certificate subject name matches target hostname 'eco.gov.uz'"
admin.my.gov.uz,"302"
baraka.gov.uz,"200"
api.my.gov.uz,"403"
ai.my.gov.uz,"200"
2026.gov.uz,"200"
ach.gov.uz,"307"
apgmu.gov.uz,"307"
consumer.gov.uz,"Could not resolve host: consumer.gov.uz"
asr.gov.uz,"200"
email.asr.gov.uz,"Could not resolve host: email.asr.gov.uz"
chat.my.gov.uz,"200"
cabinet.my.gov.uz,"200"
e-app.gov.uz,"SSL certificate problem: unable to get local issuer certificate"
hrm.gov.uz,"Could not resolve host: hrm.gov.uz"
admin-api.hisobot.gov.uz,"404"
cloud.asr.gov.uz,"Could not resolve host: cloud.asr.gov.uz"
arm.gov.uz,"302"
dfc.gov.uz,"SSL certificate problem: unable to get local issuer certificate"
api.2026.gov.uz,"502"
cdn.my.gov.uz,"403"
awards.gov.uz,"200"
getintouch.outsource.gov.uz,"200"
admin.hisobot.gov.uz,"302"
back.ach.gov.uz,"403"
cp.asr.gov.uz,"200"
insonqadri.gov.uz,"Could not resolve host: insonqadri.gov.uz"
bpm.hisobot.gov.uz,"502"
dashboard.ayol.gov.uz,"200"
alloy.haj-umra.gov.uz,"403"
api.hisobot.gov.uz,"404"
hudud.gov.uz,"Could not resolve host: hudud.gov.uz"
business.gov.uz,"200"
innovation.gov.uz,"Could not resolve host: innovation.gov.uz"
mineconomy.gov.uz,"Could not resolve host: mineconomy.gov.uz"
e-monitoring.gov.uz,"200"
agent.baraka.gov.uz,"200"
authority-api.hisobot.gov.uz,"404"
bpmx.my3.gov.uz,"Recv failure: Connexion ré-initialisée par le correspondant"
autodiscover.asr.gov.uz,"302"
dev.hisobot.gov.uz,"302"
admin.baraka.gov.uz,"200"
dev-authority-api.hisobot.gov.uz,"404"
dev.outsource.gov.uz,"SSL certificate problem: certificate has expired"
consul.gov.uz,"302"
assets.my.gov.uz,"403"
dev-admin.hisobot.gov.uz,"302"
fa.gov.uz,"200"
mail.invest.gov.uz,"Could not resolve host: mail.invest.gov.uz"
cabinet-ngo.gov.uz,"302"
mail.sda.gov.uz,"Could not resolve host: mail.sda.gov.uz"
api.kelajakuchun.gov.uz,"302"
asdr.gov.uz,"200"
autodiscover.pharm.gov.uz,"404"
autoconfig.pharm.gov.uz,"404"
gov.uz,"307"
kb-business.gov.uz,"SSL certificate problem: certificate has expired"
haj-umra.gov.uz,"200"
ijro.gov.uz,"200"
invest.gov.uz,"302"
dev-authority.hisobot.gov.uz,"302"
dev-api.hisobot.gov.uz,"404"
mail.pharm.gov.uz,"200"
mail.eco.gov.uz,"301"
cdn.hisobot.gov.uz,"404"
new.invest.gov.uz,"Could not resolve host: new.invest.gov.uz"
maslahat.gov.uz,"SSL: no alternative certificate subject name matches target hostname 'maslahat.gov.uz'"
authority.hisobot.gov.uz,"302"
integration.my.gov.uz,"200"
m-eimzo.gov.uz,"404"
project.gov.uz,"Could not resolve host: project.gov.uz"
gitlab.hisobot.gov.uz,"302"
enterprise.outsource.gov.uz,"Could not resolve host: enterprise.outsource.gov.uz"
math.sda.gov.uz,"Could not resolve host: math.sda.gov.uz"
my.gov.uz,"302"
hisobot.gov.uz,"302"
oldparliament.gov.uz,"Could not resolve host: oldparliament.gov.uz"
game.outsource.gov.uz,"Could not resolve host: game.outsource.gov.uz"
migrant.gov.uz,"403"
my3.gov.uz,"Recv failure: Connexion ré-initialisée par le correspondant"
iqac.asr.gov.uz,"302"
flower.haj-umra.gov.uz,"405"
ias.gov.uz,"SSL certificate problem: certificate has expired"
newbusiness.gov.uz,"SSL: no alternative certificate subject name matches target hostname 'newbusiness.gov.uz'"
agro.gov.uz,"400"
reestr.gov.uz,"Could not resolve host: reestr.gov.uz"
portainer.elections.gov.uz,"Could not resolve host: portainer.elections.gov.uz"
license.gov.uz,"200"
repository.gov.uz,"Could not resolve host: repository.gov.uz"
meningkonstitutsiyam.gov.uz,"404"
molodej.gov.uz,"Could not resolve host: molodej.gov.uz"
partner.my.gov.uz,"Recv failure: Connexion ré-initialisée par le correspondant"
gcss.outsource.gov.uz,"200"
minioadmin.haj-umra.gov.uz,"200"
kelajakuchun.gov.uz,"200"
murojaat.sda.gov.uz,"SSL certificate problem: self-signed certificate in certificate chain"
muloqot.gov.uz,"307"
muxlisa.my.gov.uz,"Recv failure: Connexion ré-initialisée par le correspondant"
oldmy.gov.uz,"302"
sda.gov.uz,"Could not resolve host: sda.gov.uz"
oneid.gov.uz,"SSL certificate problem: self-signed certificate"
pd.gov.uz,"SSL certificate problem: unable to get local issuer certificate"
old.parliament.gov.uz,"200"
qaror-ngo.gov.uz,"SSL: no alternative certificate subject name matches target hostname 'qaror-ngo.gov.uz'"
mail.sc.gov.uz,"301"
pharm.gov.uz,"200"
grafana.haj-umra.gov.uz,"403"
mail.asr.gov.uz,"302"
old.suvchi.gov.uz,"Could not resolve host: old.suvchi.gov.uz"
old.ijro.gov.uz,"502"
sentry.my.gov.uz,"Could not resolve host: sentry.my.gov.uz"
parliament.gov.uz,"200"
ngo.gov.uz,"200"
test.ayol.gov.uz,"Could not resolve host: test.ayol.gov.uz"
dkm.gov.uz,"200"
minio.haj-umra.gov.uz,"400"
new.id.gov.uz,"403"
qualityaward.gov.uz,"302"
nsp.gov.uz,"200"
webhook.my.gov.uz,"Could not resolve host: webhook.my.gov.uz"
quiz.outsource.gov.uz,"SSL certificate problem: certificate has expired"
prometheus.haj-umra.gov.uz,"403"
repo.asr.gov.uz,"Could not resolve host: repo.asr.gov.uz"
outsource.gov.uz,"301"
portainer.haj-umra.gov.uz,"403"
old.ach.gov.uz,"302"
site.ach.gov.uz,"Could not resolve host: site.ach.gov.uz"
pr.invest.gov.uz,"SSL: no alternative certificate subject name matches target hostname 'pr.invest.gov.uz'"
sovminrk.gov.uz,"SSL certificate problem: certificate has expired"
svs.outsource.gov.uz,"SSL certificate problem: certificate has expired"
sria.gov.uz,"SSL certificate problem: self-signed certificate"
postal.gov.uz,"302"
regulation.gov.uz,"302"
ssooc.outsource.gov.uz,"Could not resolve host: ssooc.outsource.gov.uz"
raqobat.gov.uz,"200"
sc.gov.uz,"301"
water.gov.uz,"SSL certificate problem: unable to get local issuer certificate"
adm.gov.uz,"Connection timed out after 3001 milliseconds"
repo.gov.uz,"302"
us-uz.gov.uz,"302"
stream-parliament.gov.uz,"404"
vgsch.gov.uz,"SSL certificate problem: certificate has expired"
ad.elections.gov.uz,"Connection timed out after 3001 milliseconds"
admin.outsource.gov.uz,"Operation timed out after 3000 milliseconds with 0 bytes received"
workly.bv.gov.uz,"Could not resolve host: workly.bv.gov.uz"
buka.gov.uz,"Connection timed out after 3000 milliseconds"
calls.103.gov.uz,"Connection timed out after 3002 milliseconds"
bv.gov.uz,"Connection timed out after 3000 milliseconds"
data.gov.uz,"Connection timed out after 3000 milliseconds"
cp.elections.gov.uz,"Connection timed out after 3002 milliseconds"
pay.yetakchi.gov.uz,"200"
www.cmda.gov.uz,"Could not resolve host: www.cmda.gov.uz"
www.dxa.gov.uz,"Could not resolve host: www.dxa.gov.uz"
www.bv.gov.uz,"Could not resolve host: www.bv.gov.uz"
www.eco.gov.uz,"Could not resolve host: www.eco.gov.uz"
sirdaryo.gov.uz,"200"
slab.gov.uz,"200"
suvchi.gov.uz,"Could not resolve host: suvchi.gov.uz"
webmail.sria.gov.uz,"SSL certificate problem: certificate has expired"
events.outsource.gov.uz,"SSL certificate problem: certificate has expired"
test2.outsource.gov.uz,"SSL certificate problem: certificate has expired"
traefik.haj-umra.gov.uz,"403"
store.sda.gov.uz,"Could not resolve host: store.sda.gov.uz"
open.migrant.gov.uz,"200"
itvisa.outsource.gov.uz,"Could not resolve host: itvisa.outsource.gov.uz"
www.arm.gov.uz,"Could not resolve host: www.arm.gov.uz"
tbb.gov.uz,"307"
www.asr.gov.uz,"TLS connect error: error:0A000458:SSL routines::tlsv1 unrecognized name"
www.baraka.gov.uz,"Could not resolve host: www.baraka.gov.uz"
www.haj-umra.gov.uz,"Could not resolve host: www.haj-umra.gov.uz"
webhook.my3.gov.uz,"Recv failure: Connexion ré-initialisée par le correspondant"
www.consul.gov.uz,"Could not resolve host: www.consul.gov.uz"
ws.my3.gov.uz,"Recv failure: Connexion ré-initialisée par le correspondant"
v-nadzor.gov.uz,"Could not resolve host: v-nadzor.gov.uz"
vacancy.gov.uz,"200"
www.email.sda.gov.uz,"Could not resolve host: www.email.sda.gov.uz"
www.db.gov.uz,"Could not resolve host: www.db.gov.uz"
www.e-app.gov.uz,"Could not resolve host: www.e-app.gov.uz"
www.consumer.gov.uz,"Could not resolve host: www.consumer.gov.uz"
www.outsource.gov.uz,"Could not resolve host: www.outsource.gov.uz"
www.oldmy.gov.uz,"Could not resolve host: www.oldmy.gov.uz"
ws.ai.my.gov.uz,"403"
email.sda.gov.uz,"Connection timed out after 3001 milliseconds"
webmail.ach.gov.uz,"200"
ws.my.gov.uz,"404"
www.adm.gov.uz,"Could not resolve host: www.adm.gov.uz"
www.ach.gov.uz,"SSL: no alternative certificate subject name matches target hostname 'www.ach.gov.uz'"
www.suvchi.gov.uz,"Could not resolve host: www.suvchi.gov.uz"
webmail.suvchi.gov.uz,"Could not resolve host: webmail.suvchi.gov.uz"
zero-risk.outsource.gov.uz,"Could not resolve host: zero-risk.outsource.gov.uz"
www.postal.gov.uz,"Could not resolve host: www.postal.gov.uz"
www.muloqot.parliament.gov.uz,"Could not resolve host: www.muloqot.parliament.gov.uz"
www.sc.gov.uz,"Could not resolve host: www.sc.gov.uz"
www.my.gov.uz,"Could not resolve host: www.my.gov.uz"
webmail.asr.gov.uz,"302"
www.iqac.asr.gov.uz,"SSL: no alternative certificate subject name matches target hostname 'www.iqac.asr.gov.uz'"
www.dkm.gov.uz,"200"
xs.gov.uz,"Could not resolve host: xs.gov.uz"
www.antimon.gov.uz,"SSL certificate problem: certificate has expired"
flower.cp.elections.gov.uz,"Connection timed out after 3001 milliseconds"
www.maslahat.gov.uz,"SSL: no alternative certificate subject name matches target hostname 'www.maslahat.gov.uz'"
sez.gov.uz,"500"
flower.elections.gov.uz,"Connection timed out after 3001 milliseconds"
www.raqobat.gov.uz,"Could not resolve host: www.raqobat.gov.uz"
flower.tm.elections.gov.uz,"Connection timed out after 3002 milliseconds"
gbsforum.outsource.gov.uz,"Operation timed out after 3000 milliseconds with 0 bytes received"
www.murojaat.gov.uz,"SSL certificate problem: certificate has expired"
www.oldparliament.gov.uz,"Could not resolve host: www.oldparliament.gov.uz"
gps.103.gov.uz,"Connection timed out after 3002 milliseconds"
www.digital.gov.uz,"SSL: no alternative certificate subject name matches target hostname 'www.digital.gov.uz'"
www.pd.gov.uz,"Could not resolve host: www.pd.gov.uz"
www.mineconomy.gov.uz,"Could not resolve host: www.mineconomy.gov.uz"
www.repo.gov.uz,"Could not resolve host: www.repo.gov.uz"
www.invest.gov.uz,"SSL: no alternative certificate subject name matches target hostname 'www.invest.gov.uz'"
www.ijro.gov.uz,"404"
www.repository.gov.uz,"Could not resolve host: www.repository.gov.uz"
www.sda.gov.uz,"TLS connect error: error:0A000458:SSL routines::tlsv1 unrecognized name"
www.nsp.gov.uz,"SSL: no alternative certificate subject name matches target hostname 'www.nsp.gov.uz'"
zaxira.gov.uz,"SSL certificate problem: certificate has expired"
www.mail.eco.gov.uz,"Could not resolve host: www.mail.eco.gov.uz"
www.sria.gov.uz,"TLS connect error: error:0A000458:SSL routines::tlsv1 unrecognized name"
www.e-visa.gov.uz,"200"
www.store.sda.gov.uz,"Could not resolve host: www.store.sda.gov.uz"
www.email.asr.gov.uz,"Could not resolve host: www.email.asr.gov.uz"
zerorisk.outsource.gov.uz,"SSL certificate problem: certificate has expired"
media.e-saylov.gov.uz,"Connection timed out after 3001 milliseconds"
www.parliament.gov.uz,"SSL: no alternative certificate subject name matches target hostname 'www.parliament.gov.uz'"
www.ias.gov.uz,"SSL certificate problem: certificate has expired"
muloqot.parliament.gov.uz,"Connection timed out after 3001 milliseconds"
www.pin.adm.gov.uz,"Could not resolve host: www.pin.adm.gov.uz"
yetakchi.gov.uz,"Could not resolve host: yetakchi.gov.uz"
www.mail.sc.gov.uz,"Could not resolve host: www.mail.sc.gov.uz"
observers.e-saylov.gov.uz,"Connection timed out after 3001 milliseconds"
www.water.gov.uz,"SSL certificate problem: unable to get local issuer certificate"
opendata.gov.uz,"Connection timed out after 3001 milliseconds"
pa.elections.gov.uz,"Connection timed out after 3000 milliseconds"
www.pm.gov.uz,"SSL certificate problem: certificate has expired"
pin.adm.gov.uz,"Connection timed out after 3000 milliseconds"
pmi.gov.uz,"Connection timed out after 3002 milliseconds"
www.v-nadzor.gov.uz,"Could not resolve host: www.v-nadzor.gov.uz"
portal.sda.gov.uz,"Connection timed out after 3002 milliseconds"
pr.elections.gov.uz,"Connection timed out after 3002 milliseconds"
reforms2022.gov.uz,"Connection timed out after 3002 milliseconds"
rf.elections.gov.uz,"Connection timed out after 3002 milliseconds"
yakkasaroy.gov.uz,"Could not resolve host: yakkasaroy.gov.uz"
work.dkm.gov.uz,"Failed to connect to work.dkm.gov.uz port 443 after 2487 ms: Could not connect to server"
test.outsource.gov.uz,"Connection timed out after 3000 milliseconds"
tm.elections.gov.uz,"Connection timed out after 3001 milliseconds"
traefik.elections.gov.uz,"Connection timed out after 3000 milliseconds"
urmon.gov.uz,"Connection timed out after 3002 milliseconds"
webmail.sda.gov.uz,"Connection timed out after 3000 milliseconds"
yoshlar.gov.uz,"307"
youth.gov.uz,"Could not resolve host: youth.gov.uz"
www.urmon.gov.uz,"Connection timed out after 3001 milliseconds"
