subdomain,http_status,mx
accm.gov.mm,302,10 alt4.aspmx.l.google.com.; 10 mail.inyalearning.com.; 1 aspmx.l.google.com.; 5 alt2.aspmx.l.google.com.; 10 alt3.aspmx.l.google.com.; 5 alt1.aspmx.l.google.com.
admin.ipd.gov.mm,Connection timed out after 3001 milliseconds,none
admin.magway.gov.mm,Could not resolve host: admin.magway.gov.mm,none
admin.mypass.magway.gov.mm,Could not resolve host: admin.mypass.magway.gov.mm,none
admin.visa.ferd.gov.mm,Could not resolve host: admin.visa.ferd.gov.mm,none
adminybps.ycdc.gov.mm,Connection timed out after 3001 milliseconds,none
ais.gov.mm,200,none
api.ipd.gov.mm,Connection timed out after 3001 milliseconds,none
api.magway.gov.mm,Could not resolve host: api.magway.gov.mm,none
api.mypass.magway.gov.mm,Could not resolve host: api.mypass.magway.gov.mm,none
app.ayarwadydevelopment.gov.mm,404,none
app.dica.gov.mm,200,none
app.mcdc.gov.mm,200,none
app.ycdc.gov.mm,200,none
appadmin.mcdc.gov.mm,200,none
ascoja-maja.rrdhrplan.gov.mm,Could not resolve host: ascoja-maja.rrdhrplan.gov.mm,none
asean2014.gov.mm,Connection timed out after 3001 milliseconds,10 webmail.mpt.net.mm.
asset.mcdc.gov.mm,Connection timed out after 3001 milliseconds,none
autodiscover.customs.gov.mm,200,none
autodiscover.dca.gov.mm,400,none
autodiscover.energy.gov.mm,Could not resolve host: autodiscover.energy.gov.mm,none
autodiscover.maccs.gov.mm,Could not resolve host: autodiscover.maccs.gov.mm,none
autodiscover.magwayparliament.gov.mm,Resolving timed out after 3000 milliseconds,none
autodiscover.moee.gov.mm,Could not resolve host: autodiscover.moee.gov.mm,none
autodiscover.mohs.gov.mm,Connection timed out after 3001 milliseconds,none
autodiscover.myanmarcustoms.gov.mm,Could not resolve host: autodiscover.myanmarcustoms.gov.mm,none
autodiscover.rrdhrplan.gov.mm,Could not resolve host: autodiscover.rrdhrplan.gov.mm,none
autodiscover.ulab.gov.mm,Could not resolve host: autodiscover.ulab.gov.mm,none
ayeyarwadyregion.gov.mm,Could not resolve host: ayeyarwadyregion.gov.mm,none
ayeyarwadyregion.moee.gov.mm,Could not resolve host: ayeyarwadyregion.moee.gov.mm,none
bagoregion.gov.mm,200,none
billing.mcdc.gov.mm,200,none
bo.dica.gov.mm,SSL certificate problem: certificate has expired,none
bpi.gov.mm,SSL certificate problem: certificate has expired,10 mx2-hosting.jellyfish.systems.; 20 mx3-hosting.jellyfish.systems.; 5 mx1-hosting.jellyfish.systems.
bsi.gov.mm,Connection timed out after 3002 milliseconds,none
budget.gov.mm,Could not resolve host: budget.gov.mm,none
cbm.gov.mm,200,0 esg.cbm.gov.mm.
childhotline.dsw.gov.mm,200,none
chinparliament.gov.mm,Could not resolve host: chinparliament.gov.mm,none
chinstate.gov.mm,200,10 ALT3.ASPMX.L.GOOGLE.COM.; 5 ALT1.ASPMX.L.GOOGLE.COM.; 1 ASPMX.L.GOOGLE.COM.; 5 ALT2.ASPMX.L.GOOGLE.COM.; 10 ALT4.ASPMX.L.GOOGLE.COM.
cidcyber.gov.mm,Failed to connect to cidcyber.gov.mm port 443 after 459 ms: Could not connect to server,none
cincds.gov.mm,Connection timed out after 3001 milliseconds,none
cirr.gov.mm,Could not resolve host: cirr.gov.mm,none
cirr.rrdhrplan.gov.mm,Could not resolve host: cirr.rrdhrplan.gov.mm,none
cn.tourism.gov.mm,Could not resolve host: cn.tourism.gov.mm,none
commerce.gov.mm,200,none
constitutionaltribunal.gov.mm,Connection timed out after 3002 milliseconds,none
