subdomain,parent_domain,http_status,mx
acedemie.diplomatie.gov.mr,gov.mr,SSL certificate problem: self-signed certificate in certificate chain,none
admin.elearning.gov.mr,gov.mr,Connection timed out after 3002 milliseconds,none
admin.services.consulatrimcasa.diplomatie.gov.mr,gov.mr,SSL certificate problem: unable to get local issuer certificate,none
affairesislamiques.gov.mr,gov.mr,Connection timed out after 3001 milliseconds,10 affairesislamiques-gov-mr.mail.protection.outlook.com.
agriculture.gov.mr,gov.mr,301,10 agriculture-gov-mr.mail.protection.outlook.com.
albarka.taazour.gov.mr,gov.mr,200,none
amt.taazour.gov.mr,gov.mr,200,none
anesp.gov.mr,gov.mr,Connection timed out after 3002 milliseconds,0 anesp-gov-mr.mail.protection.outlook.com.
annuaire.mtnima.gov.mr,gov.mr,Could not resolve host: annuaire.mtnima.gov.mr,none
anrpts.gov.mr,gov.mr,500,10 anrpts-gov-mr.mail.protection.outlook.com.
apache.stt-pp.e-tax.impots.gov.mr,gov.mr,SSL certificate problem: self-signed certificate,none
api-houwiyeti.anrpts.gov.mr,gov.mr,500,none
api.demo.e-tax.impots.gov.mr,gov.mr,SSL certificate problem: self-signed certificate,none
api.himayeti.gov.mr,gov.mr,404,none
api.masef.gov.mr,gov.mr,404,none
api.portailpbf.gov.mr,gov.mr,Connection timed out after 3002 milliseconds,none
api.stt-demo.e-tax.impots.gov.mr,gov.mr,SSL certificate problem: self-signed certificate,none
api.stt-dev1.stt-pp.e-tax.impots.gov.mr,gov.mr,SSL certificate problem: self-signed certificate,none
api.stt-pp.e-tax.impots.gov.mr,gov.mr,401,none
api.stt-uat.stt-dev.impots.gov.mr,gov.mr,SSL certificate problem: self-signed certificate,none
api.stt.e-tax.impots.gov.mr,gov.mr,401,none
apim.gov.mr,gov.mr,200,10 apim-gov-mr.mail.protection.outlook.com.
archive.diplomatie.gov.mr,gov.mr,SSL certificate problem: self-signed certificate,none
assainissement.gov.mr,gov.mr,SSL certificate problem: self-signed certificate in certificate chain,0 assainissement-gov-mr.mail.protection.outlook.com.
auth.services.consulatrimcasa.diplomatie.gov.mr,gov.mr,SSL certificate problem: unable to get local issuer certificate,none
autodiscover.elearning.gov.mr,gov.mr,Could not resolve host: autodiscover.elearning.gov.mr,none
autodiscover.prs-mesrs.gov.mr,gov.mr,Could not resolve host: autodiscover.prs-mesrs.gov.mr,none
autodiscover.tekwini.gov.mr,gov.mr,Could not resolve host: autodiscover.tekwini.gov.mr,none
avisrs.taazour.gov.mr,gov.mr,200,none
awqaf.gov.mr,gov.mr,SSL certificate problem: self-signed certificate in certificate chain,10 webmail.mauritanie.mr.
backend-temwin.csa.gov.mr,gov.mr,SSL certificate problem: self-signed certificate in certificate chain,none
backend.sigerh.education.gov.mr,gov.mr,404,none
bnm.gov.mr,gov.mr,200,none
bulletin.education.gov.mr,gov.mr,200,none
bulletin.sante.gov.mr,gov.mr,301,none
ca.gov.mr,gov.mr,200,none
candidature.cnc.gov.mr,gov.mr,302,none
cdd.gov.mr,gov.mr,200,10 smtp.cdd.gov.mr.
cdhahrsc.gov.mr,gov.mr,200,0 cdhahrsc-gov-mr.mail.protection.outlook.com.
cdn.gov.mr,gov.mr,400,none
