hostname,score,sources,label,level
ami.mr,7,wikidata;wikidata,Mauritanian Information Agency | Mauritanian News Agency,
assembleenationale.mr,7,wikidata;wikidata,National Assembly,central
tdm.mr,7,wikidata;wikidata,Broadcasting of Mauritania,
ansade.mr,4,wikidata,"National Agency for Statistics, Demographic and Economic Analysis",central
bcm.mr,4,wikidata,Central Bank of Mauritania,
cndh.mr,4,wikidata,National Human Rights Commission of Mauritania,
cnla.mr,4,wikidata,Centre National de Lutte Antiacridienne,
gendarmerie.mr,4,wikidata,Law enforcement in Mauritania,
mr.usembassy.gov,4,wikidata,"Embassy of the United States, Nouakchott",central
ons.mr,4,wikidata,Office National de la Statistique,central
palemb.mr,4,wikidata,"Embassy of the State of Palestine, Nouakchott",central
ccfr.rimpresse.com,3,wikidata,Q19885895,central
eeas.europa.eu,3,wikidata,Delegation of the European Union to Mauritania,
mauritanie.mid.ru,3,wikidata,embassy of Russia in Mauritania,central
mr.ambafrance.org,3,wikidata,"Embassy of France, Nouakchott",central
nouakchott.diplo.de,3,wikidata,"Embassy of Germany, Nouakchott",central
