hostname,score,sources,label,level
clerus.va,7,wikidata;wikidata,Dicastery for the Clergy,
comunicazione.va,7,wikidata;wikidata,Dicastery for Communication,
congregazionevescovi.va,7,wikidata;wikidata,Dicastery for Bishops,
dicasteryinterreligious.va,7,wikidata;wikidata,Dicastery for Interreligious Dialogue,
humandevelopment.va,7,wikidata;wikidata,Dicastery for Promoting Integral Human Development,
laityfamilylife.va,7,wikidata;wikidata,"Dicastery for Laity, Family and Life",
archivioapostolicovaticano.va,4,wikidata,Vatican Apostolic Archives,
asif.va,4,wikidata,Financial Information Authority,
ulsa.va,4,wikidata,Labour Office of the Apostolic See,
vaticanlibrary.va,4,wikidata,Vatican Library,
palvaticanembassy.org,3,wikidata,embassy of the State of Palestine to the Holy See,central
pontificiaacademialatinitatis.org,3,wikidata,Pontifical Academy for Latin,
vaticanstate.va,2,wikidata;wikidata;wikidata;wikidata;wikidata;wikidata;wikidata,Governorate of Vatican City State | Pontifical Commission for the Vatican City State | Corps of Gendarmerie of Vatican City,central
