hostname,http_status,mx
af.ambafrance.org,301,none
afghanistan.diplo.de,200,none
aihrc.org.af,ConnectException,none
eeas.europa.eu,200,10 mxb-00338601.gslb.pphosted.com.; 10 mxa-00338601.gslb.pphosted.com.
emro.who.int,ConnectException,none
finlandabroad.fi,301,10 mail.valtori.fi.
mfa.bg,302,0 mfa-bg.mail.protection.outlook.com.
mzv.cz,302,10 mzvczemta06.mzv.cz.; 50 mzvczemta05.mzv.cz.
nederlandwereldwijd.nl,301,0 .
norway.no,301,0 mx.domeneshop.no.
pakembassykabul.org,200,none
parliament.af,ConnectException,none
swedenabroad.se,301,none
unesco.org,302,20 unesco-org.mail.protection.outlook.com.
