hostname,score,sources,label,level
skupstina.me,7,wikidata;wikidata,Parliament of Montenegro,central
isusovci.hr,6,wikidata;wikidata,Croatian province of the Society of Jesus,
sudovi.me,6,wikidata,Supreme Court of Montenegro,central
ambasadabih.me,4,wikidata,embassy of Bosnia and Herzegovina in Montenegro,central
anb.me,4,wikidata,National Security Agency,central
dacg.me,4,wikidata,State Archives of Montenegro,
me.usembassy.gov,4,wikidata,embassy of the United States in Montenegro,central
metrologija.me,4,wikidata,Montenegrin Bureau of Metrology,
mofaic.gov.ae,4,wikidata,Embassy of the United Arab Emirates in Montenegro,central
nb-cg.me,4,wikidata,"National Library of Montenegro ""Đurđe Crnojević""",
podgorica.mfa.gov.hu,4,wikidata,embassy of Hungary in Montenegro,central
ambasadat.net,3,wikidata,"Embassy of Kosovo, Podgorica",central
cb-mn.org,3,wikidata,Central Bank of Montenegro,
eeas.europa.eu,3,wikidata,Delegation of the European Union to Montenegro,
me.ambafrance.org,3,wikidata,"Embassy of France, Podgorica",central
me.chineseembassy.org,3,wikidata,"Embassy of the People's Republic of China, Podgorica",central
me.mvep.hr,3,wikidata,"Embassy of Croatia, Podgorica",central
mfa.bg,3,wikidata,embassy of Bulgaria in Montenegro,central
mfa.gr,3,wikidata,embassy of Greece in Montenegro,central
montenegro.mid.ru,3,wikidata,embassy of Russia in Montenegro,central
mzv.cz,3,wikidata,embassy of the Czech republic in Montenegro,central
mzv.sk,3,wikidata,embassy of Slovakia in Montenegro,central
podgorica.diplo.de,3,wikidata,"Embassy of Germany, Podgorica",central
podgorica.mae.ro,3,wikidata,embassy of Romania in Montenegro,central
podgorica.veleposlanistvo.si,3,wikidata,"Embassy of Slovenia, Podgorica",central
prona.org,3,wikidata,Prona,
