field,text
country_name,"Commonwealth of The Bahamas"
government_type,"parliamentary democracy under a constitutional monarchy; a Commonwealth realm"
capital,"Nassau"
chief_of_state,"King CHARLES III (since 8 September 2022); represented by Governor-General Cynthia A. PRATT (since 1 September 2023)"
head_of_government,"Prime Minister Philip Edward DAVIS (since 17 September 2021)"
judicial_highest_courts,"Court of Appeal (consists of the court president and 6 justices, organized in 3-member panels); Supreme Court (consists of the chief justice and 19 justices)"
constitution_history,"previous 1964 (pre-independence); latest adopted 20 June 1973, effective 10 July 1973"
