subdomain,http_status
atlas.heritage.gov.rs,"Could not resolve host: atlas.heritage.gov.rs"
autodiscover.kzbpd.gov.rs,"Could not resolve host: autodiscover.kzbpd.gov.rs"
autodiscover.srbatom.gov.rs,"Could not resolve host: autodiscover.srbatom.gov.rs"
bitwarden.trezor.gov.rs,"Could not resolve host: bitwarden.trezor.gov.rs"
av.gov.rs,"Could not resolve host: av.gov.rs"
abs.gov.rs,"302"
autodiscover.pim.gov.rs,"Could not resolve host: autodiscover.pim.gov.rs"
aul.gov.rs,"SSL certificate problem: unable to get local issuer certificate"
beokomadmin.beograd.gov.rs,"Could not resolve host: beokomadmin.beograd.gov.rs"
autodiscover.rha.gov.rs,"Could not resolve host: autodiscover.rha.gov.rs"
cpanel.inspektor.gov.rs,"Could not resolve host: cpanel.inspektor.gov.rs"
akreditacija.gov.rs,"200"
autodiscover.obnova.gov.rs,"Failed to connect to autodiscover.obnova.gov.rs port 443 after 123 ms: Could not connect to server"
auth.uzzpro.gov.rs,"Could not resolve host: auth.uzzpro.gov.rs"
autodiscover.kosovskomitrovacki.okrug.gov.rs,"Could not resolve host: autodiscover.kosovskomitrovacki.okrug.gov.rs"
autodiscover.kompenzacionifond.gov.rs,"Could not resolve host: autodiscover.kompenzacionifond.gov.rs"
autodiscover.gov.rs,"302"
apr.gov.rs,"500"
autodiscover.mprrpp.gov.rs,"Could not resolve host: autodiscover.mprrpp.gov.rs"
autodiscover.purs.gov.rs,"TLS connect error: error:0A000152:SSL routines::unsafe legacy renegotiation disabled"
app.mojdoktor.gov.rs,"302"
adfs.fppd.minrzs.gov.rs,"404"
cpanel.pim.gov.rs,"Could not resolve host: cpanel.pim.gov.rs"
apps.ramrrs.gov.rs,"200"
activesync.mpn.gov.rs,"401"
arhiva.srbija-info.gov.rs,"403"
appc.fppd.minrzs.gov.rs,"307"
cpanel.psf.vojvodina.gov.rs,"Could not resolve host: cpanel.psf.vojvodina.gov.rs"
arhiva.serbia.gov.rs,"200"
autodiscover.inspektor.gov.rs,"Empty reply from server"
cpanel.obnova.gov.rs,"Could not resolve host: cpanel.obnova.gov.rs"
autodiscover.branicevski.okrug.gov.rs,"400"
access.vojvodina.gov.rs,"SSL: no alternative certificate subject name matches target hostname 'access.vojvodina.gov.rs'"
cpanel.mladenovac.gov.rs,"200"
cpanel.pirotski.okrug.gov.rs,"200"
cpanel.rasinski.okrug.gov.rs,"200"
cpanel.kompenzacionifond.gov.rs,"200"
comms.sec.gov.rs,"301"
alsu.gov.rs,"200"
apv-visokoobrazovanje.vojvodina.gov.rs,"Could not resolve host: apv-visokoobrazovanje.vojvodina.gov.rs"
autodiscover.poreskauprava.gov.rs,"Could not resolve host: autodiscover.poreskauprava.gov.rs"
autodiscover.ekoplan.gov.rs,"Could not resolve host: autodiscover.ekoplan.gov.rs"
autodiscover.rdrr.gov.rs,"Could not resolve host: autodiscover.rdrr.gov.rs"
autodiscover.kapitalnaulaganja.vojvodina.gov.rs,"Could not resolve host: autodiscover.kapitalnaulaganja.vojvodina.gov.rs"
