subdomain,mx
abuja.mirco.gov.na,none
acc.gov.na,20 themis.grnnet.gov.na.; 30 themis01.grnnet.gov.na.
access.hosted.gov.na,none
access.jud.gov.na,none
access.mawf.gov.na,none
access.mfmr.gov.na,none
access.mgecw.gov.na,none
access.mha.gov.na,none
access.mict.gov.na,none
access.mme.gov.na,none
access.moe.gov.na,none
access.mof.gov.na,none
access.moj.gov.na,none
access.mol.gov.na,dig error
access.mova.gov.na,none
access.ncs.gov.na,none
access.oag.gov.na,none
access.op.gov.na,none
access.opm.gov.na,none
accra.mirco.gov.na,none
aclrr.gov.na,30 themis01.grnnet.gov.na.; 20 themis.grnnet.gov.na.
addis.mirco.gov.na,none
ag.gov.na,30 themis01.grnnet.gov.na.; 20 themis.grnnet.gov.na.
algiers.mirco.gov.na,none
apsd.gov.na,dig error
aroabvc.gov.na,20 themis.grnnet.gov.na.; 30 themis01.grnnet.gov.na.
autodiscover.gov.na,dig error
autodiscover.jud.gov.na,none
autodiscover.mawf.gov.na,none
autodiscover.mfa.gov.na,none
autodiscover.mfmr.gov.na,none
autodiscover.mgecw.gov.na,none
autodiscover.mha.gov.na,none
autodiscover.mhss.gov.na,none
autodiscover.mict.gov.na,none
autodiscover.mlr.gov.na,none
autodiscover.mme.gov.na,dig error
autodiscover.moe.gov.na,none
autodiscover.mof.gov.na,none
autodiscover.moj.gov.na,none
autodiscover.mol.gov.na,dig error
autodiscover.mova.gov.na,dig error
autodiscover.nampol.gov.na,none
autodiscover.ncs.gov.na,none
autodiscover.npc.gov.na,none
autodiscover.op.gov.na,none
autodiscover.opm.gov.na,none
autodiscover.parliament.gov.na,dig error
av.jud.gov.na,none
av.mawf.gov.na,none
av.mfa.gov.na,none
av.mfmr.gov.na,none
av.mgecw.gov.na,none
av.mha.gov.na,none
av.moe.gov.na,dig error
av.mof.gov.na,dig error
av.moj.gov.na,none
av.mol.gov.na,none
av.mova.gov.na,none
av.ncs.gov.na,none
av.op.gov.na,none
av.opm.gov.na,none
beijing.mirco.gov.na,none
berlin.mirco.gov.na,none
brasilia.mirco.gov.na,none
brazzaville.mirco.gov.na,none
brussels.mirco.gov.na,none
cairo.mirco.gov.na,none
capetown.mirco.gov.na,none
cbmis.gov.na,none
cbmis1.gov.na,none
cbmisrt.gov.na,none
cpanel.investnamibia.gov.na,dig error
cpanel.moe.gov.na,none
cpcalendars.moe.gov.na,none
cpcontacts.moe.gov.na,none
crnot.gov.na,none
crnot1.gov.na,none
csedge01.hosted.gov.na,none
cwd.gov.na,none
dailin.mfa.gov.na,none
dailin.opm.gov.na,none
dakar.mirco.gov.na,none
daressalaam.mirco.gov.na,none
dashboards.mhss.gov.na,none
decentralisation.gov.na,none
dev.ictexperts.gov.na,none
dhis2dev.mhss.gov.na,none
dhis2training.mhss.gov.na,none
dialin.opm.gov.na,none
eapp1.gov.na,none
eapp2.gov.na,none
eapp3.gov.na,none
edrms.gov.na,none
egov.gov.na,none
egovservicedesk.gov.na,none
egp1.gov.na,none
egp2.gov.na,none
egpadmin.gov.na,dig error
eia.met.gov.na,none
eprocurement.gov.na,none
erecruit-mfpe.gov.na,none
erongorc.gov.na,none
eservice.gov.na,dig error
etbmanager.mhss.gov.na,none
exc01.npc.gov.na,none
exc02.npc.gov.na,dig error
feweb.mfa.gov.na,none
fns.gov.na,dig error
gaborone.mirco.gov.na,none
gbvs.gov.na,none
gbvs2.gov.na,none
gcs.gov.na,none
gcs2.gov.na,none
gcsadmin.gov.na,none
geneva.mirco.gov.na,none
gov.na,none
governors.gov.na,none
grn.gov.na,none
grnnet.gov.na,none
harare.mirco.gov.na,none
hardaprc.gov.na,none
havana.mirco.gov.na,none
healthcareportal.gov.na,none
helsinki.mirco.gov.na,none
hie-auth.mhss.gov.na,none
hie.mhss.gov.na,none
hmis.gov.na,none
hmis.mhss.gov.na,dig error
hosted.gov.na,none
hostededg01.hosted.gov.na,none
hostededg02.hosted.gov.na,none
htstracker.mhss.gov.na,none
ictexperts.gov.na,none
ictsummit.gov.na,none
ifms-mpe.gov.na,none
inpatient.hmis.gov.na,none
investnamibia.gov.na,none
ipms.gov.na,none
isas.gov.na,none
isas2.gov.na,none
karasrc.gov.na,none
kavangoeastrc.gov.na,none
kavangowestrc.gov.na,20 themis.grnnet.gov.na.; 30 themis01.grnnet.gov.na.
khomasrc.gov.na,none
kinshasa.mirco.gov.na,none
koesvc.gov.na,none
kualalumpur.mirco.gov.na,none
kunenerc.gov.na,none
legalaid.gov.na,30 themis01.grnnet.gov.na.; 20 themis.grnnet.gov.na.
london.mirco.gov.na,none
luanda.mirco.gov.na,none
lusaka.mirco.gov.na,none
lyncdiscover.ag.gov.na,none
lyncdiscover.jud.gov.na,none
lyncdiscover.mawf.gov.na,none
lyncdiscover.mfa.gov.na,none
lyncdiscover.mfmr.gov.na,none
lyncdiscover.mgecw.gov.na,none
lyncdiscover.mha.gov.na,dig error
lyncdiscover.mhss.gov.na,none
lyncdiscover.mict.gov.na,none
lyncdiscover.mme.gov.na,none
lyncdiscover.moe.gov.na,none
lyncdiscover.mof.gov.na,none
lyncdiscover.moj.gov.na,none
lyncdiscover.mol.gov.na,none
lyncdiscover.mova.gov.na,none
lyncdiscover.mpe.gov.na,none
lyncdiscover.mpesw.gov.na,none
lyncdiscover.ncs.gov.na,none
lyncdiscover.oag.gov.na,none
lyncdiscover.op.gov.na,none
lyncdiscover.opg.gov.na,none
lyncdiscover.opm.gov.na,none
lyncweb.mfa.gov.na,none
lyncweb.opm.gov.na,none
maginalisedcommunities.gov.na,none
mail.gov.na,30 themis01.grnnet.gov.na.; 20 themis.grnnet.gov.na.
mail.investnamibia.gov.na,none
mail.mfa.gov.na,none
mail.mhss.gov.na,none
mail.mlr.gov.na,none
mail.moe.gov.na,none
mail.nampol.gov.na,none
mail.npc.gov.na,none
mail.parliament.gov.na,none
mail.pilot-rc.gov.na,none
malaria.mhss.gov.na,none
mawf.gov.na,none
mawlr.gov.na,30 themis01.grnnet.gov.na.; 20 themis.grnnet.gov.na.
meet.gov.na,none
meet.jud.gov.na,none
meet.mawf.gov.na,none
meet.mfa.gov.na,none
meet.mfmr.gov.na,none
meet.mha.gov.na,none
meet.mict.gov.na,none
meet.mme.gov.na,dig error
meet.moe.gov.na,none
meet.mof.gov.na,none
meet.moj.gov.na,none
meet.mol.gov.na,none
meet.mova.gov.na,none
meet.mpe.gov.na,none
meet.mss.gov.na,none
meet.mwt.gov.na,none
meet.ncs.gov.na,none
meet.op.gov.na,none
meet.opm.gov.na,none
meft.gov.na,none
meiysac.gov.na,none
menongue.mirco.gov.na,none
mfa.gov.na,30 themis01.grnnet.gov.na.; 20 themis.grnnet.gov.na.
mfl.mhss.gov.na,none
mfmr.gov.na,none
mfpe.gov.na,20 themis.grnnet.gov.na.; 30 themis01.grnnet.gov.na.
mgecw.gov.na,none
mgepesw.gov.na,30 themis01.grnnet.gov.na.; 20 themis.grnnet.gov.na.
mha.gov.na,20 themis.grnnet.gov.na.; 30 themis01.grnnet.gov.na.
mhaiss.gov.na,none
mheti.gov.na,none
mhss.gov.na,none
mict.gov.na,30 themis01.grnnet.gov.na.; 20 themis.grnnet.gov.na.
mime.gov.na,none
mirco.gov.na,none
mirt.gov.na,none
missionpdr.mirco.gov.na,none
missions.mirco.gov.na,none
missionspdr.mirco.gov.na,none
mit.gov.na,20 themis.grnnet.gov.na.; 20 themis01.grnnet.gov.na.
mlr.gov.na,none
mme.gov.na,none
mod.gov.na,none
modfs.gov.na,none
modva.gov.na,none
moe.gov.na,30 themis01.grnnet.gov.na.; 20 themis.grnnet.gov.na.
mof.gov.na,30 themis01.grnnet.gov.na.; 20 themis.grnnet.gov.na.
moj.gov.na,none
mojlr.gov.na,30 themis01.grnnet.gov.na.; 20 themis.grnnet.gov.na.
mol.gov.na,none
moscow.mirco.gov.na,none
msyns.gov.na,none
murd.gov.na,30 themis01.grnnet.gov.na.; 20 themis.grnnet.gov.na.
mwt-daaii.gov.na,dig error
mwt.gov.na,20 themis.grnnet.gov.na.; 30 themis01.grnnet.gov.na.
nam-whkparex01.parliament.gov.na,none
namdiaspora.gov.na,none
namibiacovid19.gov.na,none
namibiasport.gov.na,30 themis01.grnnet.gov.na.; 20 themis.grnnet.gov.na.
namibiatradeinformationportal.gov.na,none
namibiatradeportal.gov.na,none
nampol.gov.na,none
nan.gov.na,none
ncs.gov.na,none
ndw.mhss.gov.na,none
neptune.gov.na,none
newdelhi.mirco.gov.na,none
newyork.mirco.gov.na,none
nfc.gov.na,dig error
nhtn-libra.mhss.gov.na,none
nieis.namibiaatwork.gov.na,none
nln.gov.na,none
nmrc.gov.na,none
npc.gov.na,none
nrpa.gov.na,none
nycs-mis.gov.na,none
oag.gov.na,30 themis01.grnnet.gov.na.; 20 themis.grnnet.gov.na.
ohangwenarc.gov.na,30 themis01.grnnet.gov.na.; 20 themis.grnnet.gov.na.
omahekerc.gov.na,dig error
omusatirc.gov.na,20 themis.grnnet.gov.na.; 30 themis01.grnnet.gov.na.
ondjiva.mirco.gov.na,none
op.gov.na,30 themis01.grnnet.gov.na.; 20 themis.grnnet.gov.na.
opg.gov.na,30 themis01.grnnet.gov.na.; 20 themis.grnnet.gov.na.
opm.gov.na,20 themis.grnnet.gov.na.; 30 themis01.grnnet.gov.na.
oshanarc.gov.na,30 themis01.grnnet.gov.na.; 20 themis.grnnet.gov.na.
