subdomain,http_status,mx
admin.payroll.gov.lr,Resolving timed out after 3001 milliseconds,none
api.efd.lra.gov.lr,Connection timed out after 3000 milliseconds,none
application.lbr.gov.lr,Connection timed out after 3002 milliseconds,none
arcgis1.lisgis.gov.lr,Could not resolve host: arcgis1.lisgis.gov.lr,none
archive.lcaa.gov.lr,Could not resolve host: archive.lcaa.gov.lr,none
asycuda.lra.gov.lr,403,none
ataps2.mfdp.gov.lr,SSL certificate problem: unable to get local issuer certificate,none
autodiscover.gac.gov.lr,SSL: no alternative certificate subject name matches target hostname 'autodiscover.gac.gov.lr',none
autodiscover.lisa.gov.lr,400,none
autodiscover.nphil.gov.lr,Could not resolve host: autodiscover.nphil.gov.lr,none
autodiscover.nrf.gov.lr,400,none
backend.efd.lra.gov.lr,Connection timed out after 3001 milliseconds,none
beta.epa.gov.lr,Could not resolve host: beta.epa.gov.lr,none
betasite.epa.gov.lr,Could not resolve host: betasite.epa.gov.lr,none
bi-pg.efd.lra.gov.lr,Connection timed out after 3002 milliseconds,none
bi.efd.lra.gov.lr,Connection timed out after 3001 milliseconds,none
bi2.efd.lra.gov.lr,Connection timed out after 3001 milliseconds,none
bitcoinsociety.lnp.gov.lr,Resolving timed out after 3001 milliseconds,none
bitcoinsup.lerc.gov.lr,403,none
brims.moh.gov.lr,Could not resolve host: brims.moh.gov.lr,none
bulletin.nsa.gov.lr,Could not resolve host: bulletin.nsa.gov.lr,none
cari.gov.lr,200,0 cari.gov.lr.
census.lisgis.gov.lr,403,none
cms.crc.gov.lr,Resolving timed out after 3001 milliseconds,none
cms.fda.gov.lr,Resolving timed out after 3001 milliseconds,none
cms.gsa.gov.lr,403,none
cndra.gov.lr,Could not resolve host: cndra.gov.lr,none
congotown.gov.lr,Connection timed out after 3002 milliseconds,10 mail.congotown.gov.lr.
cpanel.efd.lra.gov.lr,SSL: no alternative certificate subject name matches target hostname 'cpanel.efd.lra.gov.lr',none
cpanel.emansion.gov.lr,SSL: no alternative certificate subject name matches target hostname 'cpanel.emansion.gov.lr',none
cpanel.gac.gov.lr,Could not resolve host: cpanel.gac.gov.lr,none
cpanel.lisa.gov.lr,500,none
cpanel.lmhra.gov.lr,200,none
cpanel.lra.gov.lr,403,none
cpanel.nphil.gov.lr,200,none
cpanel.nrf.gov.lr,200,none
cpcalendars.efd.lra.gov.lr,SSL: no alternative certificate subject name matches target hostname 'cpcalendars.efd.lra.gov.lr',none
cpcalendars.gac.gov.lr,Could not resolve host: cpcalendars.gac.gov.lr,none
cpcalendars.lisa.gov.lr,500,none
cpcalendars.lmhra.gov.lr,403,none
cpcalendars.lra.gov.lr,403,none
cpcalendars.nphil.gov.lr,Could not resolve host: cpcalendars.nphil.gov.lr,none
cpcalendars.nrf.gov.lr,401,none
cpcontacts.efd.lra.gov.lr,SSL: no alternative certificate subject name matches target hostname 'cpcontacts.efd.lra.gov.lr',none
cpcontacts.gac.gov.lr,Could not resolve host: cpcontacts.gac.gov.lr,none
cpcontacts.lisa.gov.lr,500,none
cpcontacts.lmhra.gov.lr,403,none
cpcontacts.lra.gov.lr,403,none
cpcontacts.nphil.gov.lr,Could not resolve host: cpcontacts.nphil.gov.lr,none
cpcontacts.nrf.gov.lr,401,none
crc.gov.lr,Resolving timed out after 3002 milliseconds,none
csa.gov.lr,200,none
