subdomain,http_status
2016.presidentofnepal.gov.np,"Could not resolve host: 2016.presidentofnepal.gov.np"
abpp.gov.np,"Connection timed out after 3001 milliseconds"
adbl.gov.np,"Resolving timed out after 3002 milliseconds"
admin.mof.gov.np,"Resolving timed out after 3002 milliseconds"
admincourt.gov.np,"Connection timed out after 3001 milliseconds"
aepc.gov.np,"Resolving timed out after 3002 milliseconds"
aet.aepc.gov.np,"Resolving timed out after 3001 milliseconds"
ag.gov.np,"Connection timed out after 3001 milliseconds"
agriextension.gov.np,"SSL: no alternative certificate subject name matches target hostname 'agriextension.gov.np'"
aicc.gov.np,"Resolving timed out after 3001 milliseconds"
aitc.gov.np,"Resolving timed out after 3001 milliseconds"
ampcnaktajhij.gov.np,"200"
apf.gov.np,"Operation timed out after 3002 milliseconds with 0 bytes received"
apps.doind.gov.np,"Connection timed out after 3001 milliseconds"
aqojnk.gov.np,"Resolving timed out after 3001 milliseconds"
archive.old.tourism.gov.np,"Resolving timed out after 3001 milliseconds"
asha.gov.np,"Resolving timed out after 3001 milliseconds"
attorneygeneral.gov.np,"SSL certificate problem: certificate has expired"
autodiscover.aqojnk.gov.np,"Resolving timed out after 3001 milliseconds"
autodiscover.bhairahawa.aqo.gov.np,"Resolving timed out after 3001 milliseconds"
autodiscover.brch.dhm.gov.np,"Could not resolve host: autodiscover.brch.dhm.gov.np"
autodiscover.caanepal.gov.np,"Connection timed out after 3002 milliseconds"
autodiscover.cftec.gov.np,"Resolving timed out after 3001 milliseconds"
autodiscover.chitwannationalpark.gov.np,"Resolving timed out after 3002 milliseconds"
autodiscover.cjcc.gov.np,"Could not resolve host: autodiscover.cjcc.gov.np"
autodiscover.ddcmakwanpurbids.gov.np,"Could not resolve host: autodiscover.ddcmakwanpurbids.gov.np"
autodiscover.dfogorkha.gov.np,"Could not resolve host: autodiscover.dfogorkha.gov.np"
autodiscover.dhanusha.dos.gov.np,"Resolving timed out after 3001 milliseconds"
autodiscover.dlsomustang.gov.np,"Resolving timed out after 3001 milliseconds"
autodiscover.dofdocs.gov.np,"Could not resolve host: autodiscover.dofdocs.gov.np"
autodiscover.dolidar.gov.np,"Resolving timed out after 3001 milliseconds"
autodiscover.dsco-rasuwa.gov.np,"Could not resolve host: autodiscover.dsco-rasuwa.gov.np"
autodiscover.dscwm.gov.np,"Resolving timed out after 3001 milliseconds"
autodiscover.dwd.gov.np,"Could not resolve host: autodiscover.dwd.gov.np"
autodiscover.fszdhanusha.gov.np,"Resolving timed out after 3001 milliseconds"
autodiscover.gwrdb.gov.np,"Could not resolve host: autodiscover.gwrdb.gov.np"
autodiscover.hemajavdc.gov.np,"Could not resolve host: autodiscover.hemajavdc.gov.np"
autodiscover.hydrology.gov.np,"Resolving timed out after 3002 milliseconds"
autodiscover.iponepal.gov.np,"Resolving timed out after 3001 milliseconds"
autodiscover.kalaiyamunicipality.gov.np,"Could not resolve host: autodiscover.kalaiyamunicipality.gov.np"
autodiscover.klib.gov.np,"Could not resolve host: autodiscover.klib.gov.np"
autodiscover.man.gov.np,"Resolving timed out after 3001 milliseconds"
autodiscover.moen.gov.np,"Could not resolve host: autodiscover.moen.gov.np"
autodiscover.mof.gov.np,"Resolving timed out after 3001 milliseconds"
autodiscover.moir.gov.np,"Could not resolve host: autodiscover.moir.gov.np"
autodiscover.munbiratnagar.gov.np,"Could not resolve host: autodiscover.munbiratnagar.gov.np"
autodiscover.mundamakbids.gov.np,"Could not resolve host: autodiscover.mundamakbids.gov.np"
autodiscover.mundhankuta.gov.np,"Could not resolve host: autodiscover.mundhankuta.gov.np"
autodiscover.mundharanbids.gov.np,"Resolving timed out after 3001 milliseconds"
autodiscover.munghorahi.gov.np,"Could not resolve host: autodiscover.munghorahi.gov.np"
autodiscover.munhetaudabids.gov.np,"SSL: no alternative certificate subject name matches target hostname 'autodiscover.munhetaudabids.gov.np'"
autodiscover.munilambids.gov.np,"Could not resolve host: autodiscover.munilambids.gov.np"
autodiscover.munkhandbari.gov.np,"Could not resolve host: autodiscover.munkhandbari.gov.np"
autodiscover.munpokharabids.gov.np,"Could not resolve host: autodiscover.munpokharabids.gov.np"
autodiscover.munwaling.gov.np,"Could not resolve host: autodiscover.munwaling.gov.np"
autodiscover.nddb.gov.np,"Resolving timed out after 3002 milliseconds"
autodiscover.nwsc.gov.np,"Could not resolve host: autodiscover.nwsc.gov.np"
autodiscover.plantpatho-narc.gov.np,"Resolving timed out after 3001 milliseconds"
autodiscover.rarslumle.gov.np,"Resolving timed out after 3001 milliseconds"
autodiscover.rhizobium.gov.np,"Resolving timed out after 3002 milliseconds"
autodiscover.tourismbirgunj.gov.np,"Resolving timed out after 3001 milliseconds"
autodiscover.vftc.gov.np,"Could not resolve host: autodiscover.vftc.gov.np"
