subdomain,parent_domain,http_status
a.alicorn.gov.cz,gov.cz,Could not resolve host: a.alicorn.gov.cz
absolventi.gov.cz,gov.cz,Could not resolve host: absolventi.gov.cz
ac.mids.gov.cz,gov.cz,302
account.nukib.gov.cz,gov.cz,302
account.staging.nukib.gov.cz,gov.cz,403
admin.gov.cz,gov.cz,Could not resolve host: admin.gov.cz
admin.pruvodcepripojenim.gov.cz,gov.cz,SSL certificate problem: certificate has expired
admin.smlouvy.gov.cz,gov.cz,302
admin.testrs.gov.cz,gov.cz,302
adresy.ctu.gov.cz,gov.cz,200
ags.cuzk.gov.cz,gov.cz,301
aise-rpp-ais-test.egon.gov.cz,gov.cz,Could not resolve host: aise-rpp-ais-test.egon.gov.cz
aisp-rpp-ais-test.egon.gov.cz,gov.cz,Could not resolve host: aisp-rpp-ais-test.egon.gov.cz
aisp1-rpp-ais-test.egon.gov.cz,gov.cz,Could not resolve host: aisp1-rpp-ais-test.egon.gov.cz
aisp1-rpp-ais.egon.gov.cz,gov.cz,Could not resolve host: aisp1-rpp-ais.egon.gov.cz
aisp1_rpp-ais-test.egon.gov.cz,gov.cz,Could not resolve host: aisp1_rpp-ais-test.egon.gov.cz
aisp1_rpp-ais.egon.gov.cz,gov.cz,Could not resolve host: aisp1_rpp-ais.egon.gov.cz
aiss-rpp-ais-test.egon.gov.cz,gov.cz,Resolving timed out after 3001 milliseconds
aivpn.ros-iais.egon.gov.cz,gov.cz,Connection timed out after 3002 milliseconds
akademie.ctu.gov.cz,gov.cz,200
akreditace-dev.gov.cz,gov.cz,200
akreditace-stage.gov.cz,gov.cz,200
akreditace-test.gov.cz,gov.cz,403
akreditace.gov.cz,gov.cz,404
albatros.odok.gov.cz,gov.cz,200
alicorn.gov.cz,gov.cz,Could not resolve host: alicorn.gov.cz
aml.gov.cz,gov.cz,301
analytics.ctu.gov.cz,gov.cz,403
anonymizace.gov.cz,gov.cz,200
anonymizace.smlouvy.gov.cz,gov.cz,Could not resolve host: anonymizace.smlouvy.gov.cz
api-kn-test.cuzk.gov.cz,gov.cz,403
api-kn.cuzk.gov.cz,gov.cz,200
api.gov.cz,gov.cz,Could not resolve host: api.gov.cz
api.portal.stavebnisprava.gov.cz,gov.cz,404
apiagentura.gov.cz,gov.cz,302
apl.csu.gov.cz,gov.cz,403
aplikace.hzscr.gov.cz,gov.cz,200
aplikace.mvcr.gov.cz,gov.cz,SSL: no alternative certificate subject name matches target hostname 'aplikace.mvcr.gov.cz'
aplikace.policie.gov.cz,gov.cz,302
app.fs.gov.cz,gov.cz,403
archi.gov.cz,gov.cz,Could not resolve host: archi.gov.cz
ares.gov.cz,gov.cz,200
argis.gov.cz,gov.cz,Could not resolve host: argis.gov.cz
arvpn.ros.egon.gov.cz,gov.cz,Connection timed out after 3002 milliseconds
as.cuzk.gov.cz,gov.cz,403
asse.mvcr.gov.cz,gov.cz,Recv failure: Connexion ré-initialisée par le correspondant
atom.cuzk.gov.cz,gov.cz,200
atom2.cuzk.gov.cz,gov.cz,200
attch.portal.stavebnisprava.gov.cz,gov.cz,400
auth.issi.gov.cz,gov.cz,TLS connect error: error:0A000458:SSL routines::tlsv1 unrecognized name
autodiscover.cuzk.gov.cz,gov.cz,403
autodiscover.mids.gov.cz,gov.cz,Could not resolve host: autodiscover.mids.gov.cz
autodiscover.mo.gov.cz,gov.cz,Failed to connect to autodiscover.mo.gov.cz port 443 after 194 ms: Could not connect to server
autodiscover.mod.gov.cz,gov.cz,Failed to connect to autodiscover.mod.gov.cz port 443 after 212 ms: Could not connect to server
autodiscover.mpo.gov.cz,gov.cz,Could not resolve host: autodiscover.mpo.gov.cz
autodiscover.nukib.gov.cz,gov.cz,Could not resolve host: autodiscover.nukib.gov.cz
autodiscover.rrtv.gov.cz,gov.cz,302
autorizace-dev.edoklady.gov.cz,gov.cz,403
autorizace-edu.edoklady.gov.cz,gov.cz,404
autorizace-test.edoklady.gov.cz,gov.cz,403
autorizace.nukib.gov.cz,gov.cz,301
balik.ctu.gov.cz,gov.cz,302
bc.mids.gov.cz,gov.cz,Could not resolve host: bc.mids.gov.cz
bco.gov.cz,gov.cz,200
bezpecne.podani.gov.cz,gov.cz,Could not resolve host: bezpecne.podani.gov.cz
biap1t.ros-iais.egon.gov.cz,gov.cz,Connection timed out after 3002 milliseconds
bivpn.ros-iais.egon.gov.cz,gov.cz,Connection timed out after 3002 milliseconds
bodovapole.cuzk.gov.cz,gov.cz,200
brvpn.ros.egon.gov.cz,gov.cz,Connection timed out after 3002 milliseconds
budoucnostjedigitalni.gov.cz,gov.cz,Could not resolve host: budoucnostjedigitalni.gov.cz
business.gov.cz,gov.cz,404
bydleniprozivot.gov.cz,gov.cz,301
c.alicorn.gov.cz,gov.cz,SSL certificate problem: self-signed certificate in certificate chain
ca-dev.edoklady.gov.cz,gov.cz,403
ca-edu.edoklady.gov.cz,gov.cz,404
ca-test.edoklady.gov.cz,gov.cz,Could not resolve host: ca-test.edoklady.gov.cz
caais-edu.gov.cz,gov.cz,200
caais-test-ext.gov.cz,gov.cz,Could not resolve host: caais-test-ext.gov.cz
caais.gov.cz,gov.cz,200
capi-dev.edoklady.gov.cz,gov.cz,400
capi-edu.edoklady.gov.cz,gov.cz,400
capi-stage.edoklady.gov.cz,gov.cz,SSL: no alternative certificate subject name matches target hostname 'capi-stage.edoklady.gov.cz'
capi-test.edoklady.gov.cz,gov.cz,400
capi.edoklady.gov.cz,gov.cz,Could not resolve host: capi.edoklady.gov.cz
cbu.gov.cz,gov.cz,SSL certificate problem: unable to get local issuer certificate
cdn.gov.cz,gov.cz,Could not resolve host: cdn.gov.cz
celnisprava.gov.cz,gov.cz,302
cenia.gov.cz,gov.cz,200
cert-externalauthapi.caais-edu.gov.cz,gov.cz,400
cert-externalauthapi.caais-test-ext.gov.cz,gov.cz,400
cert-externalauthapi.caais.gov.cz,gov.cz,400
cert-externaleditapi10.caais-edu.gov.cz,gov.cz,400
cert-externaleditapi10.caais-test-ext.gov.cz,gov.cz,400
cert-externaleditapi10.caais.gov.cz,gov.cz,400
cert-externaleditapi11.caais-edu.gov.cz,gov.cz,400
cert-externaleditapi11.caais-test-ext.gov.cz,gov.cz,400
cert-externaleditapi11.caais.gov.cz,gov.cz,400
cert-externalsaml2api.caais-edu.gov.cz,gov.cz,400
cert-externalsaml2api.caais.gov.cz,gov.cz,400
cert-openidconnectapi.caais-edu.gov.cz,gov.cz,400
cert-openidconnectapi.caais-test-ext.gov.cz,gov.cz,400
cert-openidconnectapi.caais.gov.cz,gov.cz,400
cert-usercertificatehttpsloader.caais-edu.gov.cz,gov.cz,400
cert-usercertificatehttpsloader.caais-test-ext.gov.cz,gov.cz,Resolving timed out after 3000 milliseconds
cert-usercertificatehttpsloader.caais.gov.cz,gov.cz,400
cert.caais.gov.cz,gov.cz,Could not resolve host: cert.caais.gov.cz
cert.idp.caais-edu.gov.cz,gov.cz,404
cert.idp.caais-test-ext.gov.cz,gov.cz,404
cert.idp.caais.gov.cz,gov.cz,404
cert.portalcsuis.statnipokladna.gov.cz,gov.cz,Resolving timed out after 3000 milliseconds
cert.t3sportalcsuis.statnipokladna.gov.cz,gov.cz,Could not resolve host: cert.t3sportalcsuis.statnipokladna.gov.cz
cgs.gov.cz,gov.cz,200
chcidatovku-dev.gov.cz,gov.cz,403
chcidatovku-test.gov.cz,gov.cz,Could not resolve host: chcidatovku-test.gov.cz
chcidatovku.gov.cz,gov.cz,200
chciidentitu-dev.gov.cz,gov.cz,SSL: no alternative certificate subject name matches target hostname 'chciidentitu-dev.gov.cz'
chciidentitu-test.gov.cz,gov.cz,SSL: no alternative certificate subject name matches target hostname 'chciidentitu-test.gov.cz'
chciidentitu.gov.cz,gov.cz,301
cizp.gov.cz,gov.cz,302
ckan.issi.gov.cz,gov.cz,Could not resolve host: ckan.issi.gov.cz
cloud.uohs.gov.cz,gov.cz,Could not resolve host: cloud.uohs.gov.cz
