hostname,score,sources,label,level,http_status,mx
cubagob.cu,10,un_desa;wikidata;wikidata,Q116796288 | Council of State of Cuba | UN/DESA national portal,,HttpConnectTimeoutException: HTTP connect timed out,none
cubaminrex.cu,7,wikidata;wikidata,Ministry of Foreign Affairs,central,"ProtocolException: Invalid header name ""X-Powered-By """,none
mes.edu.cu,7,wikidata;wikidata,Ministry of Higher Education of Cuba,central,ConnectException,none
sld.cu,7,wikidata;wikidata,Ministry of Public Health,central,ConnectException,10 mx.sld.cu.
centroamericaribeschp.com,6,wikidata;wikidata,Piarist province Central America- Caribbean,,400,none
dominicoshispania.org,6,wikidata;wikidata,Province of Hispania of the Order of Preachers,,301,105 mxbackup.mad.interhost.com.; 100 correo.dominicos.org.
acdam.cu,4,wikidata,ACDAM,,SSLHandshakeException: (certificate_unknown) PKIX path building failed: sun.security.provider.certpath.SunCertPathBuilderException: unable to find valid certification path to requested target,10 mail.acdam.cu.
acn.cu,4,wikidata,Cuban News Agency,,301,5 mail-serv1.acn.cu.
ama.cu,4,wikidata,Environmental Agency of Cuba,,ConnectException,10 scorreoama.ama.cu.
arnac.cu,4,wikidata,National Archive of the Republic of Cuba,,SSLHandshakeException: (certificate_expired) PKIX path validation failed: java.security.cert.CertPathValidatorException: validity check failed,10 mail.arnac.cu.
bnjm.cu,4,wikidata,National Library José Martí,,HttpConnectTimeoutException: HTTP connect timed out,10 drakos.red.cult.cu.
cdm.gtmo.inf.cu,4,wikidata,Centro de Desarrollo de la Montaña,,ConnectException,0 ceniai1.net.cu.
cecmed.cu,4,wikidata,CECMED,,ConnectException,10 mail.cecmed.cu.
centis.cu,4,wikidata,Centro de Isotopos,,HttpConnectTimeoutException: HTTP connect timed out,dig error
eleccionesencuba.cu,4,wikidata,National Electoral Council of Cuba,central,HttpConnectTimeoutException: HTTP connect timed out,10 ns.eleccionesencuba.cu.
geotech.cu,4,wikidata,Institute of Tropical Geography,,HttpConnectTimeoutException: HTTP connect timed out,none
havanna.mfa.gov.hu,4,wikidata,"Hungarian embassy, Havana",central,SSLHandshakeException: (certificate_unknown) PKIX path building failed: sun.security.provider.certpath.SunCertPathBuilderException: unable to find valid certification path to requested target,none
inaf.co.cu,4,wikidata,Instituto de Investigaciones Agro-Forestales,,ConnectException,none
inca.edu.cu,4,wikidata,National Institute of Agricultural Sciences,,HttpConnectTimeoutException: HTTP connect timed out,dig error
inimet.cu,4,wikidata,Instituto Nacional de Metrologia,,ConnectException,0 mail.inimet.cu.
lacalle.cubaweb.cu,4,wikidata,Committees for the Defense of the Revolution,,ConnectException,none
mofaic.gov.ae,4,wikidata,"Embassy of the United Arab Emirates, Havana",central,IOException: HTTP/1.1 header parser received no bytes,10 smartmail1.fednet.gov.ae.; 20 smartmail2.fednet.gov.ae.
namembassycuba.co.cu,4,wikidata,embassy of Namibia in Cuba,central,ConnectException,none
snap.cu,4,wikidata,National Center for Protected Areas,,ConnectException,10 mail.snap.cu.
bahamasembcuba.com,3,wikidata,Embassy of the Bahamas in Cuba,central,200,0 mail.bahamasembcuba.com.
cu.ambafrance.org,3,wikidata,"Embassy of France, Havana",central,301,none
cu.chineseembassy.org,3,wikidata,"Embassy of the People's Republic of China, Havana",central,SSLHandshakeException: (certificate_unknown) No subject alternative DNS name matching cu.chineseembassy.org found.,none
cuba.mid.ru,3,wikidata,"Embassy of Russia, Havana",central,SSLHandshakeException: (certificate_unknown) PKIX path building failed: sun.security.provider.certpath.SunCertPathBuilderException: unable to find valid certification path to requested target,none
eeas.europa.eu,3,wikidata,Delegation of the European Union to Cuba,,200,10 mxa-00338601.gslb.pphosted.com.; 10 mxb-00338601.gslb.pphosted.com.
embaperu.org,3,wikidata,embassy of Peru in Cuba,central,200,0 mail.chost.ca.
ghanaembassy-cuba.com,3,wikidata,embassy of Ghana in Cuba,central,ConnectException,none
havana.embassy.mn,3,wikidata,embassy of Mongolia in Cuba,central,302,none
havana.mae.ro,3,wikidata,embassy of Romania in Cuba,central,503,none
havanna.diplo.de,3,wikidata,"Embassy of Germany, Havana",central,200,10 mx2.bund.de.; 10 mx1.bund.de.
mfa.bg,3,wikidata,embassy of Bulgaria in Cuba,central,302,0 mfa-bg.mail.protection.outlook.com.
mfa.gr,3,wikidata,embassy of Greece in Cuba,central,403,10 mailhost.mfa.gr.
mzv.cz,3,wikidata,embassy of the Czech republic in Cuba,central,302,10 mzvczemta06.mzv.cz.; 50 mzvczemta05.mzv.cz.
mzv.sk,3,wikidata,embassy of Slovakia in Cuba,central,301,10 mail.gov.sk.
norway.no,3,wikidata,"Embassy of Norway, Havana",central,301,0 mx.domeneshop.no.
srilankaembcuba.org,3,wikidata,embassy of Sri Lanka in Cuba,central,301,0 mail.chost.ca.
swedenabroad.se,3,wikidata,"Embassy of Sweden, Havana",central,301,none
