subdomain,parent_domain,http_status,mx
abcd.tsp.gob.cu,gob.cu,Connection timed out after 3000 milliseconds,none
abreus.gob.cu,gob.cu,301,10 mx.abreus.gob.cu.
aguadadepasajeros.gob.cu,gob.cu,301,10 mx.aguadadepasajeros.gob.cu.
aguaysaneamiento.hidro.gob.cu,gob.cu,503,none
amppcmg.gob.cu,gob.cu,Could not resolve host: amppcmg.gob.cu,none
apixejel.tsp.gob.cu,gob.cu,Connection timed out after 3000 milliseconds,none
apixejelprueba.tsp.gob.cu,gob.cu,Connection timed out after 3001 milliseconds,none
aquiles.tsp.gob.cu,gob.cu,Failed to connect to aquiles.tsp.gob.cu port 443 after 557 ms: Could not connect to server,none
arroyonaranjo.gob.cu,gob.cu,301,10 pmg02.infocap.cu.; 10 pmg01.infocap.cu.
artemisa.gob.cu,gob.cu,301,10 mx.artemisa.gob.cu.
autodiscover.inass.gob.cu,gob.cu,Could not resolve host: autodiscover.inass.gob.cu,dig error
banes.gob.cu,gob.cu,Operation timed out after 3001 milliseconds with 0 bytes received,10 mx.banes.gob.cu.
bbb.aduana.gob.cu,gob.cu,Connection timed out after 3001 milliseconds,none
bienestar.apppmy.gob.cu,gob.cu,Could not resolve host: bienestar.apppmy.gob.cu,dig error
bienestarapp.minjus.gob.cu,gob.cu,Resolving timed out after 3001 milliseconds,none
blue-meet.onat.gob.cu,gob.cu,Resolving timed out after 3000 milliseconds,dig error
blue-meet1.onat.gob.cu,gob.cu,Resolving timed out after 3000 milliseconds,10 mail.onat.gob.cu.
boyeros.gob.cu,gob.cu,301,10 pmg01.infocap.cu.; 10 pmg02.infocap.cu.
buenaventura.gob.cu,gob.cu,301,10 mx.buenaventura.gob.cu.
bueyarriba.gob.cu,gob.cu,301,10 mx.bueyarriba.gob.cu.
cabaiguan.gob.cu,gob.cu,Operation timed out after 3001 milliseconds with 0 bytes received,10 mx.cabaiguan.gob.cu.
caimanera.gob.cu,gob.cu,301,10 mx.caimanera.gob.cu.
camaguey.gob.cu,gob.cu,301,none
cas.mincex.gob.cu,gob.cu,Could not resolve host: cas.mincex.gob.cu,none
cayomambi.gob.cu,gob.cu,301,10 mx.cayomambi.gob.cu.
centrohabana.gob.cu,gob.cu,301,10 pmg01.infocap.cu.; 10 pmg02.infocap.cu.
cerro.gob.cu,gob.cu,301,10 pmg01.infocap.cu.; 10 pmg02.infocap.cu.
certificaciones.minjus.gob.cu,gob.cu,302,none
certs.hidro.gob.cu,gob.cu,503,none
cgrran.contraloria.gob.cu,gob.cu,TLS connect error: error:0A000458:SSL routines::tlsv1 unrecognized name,none
ch.gob.cu,gob.cu,Could not resolve host: ch.gob.cu,10 pmg02.infocap.cu.; 10 pmg01.infocap.cu.
chaparra.gob.cu,gob.cu,Operation timed out after 3000 milliseconds with 0 bytes received,10 mx.chaparra.gob.cu.
chat.hidro.gob.cu,gob.cu,Could not resolve host: chat.hidro.gob.cu,none
ciegodeavila.gob.cu,gob.cu,301,10 mx.ciegodeavila.gob.cu.
cienfuegos.gob.cu,gob.cu,301,10 mx.cienfuegos.gob.cu.
cienfueguero.gob.cu,gob.cu,301,10 mx.cienfueguero.gob.cu.
cij.minjus.gob.cu,gob.cu,Could not resolve host: cij.minjus.gob.cu,none
citmacam.gob.cu,gob.cu,SSL certificate problem: self-signed certificate,0 ceniai1.net.cu.
ciudadholguin.gob.cu,gob.cu,200,none
ciudadprimada.gob.cu,gob.cu,301,10 mx.ciudadprimada.gob.cu.
civix-portal.tsp.gob.cu,gob.cu,Could not resolve host: civix-portal.tsp.gob.cu,none
civix.tsp.gob.cu,gob.cu,Connection timed out after 3000 milliseconds,none
conferencia.hidro.gob.cu,gob.cu,TLS connect error: error:0A000458:SSL routines::tlsv1 unrecognized name,none
conferencia.mincex.gob.cu,gob.cu,SSL certificate problem: self-signed certificate,none
constitucion.minrex.gob.cu,gob.cu,Connection timed out after 3000 milliseconds,none
correo.citmacam.gob.cu,gob.cu,Could not resolve host: correo.citmacam.gob.cu,none
correo.hidro.gob.cu,gob.cu,Could not resolve host: correo.hidro.gob.cu,none
correo.ij.hidro.gob.cu,gob.cu,Could not resolve host: correo.ij.hidro.gob.cu,none
correo.inass.gob.cu,gob.cu,Connection timed out after 3000 milliseconds,none
correo.micons.gob.cu,gob.cu,Could not resolve host: correo.micons.gob.cu,none
correo.mincex.gob.cu,gob.cu,SSL certificate problem: unable to get local issuer certificate,none
correo.stg.hidro.gob.cu,gob.cu,Could not resolve host: correo.stg.hidro.gob.cu,none
correo.tsp.gob.cu,gob.cu,Connection timed out after 3001 milliseconds,none
correo.vc.hidro.gob.cu,gob.cu,Could not resolve host: correo.vc.hidro.gob.cu,none
cotorro.gob.cu,gob.cu,301,none
cruces.gob.cu,gob.cu,301,none
cuadro-mando.hidro.gob.cu,gob.cu,SSL certificate problem: unable to get local issuer certificate,none
cumanayagua.gob.cu,gob.cu,Connection timed out after 3001 milliseconds,none
cursos.contraloria.gob.cu,gob.cu,Connection timed out after 3001 milliseconds,none
degranma.gob.cu,gob.cu,Could not resolve host: degranma.gob.cu,10 mx.degranma.gob.cu.
diezdeoctubre.gob.cu,gob.cu,Could not resolve host: diezdeoctubre.gob.cu,none
dmz.onat.gob.cu,gob.cu,Resolving timed out after 3000 milliseconds,none
encuestas.contraloria.gob.cu,gob.cu,Resolving timed out after 3000 milliseconds,none
eregistrations.mincex.gob.cu,gob.cu,Could not resolve host: eregistrations.mincex.gob.cu,none
espirituano.gob.cu,gob.cu,Operation timed out after 3002 milliseconds with 0 bytes received,10 mx.espirituano.gob.cu.
estadisticas.mep.gob.cu,gob.cu,Could not resolve host: estadisticas.mep.gob.cu,none
folletosgerenciales.mes.gob.cu,gob.cu,Connection timed out after 3002 milliseconds,none
fomento.gob.cu,gob.cu,301,none
foroempresarial.mincex.gob.cu,gob.cu,Could not resolve host: foroempresarial.mincex.gob.cu,none
foroinversiones.mincex.gob.cu,gob.cu,SSL certificate problem: unable to get local issuer certificate,none
ftp.hidro.gob.cu,gob.cu,503,none
ftp.onat.gob.cu,gob.cu,Resolving timed out after 3000 milliseconds,none
