hostname,score,sources,label,level
cubagob.cu,10,un_desa;wikidata;wikidata,Q116796288 | Council of State of Cuba | UN/DESA national portal,
cubaminrex.cu,7,wikidata;wikidata,Ministry of Foreign Affairs,central
mes.edu.cu,7,wikidata;wikidata,Ministry of Higher Education of Cuba,central
sld.cu,7,wikidata;wikidata,Ministry of Public Health,central
centroamericaribeschp.com,6,wikidata;wikidata,Piarist province Central America- Caribbean,
dominicoshispania.org,6,wikidata;wikidata,Province of Hispania of the Order of Preachers,
acdam.cu,4,wikidata,ACDAM,
acn.cu,4,wikidata,Cuban News Agency,
ama.cu,4,wikidata,Environmental Agency of Cuba,
arnac.cu,4,wikidata,National Archive of the Republic of Cuba,
bnjm.cu,4,wikidata,National Library José Martí,
cdm.gtmo.inf.cu,4,wikidata,Centro de Desarrollo de la Montaña,
cecmed.cu,4,wikidata,CECMED,
centis.cu,4,wikidata,Centro de Isotopos,
cu.usembassy.gov,4,wikidata,"Embassy of the United States, Havana",central
eleccionesencuba.cu,4,wikidata,National Electoral Council of Cuba,central
geotech.cu,4,wikidata,Institute of Tropical Geography,
havanna.mfa.gov.hu,4,wikidata,"Hungarian embassy, Havana",central
inaf.co.cu,4,wikidata,Instituto de Investigaciones Agro-Forestales,
inca.edu.cu,4,wikidata,National Institute of Agricultural Sciences,
inimet.cu,4,wikidata,Instituto Nacional de Metrologia,
lacalle.cubaweb.cu,4,wikidata,Committees for the Defense of the Revolution,
mofaic.gov.ae,4,wikidata,"Embassy of the United Arab Emirates, Havana",central
namembassycuba.co.cu,4,wikidata,embassy of Namibia in Cuba,central
snap.cu,4,wikidata,National Center for Protected Areas,
bahamasembcuba.com,3,wikidata,Embassy of the Bahamas in Cuba,central
cu.ambafrance.org,3,wikidata,"Embassy of France, Havana",central
cu.chineseembassy.org,3,wikidata,"Embassy of the People's Republic of China, Havana",central
cuba.mid.ru,3,wikidata,"Embassy of Russia, Havana",central
eeas.europa.eu,3,wikidata,Delegation of the European Union to Cuba,
embaperu.org,3,wikidata,embassy of Peru in Cuba,central
ghanaembassy-cuba.com,3,wikidata,embassy of Ghana in Cuba,central
havana.embassy.mn,3,wikidata,embassy of Mongolia in Cuba,central
havana.mae.ro,3,wikidata,embassy of Romania in Cuba,central
havanna.diplo.de,3,wikidata,"Embassy of Germany, Havana",central
mfa.bg,3,wikidata,embassy of Bulgaria in Cuba,central
mfa.gr,3,wikidata,embassy of Greece in Cuba,central
mzv.cz,3,wikidata,embassy of the Czech republic in Cuba,central
mzv.sk,3,wikidata,embassy of Slovakia in Cuba,central
norway.no,3,wikidata,"Embassy of Norway, Havana",central
srilankaembcuba.org,3,wikidata,embassy of Sri Lanka in Cuba,central
swedenabroad.se,3,wikidata,"Embassy of Sweden, Havana",central
