subdomain,parent_domain,http_status,mx
adl.kam.lt,kam.lt,ConnectException > UnresolvedAddressException,
aikos2cas.smm.lt,smm.lt,302,
aikos2openid.smm.lt,smm.lt,302,
am.smm.lt,smm.lt,ConnectException > UnresolvedAddressException,
aotd.kam.lt,kam.lt,ConnectException > UnresolvedAddressException,
archyvai.lrv.lt,lrv.lt,403,none
atvirasseimas.lrs.lt,lrs.lt,SSLHandshakeException > ValidatorException > SunCertPathBuilderException: unable to find valid certification path to requested target,
bendruomene.smm.lt,smm.lt,301,
configdb-pagalba.nsa.smm.lt,smm.lt,HttpConnectTimeoutException > ConnectException: HTTP connect timed out,
configdbdev-pagalba.nsa.smm.lt,smm.lt,SSLHandshakeException: (unrecognized_name) Received fatal alert: unrecognized_name,
configdbdev.nsa.smm.lt,smm.lt,ConnectException > UnresolvedAddressException,
dakpr.smm.lt,smm.lt,ConnectException > UnresolvedAddressException,
dc.itc.smm.lt,smm.lt,HttpConnectTimeoutException > ConnectException: HTTP connect timed out,
dms.finmin.lt,finmin.lt,SSLHandshakeException: (handshake_failure) Received fatal alert: handshake_failure,
dmstest.finmin.lt,finmin.lt,SSLHandshakeException: (handshake_failure) Received fatal alert: handshake_failure,
dvs.smm.lt,smm.lt,ConnectException > UnresolvedAddressException,
e-mokymai.urm.lt,urm.lt,200,
edtech.nsa.smm.lt,smm.lt,200,
eksternams.nsa.smm.lt,smm.lt,200,
elkatalogas.nsa.smm.lt,smm.lt,HttpConnectTimeoutException > ConnectException: HTTP connect timed out,
essc.lrv.lt,lrv.lt,403,none
essc.sam.lt,sam.lt,302,
exc01.dcsam.sam.lt,sam.lt,ConnectException > UnresolvedAddressException,
exc01.sam.lt,sam.lt,ConnectException > UnresolvedAddressException,
finmin.lt,finmin.lt,302,0 finmin-lt.mail.protection.outlook.com.
fva.smm.lt,smm.lt,HttpConnectTimeoutException > ConnectException: HTTP connect timed out,
geo-api.smp.edtech.nsa.smm.lt,smm.lt,HttpConnectTimeoutException > ConnectException: HTTP connect timed out,
geo.smp.edtech.nsa.smm.lt,smm.lt,HttpConnectTimeoutException > ConnectException: HTTP connect timed out,
gerasavijauta.smm.lt,smm.lt,HttpConnectTimeoutException > ConnectException: HTTP connect timed out,
h250.kam.lt,kam.lt,404,
iisis.lrs.lt,lrs.lt,ConnectException > UnresolvedAddressException,
int.urm.lt,urm.lt,ConnectException > UnresolvedAddressException,
intranet.smm.lt,smm.lt,301,
intranetas.nsa.smm.lt,smm.lt,403,
ipbr.smm.lt,smm.lt,ConnectException > UnresolvedAddressException,
ist-api.smp.edtech.nsa.smm.lt,smm.lt,404,
ist.smp.edtech.nsa.smm.lt,smm.lt,307,
itc.smm.lt,smm.lt,301,
kalba.eksternams.nsa.smm.lt,smm.lt,SSLHandshakeException > ValidatorException > CertPathValidatorException > CertificateExpiredException: NotAfter: Wed Feb 04 23:02:42 CET 2026,
kam.lt,kam.lt,403,10 smtpin.mil.lt.
kpmpc.eksternams.nsa.smm.lt,smm.lt,302,
krisin.smm.lt,smm.lt,ConnectException > UnresolvedAddressException,
krs.nsa.smm.lt,smm.lt,ConnectException > UnresolvedAddressException,
ktprr.smm.lt,smm.lt,ConnectException > UnresolvedAddressException,
licr.smm.lt,smm.lt,ConnectException > UnresolvedAddressException,
lrs.lt,lrs.lt,403,0 lrs-lt.mail.protection.outlook.com.
lrsk.lrs.lt,lrs.lt,ConnectException > UnresolvedAddressException,
lrv.lt,lrv.lt,403,10 mail.lrv.lt.
mail.sam.lt,sam.lt,HttpConnectTimeoutException > ConnectException: HTTP connect timed out,
mail001.smm.lt,smm.lt,ConnectException > UnresolvedAddressException,
mail002.smm.lt,smm.lt,ConnectException > UnresolvedAddressException,
mail5.smm.lt,smm.lt,HttpConnectTimeoutException > ConnectException: HTTP connect timed out,
moksvis.finmin.lt,finmin.lt,200,
moksvisanalitika.finmin.lt,finmin.lt,502,
mokymai.urm.lt,urm.lt,HttpConnectTimeoutException > ConnectException: HTTP connect timed out,
nsa.smm.lt,smm.lt,301,
nuotoliniaiposedziai.lrs.lt,lrs.lt,200,
oauth2.nsa.smm.lt,smm.lt,404,
old.smm.lt,smm.lt,200,
owa.aikos.smm.lt,smm.lt,502,
pagalba.nsa.smm.lt,smm.lt,200,
pastas.smm.lt,smm.lt,HttpConnectTimeoutException > ConnectException: HTTP connect timed out,
pirkimai.nsa.smm.lt,smm.lt,HttpConnectTimeoutException > ConnectException: HTTP connect timed out,
pirkimai.sam.lt,sam.lt,200,
policija.lrv.lt,lrv.lt,403,none
ppvis.lrv.lt,lrv.lt,Connection timed out after 3001 milliseconds,none
ppvistest.lrv.lt,lrv.lt,Connection timed out after 3002 milliseconds,none
registrai.nsa.smm.lt,smm.lt,200,
rezultatai.nsa.smm.lt,smm.lt,302,
rezultatai1.nsa.smm.lt,smm.lt,ConnectException > UnresolvedAddressException,
sam.lt,sam.lt,403,0 sam-lt.mail.protection.outlook.com.; 10 mail.sam.lt.
sauktiniai.kam.lt,kam.lt,ConnectException > UnresolvedAddressException,
sena.kam.lt,kam.lt,ConnectException > UnresolvedAddressException,
sfmis.finmin.lt,finmin.lt,HttpConnectTimeoutException > ConnectException: HTTP connect timed out,
smir.smm.lt,smm.lt,ConnectException > UnresolvedAddressException,
smm.lt,smm.lt,301,0 smm-lt.mail.protection.outlook.com.
smpkr.smm.lt,smm.lt,ConnectException > UnresolvedAddressException,
smtpin.kam.lt,kam.lt,HttpConnectTimeoutException > ConnectException: HTTP connect timed out,
srv-a-mdm-01v.aotd.kam.lt,kam.lt,ConnectException > UnresolvedAddressException,
srv-ds-mdm-01v.aotd.kam.lt,kam.lt,ConnectException > UnresolvedAddressException,
srv-ens-mdm-01v.aotd.kam.lt,kam.lt,ConnectException > UnresolvedAddressException,
srv-uag-mdm-01v.aotd.kam.lt,kam.lt,ConnectException > UnresolvedAddressException,
stg-pagalba.nsa.smm.lt,smm.lt,200,
stg.nsa.smm.lt,smm.lt,ConnectException > UnresolvedAddressException,
svis.finmin.lt,finmin.lt,200,
svisanalitika.finmin.lt,finmin.lt,301,
synt.kam.lt,kam.lt,403,
test-rezultatai.nsa.smm.lt,smm.lt,403,
test.aikos.smm.lt,smm.lt,200,
test.ipbr.smm.lt,smm.lt,ConnectException > UnresolvedAddressException,
testsvis.finmin.lt,finmin.lt,200,
testsvisanalitika.finmin.lt,finmin.lt,502,
tmp.metrinsp.lrv.lt,lrv.lt,200,none
tmp.uat.metrinsp.lrv.lt,lrv.lt,SSL certificate problem: certificate has expired,none
uat-pagalba.nsa.smm.lt,smm.lt,SSLHandshakeException > ValidatorException > CertPathValidatorException > CertificateExpiredException: NotAfter: Thu Jul 02 23:03:38 CEST 2026,
uat.nsa.smm.lt,smm.lt,ConnectException > UnresolvedAddressException,
upc.smm.lt,smm.lt,ConnectException > UnresolvedAddressException,
urm.lt,urm.lt,403,10 mxs1.urm.lt.
vis.smm.lt,smm.lt,ConnectException > UnresolvedAddressException,
vis3.smm.lt,smm.lt,HttpConnectTimeoutException > ConnectException: HTTP connect timed out,
visoos.smm.lt,smm.lt,ConnectException > UnresolvedAddressException,
vpb.lrv.lt,lrv.lt,403,none
watchdog.urm.lt,urm.lt,403,
www.adl.kam.lt,kam.lt,ConnectException > UnresolvedAddressException,
www.aikos.smm.lt,smm.lt,302,
www.am.smm.lt,smm.lt,ConnectException > UnresolvedAddressException,
www.bendruomene.smm.lt,smm.lt,200,
www.dakpr.smm.lt,smm.lt,302,
www.dvs.smm.lt,smm.lt,HttpConnectTimeoutException > ConnectException: HTTP connect timed out,
www.essc.lrv.lt,lrv.lt,403,none
www.essc.sam.lt,sam.lt,302,
www.fva.smm.lt,smm.lt,302,
www.h250.kam.lt,kam.lt,ConnectException > UnresolvedAddressException,
www.inmedio.upc.smm.lt,smm.lt,302,
www.inovacijos.upc.smm.lt,smm.lt,200,
www.inovacijosvaikudarzelyje.smm.lt,smm.lt,200,
www.ipbr.smm.lt,smm.lt,302,
www.itc.smm.lt,smm.lt,301,
www.kam.lt,kam.lt,403,
www.kmp.upc.smm.lt,smm.lt,200,
www.krisin.smm.lt,smm.lt,302,
www.ktprr.smm.lt,smm.lt,SSLHandshakeException > CertificateException: No subject alternative DNS name matching www.ktprr.smm.lt found.,
www.licr.smm.lt,smm.lt,HttpConnectTimeoutException > ConnectException: HTTP connect timed out,
www.liuiva.smm.lt,smm.lt,200,
www.lmssc.smm.lt,smm.lt,302,
www.lrs.lt,lrs.lt,200,
www.lssa.smm.lt,smm.lt,HttpConnectTimeoutException > ConnectException: HTTP connect timed out,
www.lyderiulaikas.smm.lt,smm.lt,200,
www.mp.smm.lt,smm.lt,302,
www.mtp.smm.lt,smm.lt,200,
www.mtppliussac4.smm.lt,smm.lt,HttpConnectTimeoutException > ConnectException: HTTP connect timed out,
www.njmk.smm.lt,smm.lt,200,
www.nmva.smm.lt,smm.lt,200,
www.nsa.smm.lt,smm.lt,301,
www.nspr.smm.lt,smm.lt,HttpConnectTimeoutException > ConnectException: HTTP connect timed out,
www.nuotoliniaiposedziai.lrs.lt,lrs.lt,ConnectException > UnresolvedAddressException,
www.parasas.smm.lt,smm.lt,HttpConnectTimeoutException > ConnectException: HTTP connect timed out,
www.pmdtkt.upc.smm.lt,smm.lt,200,
www.rezultatai.nsa.smm.lt,smm.lt,SSLHandshakeException > ValidatorException > SunCertPathBuilderException: unable to find valid certification path to requested target,
www.sac.smm.lt,smm.lt,SSLException: (internal_error) Received fatal alert: internal_error,
www.sena.kam.lt,kam.lt,ConnectException > UnresolvedAddressException,
www.simtmetisvaikams.smm.lt,smm.lt,200,
www.smir.smm.lt,smm.lt,302,
www.smm.lt,smm.lt,301,
www.smpkr.smm.lt,smm.lt,302,
www.sokis.upc.smm.lt,smm.lt,200,
www.sppc.smm.lt,smm.lt,200,
www.srv-a-mdm-01v.aotd.kam.lt,kam.lt,ConnectException > UnresolvedAddressException,
www.srv-ds-mdm-01v.aotd.kam.lt,kam.lt,ConnectException > UnresolvedAddressException,
www.srv-ens-mdm-01v.aotd.kam.lt,kam.lt,ConnectException > UnresolvedAddressException,
www.srv-uag-mdm-01v.aotd.kam.lt,kam.lt,ConnectException > UnresolvedAddressException,
www.svis.finmin.lt,finmin.lt,ConnectException > UnresolvedAddressException,
www.svis.smm.lt,smm.lt,200,
www.testsvis.finmin.lt,finmin.lt,ConnectException > UnresolvedAddressException,
www.tobulinimas.upc.smm.lt,smm.lt,302,
www.udc.upc.smm.lt,smm.lt,200,
www.ugdymas.upc.smm.lt,smm.lt,200,
www.upc.smm.lt,smm.lt,SSLException: (internal_error) Received fatal alert: internal_error,
www.vaikai.smm.lt,smm.lt,HttpConnectTimeoutException > ConnectException: HTTP connect timed out,
www.vedlys.smm.lt,smm.lt,200,
www.vis.smm.lt,smm.lt,HttpConnectTimeoutException > ConnectException: HTTP connect timed out,
www.visoos.smm.lt,smm.lt,ConnectException > UnresolvedAddressException,
www.vpb.lrv.lt,lrv.lt,403,none
www1.sac.smm.lt,smm.lt,SSLException: (internal_error) Received fatal alert: internal_error,
