domain,level,source
belgium.be,central,manual
economie.fgov.be,central,manual
fed-parl.be,central,manual
federale-regering.be,central,manual
fgov.be,central,manual
gouvernement-federal.be,central,manual
ibz.be,central,manual
mil.be,central,manual
