hostname,score,sources,label,level
vlaanderen.be,10,wikidata;wikidata;wikidata;wikidata;wikidata;wikidata;wikidata;wikidata;wikidata;wikidata;wikidata;wikidata;wikidata;wikidata;wikidata;linkgraph,"Flemish Government | Flemish Tax Service | Research Institute for Nature and Forest | Flemish Center for Agro- and Fisheries Marketing | Department for Culture, Youth and Media | Agency for Local and Provincial Government | Flemish Ombudsman Service | Department of Mobility and Public Works | Flemish Energy Agency | Agency for Facility Operations | Flanders Digital Agency",central-1
arch.be,7,wikidata;wikidata;wikidata;wikidata;wikidata;wikidata,State Archives in Kortrijk | Algemeen Rijksarchief en Rijksarchief in de Provinciën Antwerpen | Algemeen Rijksarchief en Rijksarchief in de Provinciën Hasselt | National Archives of Belgium | State Archives in Ghent | State Archives of Belgium,
autoriteprotectiondonnees.be,7,wikidata;linkgraph,Data Protection Authority,central
beci.be,7,wikidata;wikidata,Brussels Enterprises Commerce and Industry,
dbrc.be,7,wikidata;wikidata,Council for Permit Disputes | Council for Election Disputes,central-1
departementwvg.be,7,wikidata;wikidata;wikidata,"Department of Welfare, Public Health and Family | Flemish Infrastructure Fund for Person-related Matters",central-1
dglive.be,7,wikidata;wikidata,Ministry of the German-speaking Community,central
gegevensbeschermingsautoriteit.be,7,wikidata;linkgraph,Data Protection Authority,central
gouvernement.cfwb.be,7,wikidata;wikidata,Government of the French Community,central-1
gouvernement.wallonie.be,7,wikidata;wikidata,Government of Wallonia,central-1
lv.vlaanderen.be,7,wikidata;wikidata,Department of Agriculture and Fisheries,central-1
mofaic.gov.ae,7,wikidata;wikidata,"embassy of United Arab Emirates in Belgium | Permanent Mission of the United Arab Emirates to NATO, Brussels",central
