hostname,score,sources,label,level
ng.usembassy.gov,7,wikidata;wikidata,Consulate General of the United States in Lagos | Embassy of the United States in Nigeria,central
nuc.edu.ng,7,wikidata;wikidata,National Universities Commission | Nigerian Universities Commission,
sp.mofaic.gov.ae,7,wikidata;wikidata,"Consulate General of the United Arab Emirates, Lagos | Embassy of the United Arab Emirates, Abuja",central
nigeria.un.org,6,wikidata;wikidata,Sustainable Development Goals and Nigeria,
roc-taiwan.org,6,wikidata;wikidata,Taipei Trade Office in the Federal Republic of Nigeria,central
abuja.mfa.gov.hu,4,wikidata,"Hungarian embassy, Abuja",
fedpolyugep.edu.ng,4,wikidata,Federal Polytechnic Ugep,
kanoweccma.org.ng,4,wikidata,"KANO STATE WATERSHED, EROSION, AND CLIMATE CHANGE MANAGEMENT AGENCY",
kedco.ng,4,wikidata,Kano Electricity Distribution Company,
lashmaregulations.com.ng,4,wikidata,Lagos state health management agency,
lastveb.com.ng,4,wikidata,Lagos State Technical and Vocational Education Board,
lsetf.ng,4,wikidata,Lagos State Employment Trust Fund,
ncprd.org.ng,4,wikidata,National Centre for Petroleum Research and Development,
ndic.org.ng,4,wikidata,Nigeria Deposit Insurance Corporation,
nta.ng,4,wikidata,Nigerian Television Authority,
tcn.org.ng,4,wikidata,Transmission Company of Nigeria,
abuja.diplo.de,3,wikidata,"Consulate General of Germany, Lagos",
abuja.embassy.qa,3,wikidata,"Embassy of the State of Qatar, Nigeria",central
abuja.mae.ro,3,wikidata,"Embassy of Romania, Abuja",central
abuja.mofa.go.ug,3,wikidata,"Uganda High Commission, Abuja - Nigeria",central
ambaburkina-ng.org,3,wikidata,embassy of Burkina Faso in Nigeria,central
cbaac.org,3,wikidata,Centre For Black And African Arts And Civilization,
edogis.org,3,wikidata,Edo State Geographic Information Service,
eeas.europa.eu,3,wikidata,Delegation of the European Union to Nigeria and ECOWAS,central
enuguchamber.org,3,wikidata,Enugu Chamber of Commerce Industry Mines and Agriculture,
facebook.com,3,wikidata,Kwara State Council of Arts and Culture,
finlandabroad.fi,3,wikidata,"Embassy of Finland, Abuja",central
ghanahighcommission-nigeria.com,3,wikidata,"High Commission of Ghana, Abuja",central
ihvnigeria.org,3,wikidata,Institute of Human Virology,
instagram.com,3,wikidata,Kwara State Council of Arts and Culture,
kwsbnln.blogspot.com,3,wikidata,National Library of Nigeria Kwara State Branch,
lagosresilience.net,3,wikidata,Lagos State Resilience Office,
lsnppa.com,3,wikidata,Lagos State  Number Plate Production Authority,
mfa.bg,3,wikidata,embassy of Bulgaria in Nigeria,central
mfa.gr,3,wikidata,embassy of Greece in Nigeria,central
mzv.cz,3,wikidata,embassy of the Czech republic in Nigeria,central
mzv.sk,3,wikidata,embassy of Slovakia in Nigeria,central
nannewsngr.com,3,wikidata,News Agency of Nigeria,
neconigeria.org,3,wikidata,National Examination Council,
nepanigeria.org,3,wikidata,National Electric Power Authority,
ng.ambafrance.org,3,wikidata,Embassy of France in Abuja,central
ngsa-nig.org,3,wikidata,Nigerian Geological Survey Agency,
nigeria.diplo.de,3,wikidata,"Embassy of Germany, Abuja",central
nigeria.mid.ru,3,wikidata,embassy of Russia in Nigeria,central
nigeria.um.dk,3,wikidata,embassy of Denmark in Nigeria,central
niianet.org,3,wikidata,Nigerian Institute of International Affairs,
niprd.net,3,wikidata,National Institute for Pharmaceutical Research and Development,
nnpcgroup.com,3,wikidata,Nigerian National Petroleum Corporation,
norway.no,3,wikidata,"Embassy of Norway, Abuja",central
nsdcnigeria.org,3,wikidata,National Sugar Development Council,
osphcdb.org,3,wikidata,Ondo State Primary Health Care Development Board,
ppsscanambra.net,3,wikidata,Post Primary School Service Commision,
scuml.org,3,wikidata,Special control unit against money laundering,
swedenabroad.se,3,wikidata,"Embassy of Sweden, Abuja",central
twitter.com,3,wikidata,embassy of Russia in Nigeria,central
who.int,3,wikidata,World Health Organization (Nigeria),
