hostname,score,sources,label,level,http_status,mx
dominikanci.hr,7,wikidata;wikidata,Croatian Dominican Province,,200,20 mx20.antispam.mailspamprotection.com.; 10 mx10.antispam.mailspamprotection.com.; 30 mx30.antispam.mailspamprotection.com.
fzoeu.hr,7,wikidata;wikidata,Environmental Protection and Energy Efficiency Fund,,301,5 fzoeu-hr.mail.protection.outlook.com.
hzjz.hr,7,wikidata;wikidata,Croatian Institute for Public Health,,302,4 mail.hzjz.hr.; 4 mail2.hzjz.hr.
ihjj.hr,7,wikidata;wikidata,Institute of Croatian Language,,200,10 alt3.aspmx.l.google.com.; 5 alt2.aspmx.l.google.com.; 5 alt1.aspmx.l.google.com.; 10 alt4.aspmx.l.google.com.; 1 aspmx.l.google.com.
isusovci.hr,7,wikidata;wikidata,Croatian province of the Society of Jesus,,301,5 ALT2.ASPMX.L.GOOGLE.COM.; 1 ASPMX.L.GOOGLE.COM.; 10 ALT4.ASPMX.L.GOOGLE.COM.; 5 ALT1.ASPMX.L.GOOGLE.COM.; 10 ALT3.ASPMX.L.GOOGLE.COM.
kapucini.hr,7,wikidata;wikidata,Croatian Capuchin Province of St. Leopold Bogdan Mandić,,200,0 mail.kapucini.hr.
mgipu.hr,7,wikidata;wikidata,Ministry of Construction and Spatial Planning,,SSLHandshakeException: Remote host terminated the handshake,0 mgipu-hr.mail.protection.outlook.com.
minfin.hr,7,wikidata;wikidata,Ministry of Finance of the Republic of Croatia,central,ConnectException,none
mint.hr,7,wikidata;wikidata,Ministry of Tourism and Sports,central,SSLHandshakeException: Remote host terminated the handshake,10 mint-hr.mail.protection.outlook.com.
mmpi.hr,7,wikidata;wikidata,"Ministry of Maritime Affairs, Transport and Infrastructure",central,ConnectException,20 apollo12ba.mppi.hr.; 10 apollo11ba.mppi.hr.; 30 apollo11bm.mppi.hr.
morh.hr,7,wikidata;wikidata,Ministry of Defence,central,301,10 maildom1.morh.hr.; 20 maildom2.morh.hr.
mps.hr,7,wikidata;wikidata,Ministry of Agriculture of Croatia,central,SSLHandshakeException: Remote host terminated the handshake,10 mail.mps.hr.
mrms.hr,7,wikidata;wikidata,Ministry of Labour and Pension System (Croatia),central,SSLHandshakeException: (certificate_unknown) PKIX path building failed: sun.security.provider.certpath.SunCertPathBuilderException: unable to find valid certification path to requested target,0 mrms-hr.mail.protection.outlook.com.
mup.hr,7,wikidata;wikidata,Ministry of the Interior of Croatia,central,301,2 trpimir.mup.hr.
nsk.hr,7,wikidata;wikidata,National and University Library in Zagreb,,SSLHandshakeException: (certificate_unknown) PKIX path building failed: sun.security.provider.certpath.SunCertPathBuilderException: unable to find valid certification path to requested target,0 nsk-hr.mail.protection.outlook.com.
ofm-sv-jeronim.hr,7,wikidata;wikidata,Franciscan Province of St. Jerome,,200,0 mail.ofm-sv-jeronim.hr.
ofm.hr,7,wikidata;wikidata,Croatian Franciscan Province of Saints Cyril and Methodius,,200,0 ofm-hr.mail.protection.outlook.com.
public.mzos.hr,7,wikidata;wikidata,Ministry of Science and Education,central,SSLHandshakeException: (certificate_unknown) No subject alternative DNS name matching public.mzos.hr found.,none
sabor.hr,7,wikidata;wikidata,Parliament of Croatia,central,200,5 mail.sabor.hr.
soa.hr,7,wikidata;wikidata,Security and Intelligence Agency | Military Security and Intelligence Agency,central,200,10 mail.soa.hr.
uprava.hr,7,wikidata;wikidata,Ministry of Public Administration,central,HttpConnectTimeoutException: HTTP connect timed out,10 mprhantispam02.pravosudje.hr.; 10 mprhantispam01.pravosudje.hr.
vsrh.hr,6,wikidata,Supreme Court of Croatia,,301,10 mprhantispam01.pravosudje.hr.; 10 mprhantispam02.pravosudje.hr.
agencija-zolpp.hr,4,wikidata,Coastal Liner Traffic Agency,,200,10 mx02.cdu.gov.hr.; 10 mx01.cdu.gov.hr.
arhiv.hr,4,wikidata,"Croatian State Archives, Zagreb",,ConnectException,5 protection.arhiv.hr.
azop.hr,4,wikidata,Croatian Personal Data Protection Agency,central,200,10 azop-hr.mail.protection.outlook.com.
ccaa.hr,4,wikidata,Croatian Civil Aviation Agency,,200,0 ccaa-hr.mail.protection.outlook.com.
dad.hr,4,wikidata,The State Archives in Dubrovnik,,200,10 mx01.cdu.gov.hr.; 10 mx02.cdu.gov.hr.
dorh.hr,4,wikidata,USKOK,,301,10 mprhantispam02.pravosudje.hr.; 10 mprhantispam01.pravosudje.hr.
dzs.hr,4,wikidata,Croatian Bureau of Statistics,central,HttpConnectTimeoutException: HTTP connect timed out,0 dzs-hr.mail.protection.outlook.com.
dzzp.hr,4,wikidata,State Institute for Nature Protection,,403,none
eszek.mfa.gov.hu,4,wikidata,"Consulate General of Hungary in Osijek, Croatia",,SSLHandshakeException: (certificate_unknown) PKIX path building failed: sun.security.provider.certpath.SunCertPathBuilderException: unable to find valid certification path to requested target,none
hakom.hr,4,wikidata,Hrvatska agencija za poštu i elektroničke komunikacije,,301,10 mail1.hakom.hr.; 20 mail2.hakom.hr.
hnb.hr,4,wikidata,Croatian National Bank,central,302,10 mgw.hnb.hr.; 20 mgwig.hnb.hr.
hrzz.hr,4,wikidata,Croatian Science Foundation,,200,5 hrzz-hr.mail.eo.outlook.com.
hzn.hr,4,wikidata,Croatian Standards Institute,,301,10 mail.hzn.hr.
hzzo-net.hr,4,wikidata,Croatian Institute for Health Insurance,,ConnectException,0 hzzonet-hr01b.mail.protection.outlook.com.
izbori.hr,4,wikidata,State Electoral Commission of the Republic of Croatia,,SSLHandshakeException: (certificate_unknown) No subject alternative DNS name matching izbori.hr found.,10 mx01.cdu.gov.hr.; 10 mx02.cdu.gov.hr.
meteo.hr,4,wikidata,Croatian Meteorological and Hydrological Service,,HttpTimeoutException: request timed out,none
mingo.hr,4,wikidata,Ministry of Economy,,301,0 mx2.mingo.hr.; 10 mx1.mingo.hr.
mzoip.hr,4,wikidata,Ministry of Environmental and Nature Protection,,403,1 alltheemails.com.
ncvvo.hr,4,wikidata,National Centre for External Valuation of Education,,301,10 mx01.cdu.gov.hr.; 10 mx02.cdu.gov.hr.
ombudsman.hr,4,wikidata,Office of the Public Defender of Rights,,301,0 ombudsman-hr.mail.protection.outlook.com.
policija.hr,4,wikidata,Law enforcement in Croatia,central,SSLHandshakeException: (certificate_expired) PKIX path validation failed: java.security.cert.CertPathValidatorException: validity check failed,2 trpimir.mup.hr.
skupstina.zagreb.hr,4,wikidata,Zagreb Assembly,central-1,200,none
sudovi.hr,4,wikidata,High administrative Court of Croatia,central,301,none
usud.hr,4,wikidata,Constitutional Court of Croatia,central,200,10 smail.usud.hr.
zagrab.mfa.gov.hu,4,wikidata,"Embassy of Hungary, Zagreb",central,SSLHandshakeException: (certificate_unknown) PKIX path building failed: sun.security.provider.certpath.SunCertPathBuilderException: unable to find valid certification path to requested target,none
ambafrance-hr.org,3,wikidata,"Embassy of France, Zagreb",central,ConnectException,5 mta-gw.infomaniak.ch.
ambalgzagreb.com,3,wikidata,"Embassy of Algeria, Zagreb",central,SSLHandshakeException: (certificate_expired) PKIX path validation failed: java.security.cert.CertPathValidatorException: validity check failed,5 alt1.aspmx.l.google.com.; 10 alt4.aspmx.l.google.com.; 5 alt2.aspmx.l.google.com.; 10 alt3.aspmx.l.google.com.; 1 aspmx.l.google.com.
ambasadat.net,3,wikidata,"Embassy of Kosovo, Zagreb",central,200,10 mx1.emailsrvr.com.; 20 mx2.emailsrvr.com.
croatia.representation.ec.europa.eu,3,wikidata,European Commission Representation in Croatia,,302,none
exteriors.gencat.cat,3,wikidata,"Government Delegation of the Generalitat, Zagreb",central,301,none
finlandabroad.fi,3,wikidata,Embassy of Finland in Croatia,central,301,10 mail.valtori.fi.
hr.china-embassy.org,3,wikidata,"Embassy of the People's Republic of China, Zagreb",central,SSLHandshakeException: (certificate_unknown) No subject alternative DNS name matching hr.china-embassy.org found.,none
hr.diplomatie.ma,3,wikidata,embassy of Morocco in Croatia,central,SSLHandshakeException: (certificate_unknown) PKIX path building failed: sun.security.provider.certpath.SunCertPathBuilderException: unable to find valid certification path to requested target,none
hr.mfa.lt,3,wikidata,embassy of Lithuania in Croatia,central,403,none
hr.undp.org,3,wikidata,United Nations Development Programme,,ConnectException,none
kroatien.um.dk,3,wikidata,embassy of Denmark in Croatia,central,301,none
mfa.bg,3,wikidata,embassy of Bulgaria in Croatia,central,302,0 mfa-bg.mail.protection.outlook.com.
mfa.gr,3,wikidata,embassy of Greece in Croatia,central,403,10 mailhost.mfa.gr.
mzv.cz,3,wikidata,embassy of the Czech republic in Croatia,central,302,50 mzvczemta05.mzv.cz.; 10 mzvczemta06.mzv.cz.
