hostname,score,sources,label,level
hiscambodia.org,6,wikidata;wikidata,Ministry of Health,central
grk.com.kh,4,wikidata,Royal Gendarmerie of Cambodia,
kh.usembassy.gov,4,wikidata,"Embassy of the United States, Phnom Penh",central
nac.org.kh,4,wikidata,National Assembly,central
nbc.org.kh,4,wikidata,National Bank of Cambodia,central
necelect.org.kh,4,wikidata,National Election Committee of Cambodia,
eeas.europa.eu,3,wikidata,Delegation of the European Union to Cambodia,
embrusscambodia.mid.ru,3,wikidata,"Embassy of Russia, Phnom Penh",central
kh.ambafrance.org,3,wikidata,"Embassy of France, Phnom Penh",central
kh.china-embassy.org,3,wikidata,"Embassy of the People's Republic of China, Phnom Penh",central
nchads.org,3,wikidata,"National Centre for HIV/AIDS Dermatology and STDs, Cambodia",
phnom-penh.diplo.de,3,wikidata,"Embassy of Germany, Phnom Penh",central
thaiembassy.org,3,wikidata,Embassy of Thailand in Phnom Penh,central
