subdomain,parent_domain,http_status
admin-heartcare.gov.vu,gov.vu,"200"
api-asyhub-test.customs.gov.vu,gov.vu,"404"
api-asyhub.customs.gov.vu,gov.vu,"404"
api.vanclimatefutures.gov.vu,gov.vu,"Resolving timed out after 3001 milliseconds"
asyhub-test.customs.gov.vu,gov.vu,"200"
asyhub.customs.gov.vu,gov.vu,"200"
autodiscover.rbv.gov.vu,gov.vu,"Could not resolve host: autodiscover.rbv.gov.vu"
autodiscover.vanuatu.gov.vu,gov.vu,"Failed to connect to autodiscover.vanuatu.gov.vu port 443 after 1890 ms: Could not connect to server"
autodiscover.vmgd.gov.vu,gov.vu,"Could not resolve host: autodiscover.vmgd.gov.vu"
content.vmgd.gov.vu,gov.vu,"403"
cpanel.vbos.gov.vu,gov.vu,"Connection timed out after 3000 milliseconds"
dev.neir.gov.vu,gov.vu,"302"
eas.vanuatu.gov.vu,gov.vu,"Could not resolve host: eas.vanuatu.gov.vu"
ecp.vanuatu.gov.vu,gov.vu,"Could not resolve host: ecp.vanuatu.gov.vu"
ee.kobo.gov.vu,gov.vu,"200"
ews.vanuatu.gov.vu,gov.vu,"Could not resolve host: ews.vanuatu.gov.vu"
fhirservicemdr.gov.vu,gov.vu,"Could not resolve host: fhirservicemdr.gov.vu"
ftp.vmgd.gov.vu,gov.vu,"302"
geonode.gov.vu,gov.vu,"Connection timed out after 3002 milliseconds"
gov.vu,gov.vu,"200"
heartcare.gov.vu,gov.vu,"200"
immigration.gov.vu,gov.vu,"200"
jpoc.gov.vu,gov.vu,"Connection timed out after 3000 milliseconds"
kc.kobo.gov.vu,gov.vu,"301"
kf.kobo.gov.vu,gov.vu,"200"
legacy.rbv.gov.vu,gov.vu,"Could not resolve host: legacy.rbv.gov.vu"
legacy.vanuatu.gov.vu,gov.vu,"SSL: no alternative certificate subject name matches target hostname 'legacy.vanuatu.gov.vu'"
mail.pvmc.gov.vu,gov.vu,"Connection timed out after 3001 milliseconds"
mail.rbv.gov.vu,gov.vu,"302"
mail.ura.gov.vu,gov.vu,"Could not resolve host: mail.ura.gov.vu"
mail.vanuatu.gov.vu,gov.vu,"Could not resolve host: mail.vanuatu.gov.vu"
mail.vmgd.gov.vu,gov.vu,"Connection timed out after 3002 milliseconds"
mail2.vmgd.gov.vu,gov.vu,"Could not resolve host: mail2.vmgd.gov.vu"
mdes.doft.gov.vu,gov.vu,"302"
mdr.gov.vu,gov.vu,"200"
nsdp.vnso.gov.vu,gov.vu,"200"
oab.vanuatu.gov.vu,gov.vu,"Could not resolve host: oab.vanuatu.gov.vu"
online.vanipo.gov.vu,gov.vu,"Connection timed out after 3001 milliseconds"
origin.content.vmgd.gov.vu,gov.vu,"301"
outlook.vanuatu.gov.vu,gov.vu,"Could not resolve host: outlook.vanuatu.gov.vu"
owa.vanuatu.gov.vu,gov.vu,"Could not resolve host: owa.vanuatu.gov.vu"
plato.fiu.gov.vu,gov.vu,"Could not resolve host: plato.fiu.gov.vu"
propertytax.pvmc.gov.vu,gov.vu,"SSL certificate problem: certificate has expired"
pvcc.gov.vu,gov.vu,"200"
pvmc.gov.vu,gov.vu,"SSL certificate problem: certificate has expired"
rbv.gov.vu,gov.vu,"301"
remote.ura.gov.vu,gov.vu,"Could not resolve host: remote.ura.gov.vu"
reporting.fiu.gov.vu,gov.vu,"Could not resolve host: reporting.fiu.gov.vu"
smartalert.vmgd.gov.vu,gov.vu,"Connection timed out after 3001 milliseconds"
smtp.vanuatu.gov.vu,gov.vu,"Resolving timed out after 3001 milliseconds"
sso-asyhub-test.customs.gov.vu,gov.vu,"200"
sso-asyhub.customs.gov.vu,gov.vu,"200"
svc.vsms.gov.vu,gov.vu,"Could not resolve host: svc.vsms.gov.vu"
tap.vsms.gov.vu,gov.vu,"302"
uat.plato.fiu.gov.vu,gov.vu,"Could not resolve host: uat.plato.fiu.gov.vu"
uat.reporting.fiu.gov.vu,gov.vu,"Could not resolve host: uat.reporting.fiu.gov.vu"
ura.gov.vu,gov.vu,"Could not resolve host: ura.gov.vu"
vanclimatefutures.gov.vu,gov.vu,"200"
vanuatu.gov.vu,gov.vu,"Connection timed out after 3001 milliseconds"
vbos.gov.vu,gov.vu,"301"
vmgd.gov.vu,gov.vu,"Could not resolve host: vmgd.gov.vu"
vsdc.vsms.gov.vu,gov.vu,"Could not resolve host: vsdc.vsms.gov.vu"
vsms.gov.vu,gov.vu,"405"
webdisk.vbos.gov.vu,gov.vu,"Could not resolve host: webdisk.vbos.gov.vu"
webmail.rbv.gov.vu,gov.vu,"Could not resolve host: webmail.rbv.gov.vu"
webmail.vanuatu.gov.vu,gov.vu,"Could not resolve host: webmail.vanuatu.gov.vu"
webmail.vmgd.gov.vu,gov.vu,"Could not resolve host: webmail.vmgd.gov.vu"
wims.gov.vu,gov.vu,"Failed to connect to wims.gov.vu port 443 after 659 ms: Could not connect to server"
www.geonode.gov.vu,gov.vu,"Could not resolve host: www.geonode.gov.vu"
www.immigration.gov.vu,gov.vu,"301"
www.mail.pvmc.gov.vu,gov.vu,"Could not resolve host: www.mail.pvmc.gov.vu"
www.mail.vmgd.gov.vu,gov.vu,"Could not resolve host: www.mail.vmgd.gov.vu"
www.online.vanipo.gov.vu,gov.vu,"Could not resolve host: www.online.vanipo.gov.vu"
www.pvmc.gov.vu,gov.vu,"Could not resolve host: www.pvmc.gov.vu"
www.remote.ura.gov.vu,gov.vu,"Could not resolve host: www.remote.ura.gov.vu"
www.ura.gov.vu,gov.vu,"Could not resolve host: www.ura.gov.vu"
www.vanclimatefutures.gov.vu,gov.vu,"Could not resolve host: www.vanclimatefutures.gov.vu"
www.vmgd.gov.vu,gov.vu,"Could not resolve host: www.vmgd.gov.vu"
