field,text
country_name,"Portuguese Republic"
government_type,"semi-presidential republic"
capital,"Lisbon"
chief_of_state,"President Marcelo REBELO DE SOUSA (since 9 March 2016)"
head_of_government,"Prime Minister Antonio Luis MONTENEGRO (since 2 April 2024)"
judicial_highest_courts,"Supreme Court or Supremo Tribunal de Justica (consists of 12 justices); Constitutional Court or Tribunal Constitucional (consists of 13 judges)"
constitution_history,"several previous; latest adopted 2 April 1976, effective 25 April 1976"
