hostname,score,sources,label,level
ostandari.khorasan.ir,4,wikidata,Khorasan Razavi Provincial Government,central-1
alzahra.ac.ir,4,wikidata,Alzahra University,university
art.ac.ir,4,wikidata,Iran University of Art,university
aut.ac.ir,4,wikidata,Amirkabir University of Technology,university
d-kazeroon.nus.ac.ir,4,wikidata,Women's Skill National University of Kazerun,university
en.hut.ac.ir,4,wikidata,Hamadan University of Technology,university
en.sbu.ac.ir,4,wikidata,Shahid Beheshti University,university
en.um.ac.ir,4,wikidata,Ferdowsi University of Mashhad,university
ihu.ac.ir,4,wikidata,Imam Hossein University,university
kazeroon.fars.pnu.ac.ir,4,wikidata,Payame Noor University of Kazerun,university
kazerunsfu.ac.ir,4,wikidata,Salman Farsi University of Kazerun,university
kums.ac.ir,4,wikidata,Kermanshah University of Medical Sciences,university
kut.ac.ir,4,wikidata,Kermanshah University of Technology,university
p1ksh.tvu.ac.ir,4,wikidata,Men's Skill National University of Kermanshah No. 1,university
razi.ac.ir,4,wikidata,Razi University,university
sharif.ir,4,wikidata,Sharif University of Technology,university
shirazu.ac.ir,4,wikidata,Shiraz University,university
tabrizu.ac.ir,4,wikidata,University of Tabriz,university
uast.ac.ir,4,wikidata,University of Applied Science and Technology,university
ui.ac.ir,4,wikidata,University of Isfahan,university
ut.ac.ir,4,wikidata,University of Tehran,university
zkf.cfu.ac.ir,4,wikidata,Farhangian University of Kazerun,university
jahromshora.ir,4,wikidata,Islamic City Council of Jahrom,local
qomshora.ir,4,wikidata,Islamic City Council of Qom,local
ricest.ac.ir,4,wikidata,Regional Information Center for Science and Technology,local
sabzevarshora.ir,4,wikidata,Islamic City Council of Sabzevar,local
shora.karaj.ir,4,wikidata,Islamic City Council of Karaj,local
shora.tehran.ir,4,wikidata,Islamic City Council of Tehran,local
shorashiraz.ir,4,wikidata,Islamic City Council of Shiraz,local
