hostname,score,sources,label,level,http_status,mx
dolat.ir,7,wikidata;wikidata,Government of Iran,central,200,10 194.225.148.247.; 10 194.225.148.248.
emsrt.ir,7,wikidata;wikidata,"Ministry of Science, Research and Technology (Iran)",central,301,none
en.mfa.ir,7,wikidata;wikidata,Ministry of Foreign Affairs of Iran,central,307,none
justice.ir,7,wikidata;wikidata,Ministry of Justice (Iran),central,SSLHandshakeException: (certificate_unknown) No subject alternative DNS name matching justice.ir found.,none
maj.ir,7,wikidata;wikidata,Ministry of Agriculture Jihad,central,SSLHandshakeException: (certificate_unknown) PKIX path building failed: sun.security.provider.certpath.SunCertPathBuilderException: unable to find valid certification path to requested target,10 mail.agri-jahad.org.
mcth.ir,7,wikidata;wikidata,"Ministry of Cultural Heritage, Tourism and Handicrafts",central,HttpConnectTimeoutException: HTTP connect timed out,10 mail.mcth.ir.
medu.ir,7,wikidata;wikidata,Ministry of Education of Iran,central,ConnectException: Host is unreachable,20 mail2.medu.ir.; 10 mail.medu.ir.; 30 mail3.medu.ir.
mefa.ir,7,wikidata;wikidata,Ministry of Economic Affairs and Finance (Iran),central,301,10 mail.mefa.gov.ir.
mod.ir,7,wikidata;wikidata,Ministry of Defense and Armed Forces Logistics,central,ConnectException,10 mx.shamimhost.ir.
moi.ir,7,wikidata;wikidata,Ministry of Interior (Iran),central,403,10 gmail.moi.ir.
mop.ir,7,wikidata;wikidata,Ministry of Petroleum,central,403,0 mx2.mop.ir.; 0 mx1.mop.ir.
mrt.ir,7,wikidata;wikidata,Ministry of Roads and Transportation,central,HttpConnectTimeoutException: HTTP connect timed out,none
mrud.ir,7,wikidata;wikidata,Ministry of Roads and Urban Development,central,HttpConnectTimeoutException: HTTP connect timed out,10 mail.mrud.ir.
police.ir,7,wikidata;wikidata,Police Command of the Islamic Republic of Iran | Guidance Patrol,,HttpConnectTimeoutException: HTTP connect timed out,10 mailapp.police.ir.
rc.majlis.ir,7,wikidata;wikidata,Islamic Consultative Assembly,central,200,none
vaja.ir,7,wikidata;wikidata,Ministry of Intelligence,central,HttpConnectTimeoutException: HTTP connect timed out,10 mail.vaja.ir.
wri.ac.ir,7,wikidata;wikidata,Water Research Institute,,HttpTimeoutException: request timed out,10 mail.wri.ac.ir.
divanealee.eadl.ir,6,wikidata,Supreme Court of Iran,central,HttpConnectTimeoutException: HTTP connect timed out,none
acecr.ir,4,wikidata,"Academic Center for Education, Culture and Research",,301,none
afghanembassy.ir,4,wikidata,"Embassy of Afghanistan, Tehran",central,ConnectException,none
amar.org.ir,4,wikidata,Statistical Centre of Iran,central,HttpConnectTimeoutException: HTTP connect timed out,none
aqlibrary.ir,4,wikidata,Central Library of Astan Quds Razavi,,HttpConnectTimeoutException: HTTP connect timed out,none
cao.ir,4,wikidata,Iran Civil Aviation Organization,,ConnectException,10 mx01.caa.gov.ir.
cbi.ir,4,wikidata,Central Bank of Iran,,HttpConnectTimeoutException: HTTP connect timed out,10 mx1.cbi.ir.
cogc.ir,4,wikidata,Cognitive Sciences and Technologies Council,,HttpConnectTimeoutException: HTTP connect timed out,0 mail.cogc.ir.
dchq.ir,4,wikidata,Drug Control Headquarters of Iran,central,HttpConnectTimeoutException: HTTP connect timed out,10 mail.dchq.ir.
en.irna.ir,4,wikidata,Islamic Republic News Agency,,200,none
en.nasrme.ac.ir,4,wikidata,National Center for Strategic Research in Medical Education,,HttpConnectTimeoutException: HTTP connect timed out,none
iccima.ir,4,wikidata,"Iran Chamber of Commerce, Industries, Mines & Agriculture",,SSLHandshakeException: (certificate_unknown) PKIX path building failed: sun.security.provider.certpath.SunCertPathBuilderException: unable to find valid certification path to requested target,10 mail.iccima.ir.
ichto.ir,4,wikidata,Cultural Heritage Organization of Iran,central,HttpConnectTimeoutException: HTTP connect timed out,none
inio.ac.ir,4,wikidata,Iranian National Institute for Oceanography and Atmospheric Science,,HttpConnectTimeoutException: HTTP connect timed out,10 mail.inio.ac.ir.
iraniangas.ir,4,wikidata,National Iranian Gas Company,,HttpConnectTimeoutException: HTTP connect timed out,10 mail.nigc.ir.
irna.ir,4,wikidata,Islamic Republic News Agency,,301,10 mail.irna.ir.
isa.ir,4,wikidata,Iranian Space Agency,,403,10 webmail.isa.ir.
majazi.ir,4,wikidata,Supreme Council of Cyberspace (Iran),,HttpConnectTimeoutException: HTTP connect timed out,10 mail.majazi.ir.
nano.ir,4,wikidata,Iran Nanotechnology Initiative Council,,200,2 safar.nano.ir.; 1 nanovps.ir.
nanohealth.ir,4,wikidata,Iran Nanohealth Committee Food and Drug Organization,,ConnectException,none
news.dchq.ir,4,wikidata,"Drug Control Headquarters, Research and Education Office",,302,none
nlai.ir,4,wikidata,National Library and Archives of Iran,,SSLHandshakeException: (certificate_unknown) PKIX path building failed: sun.security.provider.certpath.SunCertPathBuilderException: unable to find valid certification path to requested target,10 mail.nlai.ir.
ostandari.khorasan.ir,4,wikidata,Khorasan Razavi Provincial Government,central-1,HttpTimeoutException: request timed out,none
sabteahval.ir,4,wikidata,National Organization for Civil Registration of Iran,,SSLHandshakeException: (certificate_unknown) PKIX path building failed: sun.security.provider.certpath.SunCertPathBuilderException: unable to find valid certification path to requested target,none
shora-gc.ir,4,wikidata,Guardian Council,central,SSLHandshakeException: (certificate_unknown) PKIX path building failed: sun.security.provider.certpath.SunCertPathBuilderException: unable to find valid certification path to requested target,10 mail.shora-gc.ir.
sp.mofaic.gov.ae,4,wikidata,"Embassy of the United Arab Emirates, Tehran",central,ConnectException,none
ssaa.ir,4,wikidata,Real Estate Registration Organization of Iran,,HttpConnectTimeoutException: HTTP connect timed out,1 edge.ssaa.ir.
stemcell.isti.ir,4,wikidata,Iranian Council of Stem Cell Research and Technology,,HttpConnectTimeoutException: HTTP connect timed out,10 mail.isti.ir.
tabrizcentlib.ir,4,wikidata,Tabriz National Library,,ConnectException,none
tamin.ir,4,wikidata,Social Security Organization,central,403,10 mail.tamin.ir.; 10 mail-1.tamin.ir.; 10 mail-2.tamin.ir.
tccim.ir,4,wikidata,"Tehran Chamber of Commerce, Industries, Mines & Agriculture",,301,10 mail.tccim.ir.
teheran.mfa.gov.hu,4,wikidata,"Embassy of Hungary, Tehran",central,HttpConnectTimeoutException: HTTP connect timed out,none
en.insf.org,3,wikidata,Iran National Science Foundation,,HttpConnectTimeoutException: HTTP connect timed out,none
fa.irunesco.org,3,wikidata,Iranian National Commission for UNESCO,,ConnectException,none
finlandabroad.fi,3,wikidata,embassy of Finland in Iran,central,301,10 mail.valtori.fi.
ghanaembassyiran.com,3,wikidata,embassy of Ghana in Iran,central,HttpConnectTimeoutException: HTTP connect timed out,none
ir.ambafrance.org,3,wikidata,"Embassy of France, Tehran",central,301,none
iran.mfa.am,3,wikidata,"Embassy of Armenia, Tehran",central,301,none
iran.mid.ru,3,wikidata,Embassy of Russia in Iran,central,SSLHandshakeException: (certificate_unknown) PKIX path building failed: sun.security.provider.certpath.SunCertPathBuilderException: unable to find valid certification path to requested target,none
iran.um.dk,3,wikidata,"Embassy of Denmark, Tehran",central,301,none
irost.org,3,wikidata,Iranian Research Organization for Science and Technology,,404,1 mail.irost.org.
malekmuseum.org,3,wikidata,Malek National Library and Museum,,ConnectException,0 mail.malekmuseum.org.
mfa.bg,3,wikidata,embassy of Bulgaria in Iran,central,302,0 mfa-bg.mail.protection.outlook.com.
mfa.gr,3,wikidata,embassy of Greece in Iran,central,403,10 mailhost.mfa.gr.
mzv.cz,3,wikidata,embassy of the Czech republic in Iran,central,302,50 mzvczemta05.mzv.cz.; 10 mzvczemta06.mzv.cz.
mzv.sk,3,wikidata,embassy of Slovakia in Iran,central,301,10 mail.gov.sk.
norway.no,3,wikidata,"Embassy of Norway, Tehran",central,301,0 mx.domeneshop.no.
ohchr.org,3,wikidata,Independent International Fact-Finding Mission on the Islamic Republic of Iran,,301,10 ohchr-org.mail.protection.outlook.com.
rifr-ac.org,3,wikidata,Research Institute of Forests and Rangelands,,HttpTimeoutException: request timed out,none
sepahnews.com,3,wikidata,Islamic Revolutionary Guard Corps,,301,10 mxa.sepahnews.com.; 10 mxb.sepahnews.com.
swedenabroad.se,3,wikidata,"Embassy of Sweden, Tehran",central,301,none
teheran.diplo.de,3,wikidata,"Embassy of Germany, Tehran",central,200,10 mx2.bund.de.; 10 mx1.bund.de.
teheran.veleposlanistvo.si,3,wikidata,Embassy of Slovenia in Teheran,central,SSLHandshakeException: Remote host terminated the handshake,none
iran.ahk.de,1,wikidata;wikidata;wikidata,German Iranian Chamber of Industry and Commerce,,HttpConnectTimeoutException: HTTP connect timed out,10 mail.iran.ahk.de.; 20 owa.iran.ahk.de.
