field,text
country_name,"Central African Republic"
government_type,"presidential republic"
capital,"Bangui"
chief_of_state,"President Faustin-Archange TOUADÉRA (since 30 March 2016)"
head_of_government,"Prime Minister Félix MOLOUA (since 7 February 2022)"
judicial_highest_courts,"Supreme Court or Cour Supreme (number of judges unknown); Constitutional Court (consists of 9 judges, at least 3 of whom are women)"
constitution_history,"several previous; latest constitution passed by a national referendum on 30 July 2023 and validated by the Constitutional Court on 30 August 2023"
